,name,coordinates,nearestSchool,nearestSchool_distance,Y,X,School_Name,real_distance,real_duration
13517,Shed 1/116 Pasley Street Bundalong South VIC 3730,"[-36.0329039, 146.1719988]",Sacred Heart Primary School,14.8751,-36.01072,146.00925,Sacred Heart Primary School,,
13518,321 Whorouly-Bowmans Road Bowmans Forest VIC 3735,"[-36.4974026, 146.6099642]",Whorouly Primary School,2.2712,-36.50544,146.58665,Whorouly Primary School,,
13519,182 Myrtle Street Myrtleford VIC 3737,"[-36.558769, 146.7210597]",Marian College,0.715,-37.28474,142.93777,Marian College,,
13520,31 Williams Street Myrtleford VIC 3737,"[-36.5516835, 146.7216373]",Marian College,0.3806,-37.28474,142.93777,Marian College,,
13521,5 Standish Street Myrtleford VIC 3737,"[-36.5675873, 146.7179266]",Marian College,1.7153,-37.28474,142.93777,Marian College,,
13522,24 Prince Street Myrtleford VIC 3737,"[-36.552705, 146.7248167]",Marian College,0.0856,-37.28474,142.93777,Marian College,,
13523,10 Merriang South Road Myrtleford VIC 3737,"[-36.5798417, 146.6969239]",Marian College,3.8895,-37.28474,142.93777,Marian College,,
13524,34 O'Donnell Avenue Myrtleford VIC 3737,"[-36.5542898, 146.7275234]",Marian College,0.2205,-37.28474,142.93777,Marian College,,
13525,52 Prince Street Myrtleford VIC 3737,"[-36.5549117, 146.7227004]",Marian College,0.2952,-37.28474,142.93777,Marian College,,
13526,O'Donnell Ave Myrtleford VIC 3737,"[-36.5522656, 146.7271339]",Marian College,0.1986,-37.28474,142.93777,Marian College,,
13527,65A P Elgin Street Myrtleford VIC 3737,"[-36.565282, 146.7312035]",Marian College,1.4247,-37.28474,142.93777,Marian College,,
13528,65A Elgin Street Myrtleford VIC 3737,"[-36.565282, 146.7312035]",Marian College,1.4247,-37.28474,142.93777,Marian College,,
13529,5 Alice Street Myrtleford VIC 3737,"[-36.5642811, 146.7293962]",Marian College,1.2668,-37.28474,142.93777,Marian College,,
13530,13 Robertson Street Myrtleford VIC 3737,"[-36.5600466, 146.728529]",Marian College,0.7965,-37.28474,142.93777,Marian College,,
13531,38 Buffalo Creek Road Myrtleford VIC 3737,"[-36.5781606, 146.7068584]",Marian College,3.2139,-37.28474,142.93777,Marian College,,
13532,27C Clyde St Myrtleford VIC 3737,"[-36.5607154, 146.7255893]",Marian College,0.8187,-37.28474,142.93777,Marian College,,
13533,27B Clyde St Myrtleford VIC 3737,"[-36.5605606, 146.7258874]",Marian College,0.8027,-37.28474,142.93777,Marian College,,
13534,48 Elgin St Myrtleford VIC 3737,"[-36.5639288, 146.7296099]",Marian College,1.2351,-37.28474,142.93777,Marian College,,
13535,14 Robert Street Myrtleford VIC 3737,"[-36.5552745, 146.732673]",Marian College,0.689,-37.28474,142.93777,Marian College,,
13536,14 Jubilee Street Myrtleford VIC 3737,"[-36.554159, 146.7208003]",Marian College,0.4182,-37.28474,142.93777,Marian College,,
13537,47 Chambers Street Myrtleford VIC 3737,"[-36.5530096, 146.7188613]",Marian College,0.583,-37.28474,142.93777,Marian College,,
13538,C/153 Great Alpine Road Harrietville VIC 3741,"[-36.8865382, 147.0649631]",Harrietville Primary School,0.1301,-36.88771,147.06494,Harrietville Primary School,,
13539,153 Great Alpine Road Harrietville VIC 3741,"[-36.8865382, 147.0649631]",Harrietville Primary School,0.1301,-36.88771,147.06494,Harrietville Primary School,,
13540,Bright VIC 3741,"[-36.7272091, 146.9605021]",Bright P-12 College,0.6548,-36.7331,146.96093,Bright P-12 College,,
13541,1/5 Gillards Lane Wandiligong VIC 3744,"[-36.7669847, 146.9818389]",Wandiligong Primary School,0.2294,-36.76886,146.98292,Wandiligong Primary School,,
13542,12 Thompson Street Beechworth VIC 3747,"[-36.3540796, 146.6958691]",Beechworth Primary School,0.255,-36.35543,146.69357,Beechworth Primary School,,
13543,6 Loch Street Beechworth VIC 3747,"[-36.3599183, 146.6847517]",Beechworth Primary School,0.9351,-36.35543,146.69357,Beechworth Primary School,,
13544,27 Hayes Drive Beechworth VIC 3747,"[-36.3551609, 146.7026908]",Beechworth Primary School,0.8192,-36.35543,146.69357,Beechworth Primary School,,
13545,55 Ford Street Beechworth VIC 3747,"[-36.3600721, 146.6857822]",Beechworth Primary School,0.8683,-36.35543,146.69357,Beechworth Primary School,,
13546,50A Last Street Beechworth VIC 3747,"[-36.3544376, 146.6876599]",Beechworth Primary School,0.5418,-36.35543,146.69357,Beechworth Primary School,,
13547,7 Mann Court Beechworth VIC 3747,"[-36.353478, 146.7000796]",Beechworth Primary School,0.6231,-36.35543,146.69357,Beechworth Primary School,,
13548,40a Macedon Parade Wollert VIC 3750,"[-37.609002, 145.003355]",Edgars Creek Primary School,0.116,-37.60984,145.00257,Edgars Creek Primary School,,
13549,16 Catherine Walk Wollert VIC 3750,"[-37.6083967, 145.0311882]",Wollert Primary School,0.4854,-37.61133,145.02711,Wollert Primary School,,
13550,27 Walkhill Drive Wollert VIC 3750,"[-37.6157, 145.0125238]",Edgars Creek Secondary College,0.953,-37.60949,145.00507,Edgars Creek Secondary College,,
13551,8 Ludeman Drive Wollert VIC 3750,"[-37.6144681, 145.0345886]",Glowrey Catholic Primary School,0.2898,-37.61582,145.03178,Glowrey Catholic Primary School,,
13552,32 Anglesea Drive Wollert VIC 3750,"[-37.6136863, 145.0088837]",Edgars Creek Secondary College,0.5747,-37.60949,145.00507,Edgars Creek Secondary College,,
13553,9/78 Saltlake Boulevard Wollert VIC 3750,"[-37.6150915, 145.0377319]",Glowrey Catholic Primary School,0.5317,-37.61582,145.03178,Glowrey Catholic Primary School,,
13554,44 Linfield Parade Wollert VIC 3750,"[-37.6143284, 145.0263845]",Wollert Primary School,0.3389,-37.61133,145.02711,Wollert Primary School,,
13555,38 Beresford Road Wollert VIC 3750,"[-37.6094496, 145.0171515]",Wollert Primary School,0.9037,-37.61133,145.02711,Wollert Primary School,,
13556,32 Kobe Crescent Wollert VIC 3750,"[-37.61626529999999, 145.0038791]",Harvest Home Primary School,0.661,-37.62208,145.00226,Harvest Home Primary School,,
13557,38 Evolve Esplanade Wollert VIC 3750,"[-37.6076389, 145.0147827]",Edgars Creek Secondary College,0.8819,-37.60949,145.00507,Edgars Creek Secondary College,,
13558,8 Leandon Avenue Wollert VIC 3750,"[-37.6212493, 145.0319337]",Al Siraat College,0.5964,-37.62426,145.03753,Al Siraat College,,
13559,3 Shani Road Wollert VIC 3750,"[-37.6146644, 144.9954097]",Edgars Creek Primary School,0.8285,-37.60984,145.00257,Edgars Creek Primary School,,
13560,4/48 Anzac Drive Wollert VIC 3750,"[-37.6180333, 145.0422103]",Al Siraat College,0.8052,-37.62426,145.03753,Al Siraat College,,
13561,68 Lehmanns Road Wollert VIC 3750,"[-37.609404, 145.0380174]",Glowrey Catholic Primary School,0.9002,-37.61582,145.03178,Glowrey Catholic Primary School,,
13562,20 Mackenzie Drive Wollert VIC 3750,"[-37.6107384, 145.0121379]",Edgars Creek Secondary College,0.6393,-37.60949,145.00507,Edgars Creek Secondary College,,
13563,9 Match Lane Wollert VIC 3750,"[-37.6204844, 145.0222029]",Epping Views Primary School,0.8974,-37.62844,145.02402,Epping Views Primary School,,
13564,11 Elk Way Wollert VIC 3750,"[-37.6178512, 145.0382056]",Glowrey Catholic Primary School,0.6105,-37.61582,145.03178,Glowrey Catholic Primary School,,
13565,150 Vearings Road Wollert VIC 3750,"[-37.5958561, 144.991903]",Edgars Creek Primary School,1.8155,-37.60984,145.00257,Edgars Creek Primary School,,
13566,4 Bendoc Street Wollert VIC 3750,"[-37.606942, 145.008294]",Edgars Creek Secondary College,0.4013,-37.60949,145.00507,Edgars Creek Secondary College,,
13567,22 Aberfeldy Grove Wollert VIC 3750,"[-37.6105074, 145.0112969]",Edgars Creek Secondary College,0.5613,-37.60949,145.00507,Edgars Creek Secondary College,,
13568,25 Osmond Crescent Wollert VIC 3750,"[-37.6073125, 145.0045654]",Edgars Creek Secondary College,0.2458,-37.60949,145.00507,Edgars Creek Secondary College,,
13569,20 The Burchett Wollert VIC 3750,"[-37.608332, 145.0156878]",Edgars Creek Secondary College,0.9463,-37.60949,145.00507,Edgars Creek Secondary College,,
13570,5 Mawbey Way Wollert VIC 3750,"[-37.7904187, 144.9231382]",Kensington Community High School,0.3518,-37.78791,144.92558,Kensington Community High School,,
13571,31 Allendale Avenue Wollert VIC 3750,"[-37.6136485, 145.0343302]",Glowrey Catholic Primary School,0.3298,-37.61582,145.03178,Glowrey Catholic Primary School,,
13572,8 Westferry Avenue Wollert VIC 3750,"[-37.6012079, 144.9916526]",Edgars Creek Primary School,1.3591,-37.60984,145.00257,Edgars Creek Primary School,,
13573,"7, 8 & 11/12 Northside Drive Wollert VIC 3750","[-37.6206102, 145.0166551]",St Mary of the Cross MacKillop Catholic Parish Primary School,0.6971,-37.626,145.0126,St Mary of the Cross MacKillop Catholic Parish Primary School,,
13574,Wollert VIC 3750,"[-37.5891893, 144.9942305]",Edgars Creek Primary School,2.4074,-37.60984,145.00257,Edgars Creek Primary School,,
13575,9 Wrexham Road Wollert VIC 3750,"[-37.6133548, 145.0236093]",Wollert Primary School,0.3821,-37.61133,145.02711,Wollert Primary School,,
13576,8 Eynesbury View Wollert VIC 3750,"[-37.6169672, 144.9991801]",Harvest Home Primary School,0.6292,-37.62208,145.00226,Harvest Home Primary School,,
13577,4 Astoria Road Wollert VIC 3750,"[-37.6168093, 145.0085446]",Harvest Home Primary School,0.8063,-37.62208,145.00226,Harvest Home Primary School,,
13578,48 Muzzlewood Way Wollert VIC 3750,"[-37.6147425, 145.0400572]",Glowrey Catholic Primary School,0.7405,-37.61582,145.03178,Glowrey Catholic Primary School,,
13579,5 Huntington Terrace Wollert VIC 3750,"[-37.6193597, 144.9976521]",Harvest Home Primary School,0.5066,-37.62208,145.00226,Harvest Home Primary School,,
13580,148 Highpark Drive Wollert VIC 3750,"[-37.614171, 145.0218011]",Wollert Primary School,0.5649,-37.61133,145.02711,Wollert Primary School,,
13581,56 Anglesea Drive Wollert VIC 3750,"[-37.6156673, 145.0089487]",Edgars Creek Secondary College,0.7664,-37.60949,145.00507,Edgars Creek Secondary College,,
13582,55 Woodman Circuit Wollert VIC 3750,"[-37.6110581, 145.0490979]",Glowrey Catholic Primary School,1.6178,-37.61582,145.03178,Glowrey Catholic Primary School,,
13583,107 Highpark Drive Wollert VIC 3750,"[-37.616071, 145.0187481]",Wollert Primary School,0.9066,-37.61133,145.02711,Wollert Primary School,,
13584,23 Redbark Hill Circuit South Morang VIC 3752,"[-37.6269321, 145.0923072]",Mernda Park Primary School,1.4893,-37.61403,145.09694,Mernda Park Primary School,,
13585,4 DOVE TERRACE South Morang VIC 3752,"[-37.6296271, 145.0924795]",Marymede Catholic College,1.5251,-37.64332,145.09103,Marymede Catholic College,,
13586,5 Nivea Terrace South Morang VIC 3752,"[-37.6351295, 145.0670181]",The Lakes South Morang College,0.7648,-37.63494,145.07568,The Lakes South Morang College,,
13587,58 Le Page South Morang VIC 3752,"[-37.6377485, 145.082419]",The Lakes South Morang College,0.6715,-37.63494,145.07568,The Lakes South Morang College,,
13588,10/191 Gordons Road South Morang VIC 3752,"[-37.636364, 145.0802437]",The Lakes South Morang College,0.4327,-37.63494,145.07568,The Lakes South Morang College,,
13589,2/191 Gordons Road South Morang VIC 3752,"[-37.6361069, 145.0808127]",The Lakes South Morang College,0.4712,-37.63494,145.07568,The Lakes South Morang College,,
13590,2 Nivea Terrace South Morang VIC 3752,"[-37.6348136, 145.067492]",The Lakes South Morang College,0.7229,-37.63494,145.07568,The Lakes South Morang College,,
13591,794 Plenty Road South Morang VIC 3752,"[-37.6528424, 145.0861889]",Plenty River College,0.6156,-37.64875,145.08148,Plenty River College,,
13592,38 St Claire Avenue South Morang VIC 3752,"[-37.6373141, 145.0658982]",The Lakes South Morang College,0.9027,-37.63494,145.07568,The Lakes South Morang College,,
13593,13/40 Gorge Road South Morang VIC 3752,"[-37.6513274, 145.0906527]",Morang South Primary School,0.3937,-37.65287,145.09467,Morang South Primary School,,
13594,10/40 Gorge Road South Morang VIC 3752,"[-37.6513274, 145.0906527]",Morang South Primary School,0.3937,-37.65287,145.09467,Morang South Primary School,,
13595,9 Eildon Circuit South Morang VIC 3752,"[-37.6225327, 145.1008175]",Mernda Park Primary School,1.0039,-37.61403,145.09694,Mernda Park Primary School,,
13596,35 Stagecoach Boulevard South Morang VIC 3752,"[-37.6424941, 145.0988137]",Marymede Catholic College,0.6931,-37.64332,145.09103,Marymede Catholic College,,
13597,20 Paringa Avenue South Morang VIC 3752,"[-37.6424437, 145.0834745]",Marymede Catholic College,0.6739,-37.64332,145.09103,Marymede Catholic College,,
13598,12 Wilton Court South Morang VIC 3752,"[-37.6565434, 145.0878261]",Morang South Primary School,0.7287,-37.65287,145.09467,Morang South Primary School,,
13599,4/40 Gorge Road South Morang VIC 3752,"[-37.6513274, 145.0906527]",Morang South Primary School,0.3937,-37.65287,145.09467,Morang South Primary School,,
13600,43 Violet Vista South Morang VIC 3752,"[-37.6276258, 145.0785315]",The Lakes South Morang College,0.8499,-37.63494,145.07568,The Lakes South Morang College,,
13601,12 Bonniebird Lane South Morang VIC 3752,"[-37.6388407, 145.0865766]",Marymede Catholic College,0.6338,-37.64332,145.09103,Marymede Catholic College,,
13602,20/1 Bethany Court South Morang VIC 3752,"[-37.6475321, 145.0929889]",Marymede Catholic College,0.4984,-37.64332,145.09103,Marymede Catholic College,,
13603,8 Marseilles Place South Morang VIC 3752,"[-37.6163657, 145.0957225]",Mernda Park Primary School,0.2806,-37.61403,145.09694,Mernda Park Primary School,,
13604,11 St Leonard Drive South Morang VIC 3752,"[-37.6179564, 145.0985983]",Mernda Park Primary School,0.4597,-37.61403,145.09694,Mernda Park Primary School,,
13605,160 Gordons Road South Morang VIC 3752,"[-37.6360508, 145.0841795]",The Lakes South Morang College,0.7603,-37.63494,145.07568,The Lakes South Morang College,,
13606,9 Donnelly Circuit South Morang VIC 3752,"[-37.6171156, 145.1006667]",Mernda Park Primary School,0.4749,-37.61403,145.09694,Mernda Park Primary School,,
13607,2/194 Gordons Road South Morang VIC 3752,"[-37.6356925, 145.0804609]",The Lakes South Morang College,0.4302,-37.63494,145.07568,The Lakes South Morang College,,
13608,9 Stagecoach Boulevard South Morang VIC 3752,"[-37.6409965, 145.0973055]",Marymede Catholic College,0.611,-37.64332,145.09103,Marymede Catholic College,,
13609,29 Pace Circuit South Morang VIC 3752,"[-37.6486261, 145.0948494]",Morang South Primary School,0.4713,-37.65287,145.09467,Morang South Primary School,,
13610,5 Hillcrest Road Beveridge VIC 3753,"[-37.4743455, 144.9451935]",Beveridge Primary School,2.8919,-37.47206,144.97776,Beveridge Primary School,,
13611,30 Mistral Way Beveridge VIC 3753,"[-37.4749898, 144.9491872]",Beveridge Primary School,2.5483,-37.47206,144.97776,Beveridge Primary School,,
13612,13 Rhapsody Road Beveridge VIC 3753,"[-37.4759712, 144.9428402]",Beveridge Primary School,3.1192,-37.47206,144.97776,Beveridge Primary School,,
13613,21 Lucknow Drive Beveridge VIC 3753,"[-37.4758401, 144.9408174]",Beveridge Primary School,3.2946,-37.47206,144.97776,Beveridge Primary School,,
13614,10 Echidna Drive Beveridge VIC 3753,"[-37.4751845, 144.9604829]",Beveridge Primary School,1.5671,-37.47206,144.97776,Beveridge Primary School,,
13615,288 Mandalay Cct Beveridge VIC 3753,"[-37.4734185, 144.9390372]",Beveridge Primary School,3.4286,-37.47206,144.97776,Beveridge Primary School,,
13616,32 Echidna Drive Beveridge VIC 3753,"[-37.4749792, 144.9600354]",Beveridge Primary School,1.601,-37.47206,144.97776,Beveridge Primary School,,
13617,23 Spring Street Beveridge VIC 3753,"[-37.4754944, 144.974801]",Beveridge Primary School,0.4624,-37.47206,144.97776,Beveridge Primary School,,
13618,41 Possum Drive Beveridge VIC 3753,"[-37.4822825, 144.9832134]",Beveridge Primary School,1.2328,-37.47206,144.97776,Beveridge Primary School,,
13619,5 Plenty View Beveridge VIC 3753,"[-37.46832089999999, 144.9544606]",Beveridge Primary School,2.1024,-37.47206,144.97776,Beveridge Primary School,,
13620,11 Greig Drive Mernda VIC 3754,"[-37.5897362, 145.0993308]",Mernda Primary School,0.8268,-37.5946,145.09224,Mernda Primary School,,
13621,16 Clancy Way Doreen VIC 3754,"[-37.60085, 145.1225174]",Hazel Glen College,0.4598,-37.59755,145.11937,Hazel Glen College,,
13622,32 Peterborough Drive Doreen VIC 3754,"[-37.578877, 145.1260519]",Laurimar Primary School,0.774,-37.58582,145.12687,Laurimar Primary School,,
13623,12 Sukarna Court Doreen VIC 3754,"[-37.609825, 145.1085961]",Mernda Park Primary School,1.13,-37.61403,145.09694,Mernda Park Primary School,,
13624,10 Plough Street Mernda VIC 3754,"[-37.5863406, 145.0795971]",St Joseph's School,1.4257,-37.82646,145.03432,St Joseph's School,,
13625,44 Lincoln Way Doreen VIC 3754,"[-37.6121622, 145.1111819]",Mernda Park Primary School,1.2744,-37.61403,145.09694,Mernda Park Primary School,,
13626,9 Balvicar Way Mernda VIC 3754,"[-37.6036244, 145.0656828]",Mernda Central P-12 College,2.0044,-37.60485,145.08833,Mernda Central P-12 College,,
13627,15 Stourhead Avenue Mernda VIC 3754,"[-37.595924, 145.0933413]",Mernda Primary School,0.1762,-37.5946,145.09224,Mernda Primary School,,
13628,7 Composites Lane Doreen VIC 3754,"[-37.6150969, 145.1220677]",Ashley Park Primary School,0.4641,-37.61564,145.12728,Ashley Park Primary School,,
13629,6 Cattlemen Way Mernda VIC 3754,"[-37.59739039999999, 145.0756948]",St Joseph's School,1.329,-37.82646,145.03432,St Joseph's School,,
13630,3 Brahman Walk Doreen VIC 3754,"[-37.5922288, 145.1276037]",Laurimar Primary School,0.7142,-37.58582,145.12687,Laurimar Primary School,,
13631,17 Watercolour Drive Mernda VIC 3754,"[-37.6039414, 145.0764953]",Mernda Central P-12 College,1.0499,-37.60485,145.08833,Mernda Central P-12 College,,
13632,32 Marlowe Grange Mernda VIC 3754,"[-37.6022295, 145.0825482]",Mernda Central P-12 College,0.5876,-37.60485,145.08833,Mernda Central P-12 College,,
13633,53 Fortress Road Doreen VIC 3754,"[-37.6071771, 145.1193278]",Hazel Glen College,1.0685,-37.59755,145.11937,Hazel Glen College,,
13634,32 Vantage Point Boulevard Doreen VIC 3754,"[-37.6055875, 145.1117853]",St Paul the Apostle Catholic Primary School,1.0076,-37.59693,145.11522,St Paul the Apostle Catholic Primary School,,
13635,122 Eminence Boulevard Doreen VIC 3754,"[-37.59723899999999, 145.119414]",Hazel Glen College,0.0347,-37.59755,145.11937,Hazel Glen College,,
13636,7 Powlett Street Mernda VIC 3754,"[-37.6113809, 145.094634]",Mernda Park Primary School,0.3576,-37.61403,145.09694,Mernda Park Primary School,,
13637,29 Senecio Drive Doreen VIC 3754,"[-37.5979752, 145.1288323]",Hazel Glen College,0.8369,-37.59755,145.11937,Hazel Glen College,,
13638,72 Wellington Street Mernda VIC 3754,"[-37.6030987, 145.0679227]",Mernda Central P-12 College,1.8125,-37.60485,145.08833,Mernda Central P-12 College,,
13639,94 Langdon Drive Mernda VIC 3754,"[-37.5961079, 145.0787823]",St Joseph's School,1.0444,-37.82646,145.03432,St Joseph's School,,
13640,22 Sunridge Drive Mernda VIC 3754,"[-37.6034806, 145.067535]",Mernda Central P-12 College,1.8425,-37.60485,145.08833,Mernda Central P-12 College,,
13641,47 Painted Hills Road Doreen VIC 3754,"[-37.585579, 145.1286292]",Laurimar Primary School,0.1577,-37.58582,145.12687,Laurimar Primary School,,
13642,68 Cravens Road Mernda VIC 3754,"[-37.6040768, 145.0808034]",Mernda Central P-12 College,0.6701,-37.60485,145.08833,Mernda Central P-12 College,,
13643,20 Ladas Way Doreen VIC 3754,"[-37.5882521, 145.130923]",Laurimar Primary School,0.4483,-37.58582,145.12687,Laurimar Primary School,,
13644,11 College Road Doreen VIC 3754,"[-37.6023132, 145.1172623]",Hazel Glen College,0.5605,-37.59755,145.11937,Hazel Glen College,,
13645,17 Subzero Drive Doreen VIC 3754,"[-37.6003933, 145.111452]",St Paul the Apostle Catholic Primary School,0.5084,-37.59693,145.11522,St Paul the Apostle Catholic Primary School,,
13646,10 Macqueen Street Mernda VIC 3754,"[-37.6021507, 145.0777015]",Mernda Central P-12 College,0.9852,-37.60485,145.08833,Mernda Central P-12 College,,
13647,11 Montville Street Doreen VIC 3754,"[-37.5846701, 145.1256209]",Laurimar Primary School,0.1687,-37.58582,145.12687,Laurimar Primary School,,
13648,7 Painted Hills Road (Lot 153) Doreen VIC 3754,"[-37.5850228, 145.1308917]",Laurimar Primary School,0.3661,-37.58582,145.12687,Laurimar Primary School,,
13649,60 Borrack Crescent Mernda VIC 3754,"[-37.5890913, 145.0891618]",Mernda Primary School,0.6691,-37.5946,145.09224,Mernda Primary School,,
13650,35 Perry St Mernda VIC 3754,"[-37.5903086, 145.1015716]",Mernda Primary School,0.9519,-37.5946,145.09224,Mernda Primary School,,
13651,16 Tallis Grove Doreen VIC 3754,"[-37.6106875, 145.1358374]",Plenty Valley Christian College,0.4033,-37.61346,145.13879,Plenty Valley Christian College,,
13652,52 Meander Road Doreen VIC 3754,"[-37.6104334, 145.1147775]",Ashley Park Primary School,1.246,-37.61564,145.12728,Ashley Park Primary School,,
13653,3 Scuffam Street Mernda VIC 3754,"[-37.606235, 145.0679114]",Mernda Central P-12 College,1.8095,-37.60485,145.08833,Mernda Central P-12 College,,
13654,30 Towerhill Avenue Doreen VIC 3754,"[-37.6043722, 145.1089408]",St Paul the Apostle Catholic Primary School,0.9949,-37.59693,145.11522,St Paul the Apostle Catholic Primary School,,
13655,7 Morinda Way Doreen VIC 3754,"[-37.5885772, 145.130147]",Laurimar Primary School,0.4212,-37.58582,145.12687,Laurimar Primary School,,
13656,43 Garden Road Doreen VIC 3754,"[-37.6084665, 145.131311]",Plenty Valley Christian College,0.8621,-37.61346,145.13879,Plenty Valley Christian College,,
13657,48 Woorawa Drive Doreen VIC 3754,"[-37.5780481, 145.1283797]",Laurimar Primary School,0.8728,-37.58582,145.12687,Laurimar Primary School,,
13658,40 Plume Drive Mernda VIC 3754,"[-37.599613, 145.092221]",St Joseph's School,0.4531,-37.82646,145.03432,St Joseph's School,,
13659,11 Laurimar Boulevard Doreen VIC 3754,"[-37.5850775, 145.1243277]",Laurimar Primary School,0.2392,-37.58582,145.12687,Laurimar Primary School,,
13660,43 Bagshot Circuit Mernda VIC 3754,"[-37.6058329, 145.0655913]",Mernda Central P-12 College,2.0108,-37.60485,145.08833,Mernda Central P-12 College,,
13661,57 Barak Parade Doreen VIC 3754,"[-37.6135591, 145.1344198]",Plenty Valley Christian College,0.386,-37.61346,145.13879,Plenty Valley Christian College,,
13662,3 Hayes Road Mernda VIC 3754,"[-37.5943552, 145.1036832]",Mernda Primary School,1.011,-37.5946,145.09224,Mernda Primary School,,
13663,8 Falkirk Drive Mernda VIC 3754,"[-37.5883006, 145.0914885]",Mernda Primary School,0.7023,-37.5946,145.09224,Mernda Primary School,,
13664,104/36 Rowell Drive Mernda VIC 3754,"[-37.5903936, 145.096336]",Mernda Primary School,0.5906,-37.5946,145.09224,Mernda Primary School,,
13665,12 Strider Street Mernda VIC 3754,"[-37.6076679, 145.0654111]",Mernda Central P-12 College,2.0478,-37.60485,145.08833,Mernda Central P-12 College,,
13666,3 Cantona Parkway Mernda VIC 3754,"[-37.5980323, 145.0807286]",St Joseph's School,0.9081,-37.82646,145.03432,St Joseph's School,,
13667,21 Haig Street Mernda VIC 3754,"[-37.5968051, 145.0874814]",St Joseph's School,0.2997,-37.82646,145.03432,St Joseph's School,,
13668,9 Athalie Rise Doreen VIC 3754,"[-37.599838, 145.1330568]",Hazel Glen College,1.2351,-37.59755,145.11937,Hazel Glen College,,
13669,7 Besra drive Doreen VIC 3754,"[-37.5829585, 145.1244571]",Laurimar Primary School,0.3825,-37.58582,145.12687,Laurimar Primary School,,
13670,4 Hillgrove Way Mernda VIC 3754,"[-37.6022857, 145.0681269]",Mernda Central P-12 College,1.8066,-37.60485,145.08833,Mernda Central P-12 College,,
13671,15 Beltons Way Doreen VIC 3754,"[-37.5887601, 145.1235088]",Laurimar Primary School,0.4412,-37.58582,145.12687,Laurimar Primary School,,
13672,6 Pittaway Street Mernda VIC 3754,"[-37.5895814, 145.0971332]",Mernda Primary School,0.705,-37.5946,145.09224,Mernda Primary School,,
13673,66 Waterwheel Grove Mernda VIC 3754,"[-37.5855247, 145.0797687]",St Joseph's School,1.4834,-37.82646,145.03432,St Joseph's School,,
13674,Doreen VIC 3754,"[-37.6025702, 145.1497524]",Doreen Primary School,0.7746,-37.60601,145.14554,Doreen Primary School,,
13675,6 Mcculloch Street Mernda VIC 3754,"[-37.590814, 145.083733]",St Joseph's School,0.8165,-37.82646,145.03432,St Joseph's School,,
13676,19 Balvicar Way Mernda VIC 3754,"[-37.6035643, 145.0647998]",Mernda Central P-12 College,2.0827,-37.60485,145.08833,Mernda Central P-12 College,,
13677,30 Eliot Avenue Doreen VIC 3754,"[-37.579656, 145.1298884]",Laurimar Primary School,0.7342,-37.58582,145.12687,Laurimar Primary School,,
13678,22 Scotchmer Crescent Mernda VIC 3754,"[-37.5997524, 145.0701627]",Mernda Central P-12 College,1.7011,-37.60485,145.08833,Mernda Central P-12 College,,
13679,80 Kerrabee Drive Mernda VIC 3754,"[-37.5914893, 145.0806311]",St Joseph's School,0.9988,-37.82646,145.03432,St Joseph's School,,
13680,18 Lawn Walk Mernda VIC 3754,"[-37.59046379999999, 145.095485]",Mernda Primary School,0.5412,-37.5946,145.09224,Mernda Primary School,,
13681,1/52 Waterway Boulevard Doreen VIC 3754,"[-37.5894856, 145.1259313]",Laurimar Primary School,0.4152,-37.58582,145.12687,Laurimar Primary School,,
13682,6 Scotchmer Crescent Mernda VIC 3754,"[-37.598968, 145.070335]",Mernda Central P-12 College,1.7179,-37.60485,145.08833,Mernda Central P-12 College,,
13683,3/515 Bridge Inn Road Mernda VIC 3754,"[-37.5998277, 145.0914454]",St Joseph's School,0.4598,-37.82646,145.03432,St Joseph's School,,
13684,12 Pittaway Street Mernda VIC 3754,"[-37.58919849999999, 145.0977365]",Mernda Primary School,0.7714,-37.5946,145.09224,Mernda Primary School,,
13685,16/52 Waterway Boulevard Doreen VIC 3754,"[-37.5894856, 145.1259313]",Laurimar Primary School,0.4152,-37.58582,145.12687,Laurimar Primary School,,
13686,25 Haig Street Mernda VIC 3754,"[-37.5968278, 145.0872229]",St Joseph's School,0.3217,-37.82646,145.03432,St Joseph's School,,
13687,3 Ophir Way Mernda VIC 3754,"[-37.5867993, 145.0833453]",Mernda Primary School,1.1691,-37.5946,145.09224,Mernda Primary School,,
13688,23/515 Bridge Inn Road Mernda VIC 3754,"[-37.5998277, 145.0914454]",St Joseph's School,0.4598,-37.82646,145.03432,St Joseph's School,,
13689,2070 Donnybrook Rd Yan Yean VIC 3755,"[-37.5580676, 145.1086823]",Laurimar Primary School,3.4741,-37.58582,145.12687,Laurimar Primary School,,
13690,18 Holly Drive Wallan VIC 3756,"[-37.4195678, 144.9661527]",Wallan Primary School,1.1953,-37.41146,144.97504,Wallan Primary School,,
13691,12 Seafarers Way Wallan VIC 3756,"[-37.4230887, 144.9998506]",Our Lady of the Way Catholic Primary School,0.1122,-37.4241,144.99984,Our Lady of the Way Catholic Primary School,,
13692,5 Springridge Boulevard Wallan VIC 3756,"[-37.3969802, 144.9761553]",Wallan Primary School,1.6101,-37.41146,144.97504,Wallan Primary School,,
13693,9 Ross Parade Wallan VIC 3756,"[-37.4254089, 144.9962065]",Our Lady of the Way Catholic Primary School,0.3529,-37.4241,144.99984,Our Lady of the Way Catholic Primary School,,
