,name,coordinates,nearestSchool,nearestSchool_distance,nearestStation,nearestStation_distance,School_Y,School_X,School_Name,STOP_ID,LATITUDE,LONGITUDE,STOP_NAME,real_school_distance,real_school_duration,real_station_distance,real_station_duration
10,Unit 2/50 Mason St Shepparton VIC 3630,"[-36.37081, 145.3977362]",Gowrie Street Primary School Shepparton,0.462,Mernda Railway Station (Mernda),139.2205,-36.3668,145.39635,Gowrie Street Primary School Shepparton,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),0.6,2.6,157.3,110.9
11,2/68 Mason Street Shepparton VIC 3630,"[-36.3710883, 145.3999206]",Gowrie Street Primary School Shepparton,0.5737,Mernda Railway Station (Mernda),139.2272,-36.3668,145.39635,Gowrie Street Primary School Shepparton,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),1.2,2.2,157.1,110.1
12,21 Lucknow Drive Beveridge VIC 3753,"[-37.4758401, 144.9408174]",Beveridge Primary School,3.2946,Craigieburn Railway Station (Craigieburn),13.9817,-37.47206,144.97776,Beveridge Primary School,40221,-37.6018,144.9433,Craigieburn Railway Station (Craigieburn),4.2,10.4,18.8,24.1
13,24 Newbridge Boulevard Wallan VIC 3756,"[-37.4208894, 145.001784]",Our Lady of the Way Catholic Primary School,0.3957,Craigieburn Railway Station (Craigieburn),20.7338,-37.4241,144.99984,Our Lady of the Way Catholic Primary School,40221,-37.6018,144.9433,Craigieburn Railway Station (Craigieburn),0.5,1.9,24.1,23.3
14,1/3-5 Feshti Street Shepparton VIC 3630,"[-36.3709521, 145.4161667]",Greater Shepparton Secondary College,0.1419,Mernda Railway Station (Mernda),139.5257,-36.37207,145.4154,Greater Shepparton Secondary College,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),0.2,0.5,159.1,110.9
15,10 Shalimar Pl Shepparton VIC 3630,"[-36.3548383, 145.368755]",Gowrie Street Primary School Shepparton,2.8099,Mernda Railway Station (Mernda),140.5006,-36.3668,145.39635,Gowrie Street Primary School Shepparton,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),3.7,5.8,161.3,115.8
16,278C Wyndham Street Shepparton VIC 3630,"[-36.3792535, 145.3994327]",Shepparton ACE Secondary College,0.2696,Mernda Railway Station (Mernda),138.3293,-36.37766,145.4017,Shepparton ACE Secondary College,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),0.5,0.8,156.1,108.0
17,2 Bellevue Court Shepparton VIC 3630,"[-36.3673227, 145.3948033]",Gowrie Street Primary School Shepparton,0.1504,Mernda Railway Station (Mernda),139.5514,-36.3668,145.39635,Gowrie Street Primary School Shepparton,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),0.4,1.5,158.2,111.9
18,1/5 Middleton Street Shepparton VIC 3630,"[-36.376566, 145.4100748]",Notre Dame College,0.3003,Mernda Railway Station (Mernda),138.8068,-36.37471,145.40764,Notre Dame College,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),0.4,1.0,158.5,110.2
19,10 Echidna Drive Beveridge VIC 3753,"[-37.4751845, 144.9604829]",Beveridge Primary School,1.5671,Craigieburn Railway Station (Craigieburn),14.1346,-37.47206,144.97776,Beveridge Primary School,40221,-37.6018,144.9433,Craigieburn Railway Station (Craigieburn),2.5,6.6,17.1,20.2
20,16 Windsor Avenue Shepparton VIC 3630,"[-36.3570511, 145.3725807]",Gowrie Street Primary School Shepparton,2.3919,Mernda Railway Station (Mernda),140.3169,-36.3668,145.39635,Gowrie Street Primary School Shepparton,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),3.2,5.4,160.8,115.4
21,18 Oak Street Shepparton VIC 3630,"[-36.3648622, 145.4181561]",Verney Road School,0.3847,Mernda Railway Station (Mernda),140.2236,-36.36744,145.41529,Verney Road School,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),0.8,1.8,159.9,112.6
22,151 Nixon Street Shepparton VIC 3630,"[-36.3779846, 145.4093865]",Notre Dame College,0.3957,Mernda Railway Station (Mernda),138.6404,-36.37471,145.40764,Notre Dame College,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),0.7,2.0,158.4,110.2
23,14 Orchard Circuit Shepparton VIC 3630,"[-36.359454, 145.4083602]",Bourchier Street Primary School Shepparton,0.8885,Mernda Railway Station (Mernda),140.6393,-36.36654,145.41297,Bourchier Street Primary School Shepparton,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),1.3,4.0,158.8,113.5
24,62 Ferguson Road Shepparton VIC 3630,"[-36.3567423, 145.3794544]",Gowrie Street Primary School Shepparton,1.8828,Mernda Railway Station (Mernda),140.4574,-36.3668,145.39635,Gowrie Street Primary School Shepparton,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),2.2,4.3,159.9,114.3
25,288 Mandalay Cct Beveridge VIC 3753,"[-37.4734185, 144.9390372]",Beveridge Primary School,3.4286,Craigieburn Railway Station (Craigieburn),14.2537,-37.47206,144.97776,Beveridge Primary School,40221,-37.6018,144.9433,Craigieburn Railway Station (Craigieburn),4.3,10.8,18.9,24.4
26,Unit 1/1 Marungi St Shepparton VIC 3630,"[-36.3739589, 145.398241]",Shepparton ACE Secondary College,0.5148,Mernda Railway Station (Mernda),138.8859,-36.37766,145.4017,Shepparton ACE Secondary College,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),0.7,1.3,156.9,109.3
27,21A Smith Street North Bendigo VIC 3550,"[-36.7446576, 144.2816255]",Kalianna Special School,0.8029,Sunbury Railway Station (Sunbury),100.7125,-36.73783,144.27865,Kalianna Special School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.1,2.5,117.7,87.7
28,32 Echidna Drive Beveridge VIC 3753,"[-37.4749792, 144.9600354]",Beveridge Primary School,1.601,Craigieburn Railway Station (Craigieburn),14.153,-37.47206,144.97776,Beveridge Primary School,40221,-37.6018,144.9433,Craigieburn Railway Station (Craigieburn),2.5,6.7,17.1,20.3
29,Unit 2/17 Numurkah Rd Shepparton VIC 3630,"[-36.3654399, 145.4027382]",Gowrie Street Primary School Shepparton,0.5928,Mernda Railway Station (Mernda),139.8906,-36.3668,145.39635,Gowrie Street Primary School Shepparton,52161,-37.6025,145.1009,Mernda Railway Station (Mernda),0.8,1.3,157.6,110.5
30,137 Wattle Street Bendigo VIC 3550,"[-36.7578299, 144.2717464]",Girton Grammar School,0.4659,Sunbury Railway Station (Sunbury),99.7214,-36.76197,144.27088,Girton Grammar School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,2.1,115.7,83.7
31,23 Spring Street Beveridge VIC 3753,"[-37.4754944, 144.974801]",Beveridge Primary School,0.4624,Craigieburn Railway Station (Craigieburn),14.2921,-37.47206,144.97776,Beveridge Primary School,40221,-37.6018,144.9433,Craigieburn Railway Station (Craigieburn),0.6,1.2,15.5,15.4
32,2/3 McKay Crescent Strathdale VIC 3550,"[-36.7635522, 144.3074496]",Kennington Primary School,0.5824,Sunbury Railway Station (Sunbury),97.8896,-36.7688,144.3075,Kennington Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.9,2.5,119.2,89.4
33,178 Crook Street Strathdale VIC 3550,"[-36.7572507, 144.3127966]",Kennington Primary School,1.3661,Sunbury Railway Station (Sunbury),98.3584,-36.7688,144.3075,Kennington Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.1,4.7,119.1,89.0
34,3 Adina Court Strathdale VIC 3550,"[-36.76808949999999, 144.316152]",Kennington Primary School,0.7765,Sunbury Railway Station (Sunbury),97.1307,-36.7688,144.3075,Kennington Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.6,2.9,119.4,89.0
35,23 Houlahan Street Kennington VIC 3550,"[-36.7732367, 144.2988787]",Bendigo South East 7-10 Secondary College,0.3058,Sunbury Railway Station (Sunbury),97.1913,-36.77579,144.29759,Bendigo South East 7-10 Secondary College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,2.0,117.3,86.7
36,10 Desmond Street Strathdale VIC 3550,"[-36.7659292, 144.3085164]",Kennington Primary School,0.3313,Sunbury Railway Station (Sunbury),97.6094,-36.7688,144.3075,Kennington Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,2.0,119.1,88.9
37,3/46 Mafeking Street South Kennington VIC 3550,"[-36.763412, 144.299689]",Kennington Primary School,0.9186,Sunbury Railway Station (Sunbury),98.1686,-36.7688,144.3075,Kennington Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.2,1.9,118.2,87.3
38,8 Mayer Ct Strathdale VIC 3550,"[-36.7641943, 144.3133942]",Kennington Primary School,0.7336,Sunbury Railway Station (Sunbury),97.6237,-36.7688,144.3075,Kennington Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.4,2.8,119.8,89.7
39,37 Casey Street East Bendigo VIC 3550,"[-36.7563551, 144.2964082]",DOXA School Bendigo,0.932,Sunbury Railway Station (Sunbury),99.0041,-36.75554,144.28602,DOXA School Bendigo,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.4,2.9,117.4,86.6
40,2 Hopper Street Bendigo VIC 3550,"[-36.7642882, 144.2873113]",DOXA School Bendigo,0.9776,Sunbury Railway Station (Sunbury),98.5097,-36.75554,144.28602,DOXA School Bendigo,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.5,2.8,116.8,84.7
41,2/26 Day Street East Bendigo VIC 3550,"[-36.7519939, 144.2999929]",DOXA School Bendigo,1.3083,Sunbury Railway Station (Sunbury),99.329,-36.75554,144.28602,DOXA School Bendigo,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.5,4.9,118.3,88.5
42,1A Carola Court Kennington VIC 3550,"[-36.7600779, 144.3018706]",Kennington Primary School,1.0906,Sunbury Railway Station (Sunbury),98.4356,-36.7688,144.3075,Kennington Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.6,3.1,118.1,88.2
43,8 Dale Street Kennington VIC 3550,"[-36.7617636, 144.3015865]",Kennington Primary School,0.9426,Sunbury Railway Station (Sunbury),98.2725,-36.7688,144.3075,Kennington Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.6,3.4,118.3,88.8
44,1/10 Farrington Street Kennington VIC 3550,"[-36.7586075, 144.2908869]",DOXA School Bendigo,0.552,Sunbury Railway Station (Sunbury),98.9644,-36.75554,144.28602,DOXA School Bendigo,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.9,2.5,117.0,86.2
45,3/35 Sternberg Street Kennington VIC 3550,"[-36.7606853, 144.292656]",DOXA School Bendigo,0.8229,Sunbury Railway Station (Sunbury),98.6905,-36.75554,144.28602,DOXA School Bendigo,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.2,2.6,117.6,86.1
46,6B Heyington Place Kennington VIC 3550,"[-36.7640944, 144.3045753]",Kennington Primary School,0.5838,Sunbury Railway Station (Sunbury),97.9315,-36.7688,144.3075,Kennington Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.1,3.3,118.8,89.9
47,107 Casey Street East Bendigo VIC 3550,"[-36.7571467, 144.2999462]",DOXA School Bendigo,1.2563,Sunbury Railway Station (Sunbury),98.8019,-36.75554,144.28602,DOXA School Bendigo,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.7,3.5,117.8,87.3
48,1/46 Lansell Street East Bendigo VIC 3550,"[-36.7557951, 144.2983089]",DOXA School Bendigo,1.0977,Sunbury Railway Station (Sunbury),98.9964,-36.75554,144.28602,DOXA School Bendigo,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.7,3.9,117.7,87.7
49,22 Murphy Street Bendigo VIC 3550,"[-36.7602224, 144.297532]",DOXA School Bendigo,1.1518,Sunbury Railway Station (Sunbury),98.5694,-36.75554,144.28602,DOXA School Bendigo,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.6,3.3,117.7,87.0
50,3505/100 Harbour Esplanade Docklands VIC 3008,"[-37.8185768, 144.9473735]",Hester Hornbrook Academy,0.8052,Southern Cross Railway Station (Melbourne City),0.3624,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),1.7,3.4,0.3,0.6
51,84 Sternberg Street Bendigo VIC 3550,"[-36.7664744, 144.2920131]",Bendigo South East 7-10 Secondary College,1.1474,Sunbury Railway Station (Sunbury),98.1215,-36.77579,144.29759,Bendigo South East 7-10 Secondary College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.5,3.1,116.9,85.3
52,41 Possum Drive Beveridge VIC 3753,"[-37.4822825, 144.9832134]",Beveridge Primary School,1.2328,Craigieburn Railway Station (Craigieburn),13.726,-37.47206,144.97776,Beveridge Primary School,40221,-37.6018,144.9433,Craigieburn Railway Station (Craigieburn),1.7,3.9,17.5,19.6
53,3/37 Day Street East Bendigo VIC 3550,"[-36.7507343, 144.3000362]",Weeroona College Bendigo,1.3228,Sunbury Railway Station (Sunbury),99.4568,-36.73893,144.29798,Weeroona College Bendigo,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.0,3.3,118.2,88.0
54,26 Newbridge Boulevard Wallan VIC 3756,"[-37.4208894, 145.001784]",Our Lady of the Way Catholic Primary School,0.3957,Craigieburn Railway Station (Craigieburn),20.7338,-37.4241,144.99984,Our Lady of the Way Catholic Primary School,40221,-37.6018,144.9433,Craigieburn Railway Station (Craigieburn),0.5,1.9,24.1,23.3
55,137 Lloyd Street Bendigo VIC 3550,"[-36.7542537, 144.3045468]",Kennington Primary School,1.6356,Sunbury Railway Station (Sunbury),98.9429,-36.7688,144.3075,Kennington Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.8,5.0,118.4,88.2
56,2/7 Holland Court Kennington VIC 3550,"[-36.7644869, 144.3058533]",Kennington Primary School,0.5007,Sunbury Railway Station (Sunbury),97.8478,-36.7688,144.3075,Kennington Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,1.8,118.8,88.4
57,East Bendigo VIC 3550,"[-36.756863, 144.2967069]",DOXA School Bendigo,0.9655,Sunbury Railway Station (Sunbury),98.9418,-36.75554,144.28602,DOXA School Bendigo,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.5,3.1,117.5,86.8
58,23A Ridgeway Crescent Kennington VIC 3550,"[-36.7713973, 144.2993847]",Bendigo South East 7-10 Secondary College,0.5131,Sunbury Railway Station (Sunbury),97.3618,-36.77579,144.29759,Bendigo South East 7-10 Secondary College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,2.3,117.7,86.6
59,1/32 Queens Park Road Newtown VIC 3220,"[-38.1495257, 144.3283356]",St Joseph's College Geelong,0.3179,Werribee Railway Station (Werribee),40.3047,-38.1502,144.33186,St Joseph's College Geelong,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.4,0.7,45.9,38.9
60,8 Laurel Bank Parade Newtown VIC 3220,"[-38.150918, 144.3508573]",Matthew Flinders Girls Secondary College,0.2535,Werribee Railway Station (Werribee),39.0053,-38.14959,144.35321,Matthew Flinders Girls Secondary College,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.4,0.9,46.7,40.1
61,21 Churchill Avenue Newtown VIC 3220,"[-38.145814, 144.3329454]",Newtown Primary School,0.373,Werribee Railway Station (Werribee),39.728,-38.14577,144.3372,Newtown Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.4,0.8,45.1,37.9
62,141 West Fyans Street Newtown VIC 3220,"[-38.1590498, 144.3386665]",St Robert's School,0.4804,Werribee Railway Station (Werribee),40.398,-38.15641,144.34301,St Robert's School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.8,1.7,46.8,40.2
63,1/184 Noble Street Newtown VIC 3220,"[-38.1525826, 144.3353512]",St Joseph's College Geelong,0.4045,Werribee Railway Station (Werribee),40.097,-38.1502,144.33186,St Joseph's College Geelong,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.7,1.3,45.8,38.8
64,16 Suffolk Street Curlewis VIC 3222,"[-38.1771127, 144.5490199]",Clifton Springs Primary School,1.3215,Werribee Railway Station (Werribee),32.3575,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.5,3.3,64.9,60.0
65,1/9 Gaddang Court Clifton Springs VIC 3222,"[-38.1505273, 144.581519]",Drysdale Primary School,2.2384,Werribee Railway Station (Werribee),28.7368,-38.16916,144.57175,Drysdale Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.8,4.8,70.1,65.9
66,66 Country Club Drive Clifton Springs VIC 3222,"[-38.1500738, 144.573925]",Drysdale Primary School,2.1271,Werribee Railway Station (Werribee),28.8576,-38.16916,144.57175,Drysdale Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.2,3.8,69.5,65.0
67,18 Suffolk Street Curlewis VIC 3222,"[-38.177097, 144.5488786]",Clifton Springs Primary School,1.3233,Werribee Railway Station (Werribee),32.3596,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.6,3.3,64.9,59.9
68,32 Suffolk Street Curlewis VIC 3222,"[-38.1769826, 144.5479446]",Clifton Springs Primary School,1.3367,Werribee Railway Station (Werribee),32.3726,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.6,3.7,64.8,59.6
69,5 Sea Haven Drive Clifton Springs VIC 3222,"[-38.1629648, 144.5690007]",Drysdale Primary School,0.7286,Werribee Railway Station (Werribee),30.3518,-38.16916,144.57175,Drysdale Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.4,3.1,68.3,63.4
70,60 Pierview Drive Curlewis VIC 3222,"[-38.1625593, 144.5454657]",Clifton Springs Primary School,0.7555,Werribee Railway Station (Werribee),30.9238,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.8,5.1,66.7,62.0
71,71 Creekside Drive Curlewis VIC 3222,"[-38.1688418, 144.5472705]",Clifton Springs Primary School,0.6239,Werribee Railway Station (Werribee),31.5326,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.6,2.5,65.7,59.6
72,49-53 Oceania Drive Curlewis VIC 3222,"[-38.1678232, 144.5482368]",Clifton Springs Primary School,0.4922,Werribee Railway Station (Werribee),31.3986,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.8,2.7,65.7,59.6
73,35 Meadow Drive Curlewis VIC 3222,"[-38.1754952, 144.5473059]",Clifton Springs Primary School,1.2055,Werribee Railway Station (Werribee),32.2329,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.6,2.7,65.0,59.3
74,18 Coorumby Ave Clifton Springs VIC 3222,"[-38.1517217, 144.5774364]",Drysdale Primary School,1.9988,Werribee Railway Station (Werribee),28.9542,-38.16916,144.57175,Drysdale Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.2,3.4,69.5,64.5
75,114 Kewarra Drive Clifton Springs VIC 3222,"[-38.164205, 144.5538445]",Clifton Springs Primary School,0.1729,Werribee Railway Station (Werribee),30.8641,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.2,0.2,67.0,60.5
76,99 Boonderabbi Drive Clifton Springs VIC 3222,"[-38.1603862, 144.5611944]",Clifton Springs Primary School,0.917,Werribee Railway Station (Werribee),30.2675,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.2,1.9,68.0,61.7
77,37 Hinterland Drive Curlewis VIC 3222,"[-38.1764275, 144.548316]",Clifton Springs Primary School,1.2677,Werribee Railway Station (Werribee),32.3039,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.5,2.9,65.0,59.4
78,13 Gumbowie Avenue Clifton Springs VIC 3222,"[-38.1525816, 144.5761517]",Drysdale Primary School,1.8802,Werribee Railway Station (Werribee),29.0753,-38.16916,144.57175,Drysdale Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.2,3.6,69.5,64.8
79,32 Gumbowie Avenue Clifton Springs VIC 3222,"[-38.1532213, 144.5774792]",Drysdale Primary School,1.8391,Werribee Railway Station (Werribee),29.1143,-38.16916,144.57175,Drysdale Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.5,4.0,69.8,65.2
80,32 Hinterland Drive Curlewis VIC 3222,"[-38.1764275, 144.548316]",Clifton Springs Primary School,1.2677,Werribee Railway Station (Werribee),32.3039,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.5,2.9,65.0,59.4
81,36 Kakadu Drive Curlewis VIC 3222,"[-38.1780106, 144.5438246]",St Thomas Primary School,1.5498,Werribee Railway Station (Werribee),32.5936,-38.18801,144.55617,St Thomas Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.6,4.5,64.4,58.1
82,8 Elanora Way Clifton Springs VIC 3222,"[-38.1577849, 144.5579972]",Clifton Springs Primary School,0.9723,Werribee Railway Station (Werribee),30.0746,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.4,2.0,68.2,62.2
83,4 Mirrabooka Drive Clifton Springs VIC 3222,"[-38.15814719999999, 144.5561135]",Clifton Springs Primary School,0.8737,Werribee Railway Station (Werribee),30.1631,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.1,1.7,67.8,61.9
84,32 Plough Drive Curlewis VIC 3222,"[-38.1779946, 144.5498633]",St Thomas Primary School,1.2415,Werribee Railway Station (Werribee),32.4284,-38.18801,144.55617,St Thomas Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.7,5.5,65.4,60.6
85,92 Kelpie Boulevard Curlewis VIC 3222,"[-38.177374, 144.5465464]",Clifton Springs Primary School,1.4228,Werribee Railway Station (Werribee),32.4518,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.8,3.5,64.7,59.3
86,31 Hinterland Drive Curlewis VIC 3222,"[-38.1764275, 144.548316]",Clifton Springs Primary School,1.2677,Werribee Railway Station (Werribee),32.3039,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.5,2.9,65.0,59.4
87,62 Pierview Drive Curlewis VIC 3222,"[-38.1625593, 144.5454657]",Clifton Springs Primary School,0.7555,Werribee Railway Station (Werribee),30.9238,-38.16566,144.55314,Clifton Springs Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.8,5.1,66.7,62.0
88,2/69 Langdon Street Portarlington VIC 3223,"[-38.1195651, 144.6549001]",Portarlington Primary School,0.4491,Werribee Railway Station (Werribee),24.4436,-38.11552,144.65498,Portarlington Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.7,1.2,77.1,70.9
89,3 Traum Street Portarlington VIC 3223,"[-38.1182152, 144.63741]",Portarlington Primary School,1.5695,Werribee Railway Station (Werribee),24.3767,-38.11552,144.65498,Portarlington Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.8,3.3,75.7,69.2
90,4 Ventura Street Portarlington VIC 3223,"[-38.1199294, 144.6347852]",Portarlington Primary School,1.8373,Werribee Railway Station (Werribee),24.5869,-38.11552,144.65498,Portarlington Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.0,3.6,75.5,69.2
91,6 Flinders Road St Leonards VIC 3223,"[-38.1749562, 144.7018877]",St Leonards Primary School,1.1789,Werribee Railway Station (Werribee),30.7948,-38.17184,144.71475,St Leonards Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.3,1.9,79.9,72.7
92,36 Bayside Avenue St Leonards VIC 3223,"[-38.18211489999999, 144.7124816]",St Leonards Primary School,1.1577,Werribee Railway Station (Werribee),31.703,-38.17184,144.71475,St Leonards Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.9,2.9,81.1,74.7
