,Unnamed: 0,name,property_type,years,coordinates,postcode,sa2_coor,closest_sa2,bed,bath,car,Income,Population,week_rent,real_school_distance,real_school_duration,real_station_distance,real_station_duration
9041,9041,9/10-12 Fishburn Grove Harkness VIC 3337,Apartment / Unit / Flat,2022,"[-37.6689809, 144.5544583]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,2.0,1.0,60205.80952380924,22123.16801313928,320.0,,,24.0,22.5
9042,9042,1 Sherwood Place Melton West VIC 3337,House,2022,"[-37.687534, 144.5545295]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,2.0,3.0,60205.80952380924,22123.16801313928,390.0,,,23.1,21.8
9043,9043,64 Fairhaven Boulevard Melton West VIC 3337,House,2022,"[-37.6865773, 144.5521749]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,4.0,2.0,1.0,60205.80952380924,22123.16801313928,330.0,,,23.7,22.4
9044,9044,113 West Melton Drive Melton West VIC 3337,House,2022,"[-37.6750366, 144.5543797]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,2.0,1.0,60205.80952380924,22123.16801313928,380.0,,,24.4,22.4
9045,9045,1/130 Coburns Road Melton VIC 3337,Apartment / Unit / Flat,2022,"[-37.6868899, 144.5680989]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,1.0,,60205.80952380924,22123.16801313928,295.0,,,21.5,19.1
9046,9046,9 Westmill Vista Melton VIC 3337,House,2022,"[-37.686641, 144.5554285]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,2.0,1.0,1.0,60205.80952380924,22123.16801313928,300.0,,,23.1,21.7
9047,9047,506 High Street Melton VIC 3337,House,2022,"[-37.6835794, 144.5692684]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,1.0,1.0,60205.80952380924,22123.16801313928,340.0,,,20.4,20.3
9048,9048,51 Fairhaven Boulevard Melton West VIC 3337,House,2022,"[-37.68775540000001, 144.5519716]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,2.0,2.0,60205.80952380924,22123.16801313928,340.0,,,23.4,22.3
9049,9049,37 Oakpark Drive Harkness VIC 3337,House,2022,"[-37.6655345, 144.5439346]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,4.0,2.0,2.0,60205.80952380924,22123.16801313928,420.0,,,24.6,23.8
9050,9050,10 Amelia Place Harkness VIC 3337,House,2022,"[-37.6667281, 144.5359732]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,4.0,2.0,2.0,60205.80952380924,22123.16801313928,455.0,,,25.4,25.9
9051,9051,503 High St Melton VIC 3337,House,2022,"[-37.68475, 144.5699428]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,1.0,2.0,60205.80952380924,22123.16801313928,350.0,,,20.4,20.1
9052,9052,4 Findon Way Melton West VIC 3337,House,2022,"[-37.674698, 144.564771]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,2.0,4.0,60205.80952380924,22123.16801313928,380.0,,,23.8,22.5
9053,9053,1/18 Haywood Grove Melton West VIC 3337,Apartment / Unit / Flat,2022,"[-37.6843578, 144.5413321]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,2.0,1.0,60205.80952380924,22123.16801313928,340.0,,,24.2,23.3
9054,9054,20 Shandeau Boardwalk Melton West VIC 3337,House,2022,"[-37.6873793, 144.5559851]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,2.0,1.0,60205.80952380924,22123.16801313928,360.0,,,23.2,22.0
9055,9055,1 Crepe Myrtle Close Harkness VIC 3337,House,2022,"[-37.6679642, 144.536123]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,4.0,2.0,2.0,60205.80952380924,22123.16801313928,420.0,,,25.4,25.8
9056,9056,5 Kingsley Place Melton West VIC 3337,House,2022,"[-37.6745718, 144.5577403]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,2.0,2.0,60205.80952380924,22123.16801313928,360.0,,,24.2,22.4
9057,9057,1/7 Carramar Drive Harkness VIC 3337,Apartment / Unit / Flat,2022,"[-37.6658086, 144.5556854]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,2.0,2.0,60205.80952380924,22123.16801313928,345.0,,,23.9,22.3
9058,9058,19 Torrance Drive Harkness VIC 3337,House,2022,"[-37.6539406, 144.5664317]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,2.0,1.0,60205.80952380924,22123.16801313928,350.0,,,21.1,18.7
9059,9059,29 Hilton Way Melton West VIC 3337,House,2022,"[-37.6818076, 144.5570554]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,1.0,4.0,60205.80952380924,22123.16801313928,370.0,,,23.3,22.2
9060,9060,56 Long Forest Avenue Melton West VIC 3337,House,2022,"[-37.6619943, 144.5380491]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,4.0,2.0,2.0,60205.80952380924,22123.16801313928,400.0,,,25.4,25.9
9061,9061,8 Esta Street Melton VIC 3337,House,2022,"[-37.6864072, 144.5696216]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,3.0,1.0,2.0,60205.80952380924,22123.16801313928,350.0,,,21.7,20.1
9062,9062,30 Hawthorn Avenue Harkness VIC 3337,House,2022,"[-37.6639489, 144.5458394]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,4.0,2.0,2.0,60205.80952380924,22123.16801313928,400.0,,,24.6,24.0
9063,9063,30 Hawthorn Avenue Harkness VIC 3337,House,2022,"[-37.6639489, 144.5458394]",3337,"[xcoord    144.585674
ycoord    -37.671406
Name: Melton, dtype: float64, xcoord    144.555845
ycoord    -37.672260
Name: Melton West, dtype: float64]",Melton West,4.0,2.0,2.0,60205.80952380924,22123.16801313928,385.0,,,24.6,24.0
9064,9064,8 Essence Boulevard Maddingley VIC 3340,House,2022,"[-37.6874366, 144.4162193]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,4.0,2.0,2.0,70179.5428571431,25550.705291192982,530.0,,,38.3,33.7
9065,9065,8 Valentina Drive Darley VIC 3340,House,2022,"[-37.6528919, 144.4200871]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,4.0,2.0,2.0,70179.5428571431,25550.705291192982,400.0,,,31.9,30.8
9066,9066,36 Graham Street Bacchus Marsh VIC 3340,House,2022,"[-37.6801936, 144.4371634]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,4.0,2.0,2.0,70179.5428571431,25550.705291192982,440.0,,,36.1,30.5
9067,9067,11a Wellington Street Bacchus Marsh VIC 3340,Apartment / Unit / Flat,2022,"[-37.6563038, 144.4468039]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,3.0,2.0,3.0,70179.5428571431,25550.705291192982,420.0,,,29.1,25.4
9068,9068,150 Hopetoun Park Road Hopetoun Park VIC 3340,Acreage / Semi-Rural,2022,"[-37.6925378, 144.5013193]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,5.0,3.0,3.0,70179.5428571431,25550.705291192982,0.0,,,27.9,23.1
9069,9069,34 McLachlan Street Bacchus Marsh VIC 3340,House,2022,"[-37.6752276, 144.425387]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,4.0,2.0,3.0,70179.5428571431,25550.705291192982,440.0,,,37.0,30.4
9070,9070,63 Grant Street Maddingley VIC 3340,House,2022,"[-37.6841787, 144.4333162]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,3.0,2.0,4.0,70179.5428571431,25550.705291192982,360.0,,,36.4,30.8
9071,9071,14 Beresford Crescent Darley VIC 3340,House,2022,"[-37.6618422, 144.4434905]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,3.0,1.0,1.0,70179.5428571431,25550.705291192982,380.0,,,34.4,27.1
9072,9072,5 Tudball Court Bacchus Marsh VIC 3340,House,2022,"[-37.6695104, 144.4351757]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,3.0,2.0,2.0,70179.5428571431,25550.705291192982,395.0,,,35.5,29.6
9073,9073,97 Halletts Way Bacchus Marsh VIC 3340,House,2022,"[-37.667224, 144.4225661]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,4.0,2.0,2.0,70179.5428571431,25550.705291192982,420.0,,,35.9,27.9
9074,9074,11 McLachlan Street Bacchus Marsh VIC 3340,House,2022,"[-37.6735277, 144.4247886]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,4.0,2.0,2.0,70179.5428571431,25550.705291192982,490.0,,,36.8,29.8
9075,9075,6 Griffith Street Maddingley VIC 3340,House,2022,"[-37.6857291, 144.4297469]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,3.0,1.0,2.0,70179.5428571431,25550.705291192982,360.0,,,37.0,31.7
9076,9076,128 Stonehill Drive Bacchus Marsh VIC 3340,House,2022,"[-37.6864957, 144.4098098]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,3.0,2.0,2.0,70179.5428571431,25550.705291192982,475.0,,,38.9,35.4
9077,9077,3 Forest Court Bacchus Marsh VIC 3340,House,2022,"[-37.6653909, 144.421583]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,3.0,2.0,3.0,70179.5428571431,25550.705291192982,380.0,,,36.9,30.1
9078,9078,60 Holts Lane Darley VIC 3340,House,2022,"[-37.6618994, 144.4338077]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,3.0,1.0,1.0,70179.5428571431,25550.705291192982,360.0,,,34.5,27.6
9079,9079,42 Burbidge Drive Bacchus Marsh VIC 3340,House,2022,"[-37.6655139, 144.4200444]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,4.0,2.0,1.0,70179.5428571431,25550.705291192982,430.0,,,36.8,29.9
9080,9080,70B Halletts Way Bacchus Marsh VIC 3340,House,2022,"[-37.6693404, 144.4234209]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,3.0,2.0,2.0,70179.5428571431,25550.705291192982,450.0,,,36.3,28.4
9081,9081,21 Graham Street Bacchus Marsh VIC 3340,House,2022,"[-37.6785284, 144.4369283]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,2.0,1.0,2.0,70179.5428571431,25550.705291192982,420.0,,,35.9,30.2
9082,9082,4/2 Gladman Road Maddingley VIC 3340,House,2022,"[-37.6876722, 144.4106915]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,3.0,2.0,2.0,70179.5428571431,25550.705291192982,440.0,,,38.8,34.8
9083,9083,40 Gisborne Road Bacchus Marsh VIC 3340,House,2022,"[-37.6713194, 144.4371421]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,3.0,1.0,4.0,70179.5428571431,25550.705291192982,395.0,,,35.0,28.2
9084,9084,13 Orton Crescent Bacchus Marsh VIC 3340,House,2022,"[-37.6873736, 144.4173518]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,3.0,2.0,1.0,70179.5428571431,25550.705291192982,420.0,,,38.3,33.9
9085,9085,13 Raglan Street Darley VIC 3340,House,2022,"[-37.6572394, 144.4444524]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,3.0,1.0,3.0,70179.5428571431,25550.705291192982,420.0,,,29.5,25.8
9086,9086,43 McLachlan Street Bacchus Marsh VIC 3340,House,2022,"[-37.6750194, 144.4259427]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,4.0,2.0,2.0,70179.5428571431,25550.705291192982,No Available,,,37.0,30.4
9087,9087,5 Lidgett Street Bacchus Marsh VIC 3340,House,2022,"[-37.6732494, 144.4314567]",3340,"[xcoord    144.278382
ycoord    -37.586574
Name: Bacchus Marsh Region, dtype: float64, xcoord    144.394744
ycoord    -38.014870
Name: Lara, dtype: float64, xcoord    144.436716
ycoord    -37.666657
Name: Bacchus Marsh, dtype: float64]",Bacchus Marsh,4.0,1.0,4.0,70179.5428571431,25550.705291192982,370.0,,,35.5,29.5
