,Unnamed: 0,name,property_type,years,coordinates,postcode,sa2_coor,closest_sa2,bed,bath,car,Income,Population,week_rent,real_school_distance,real_school_duration,real_station_distance,real_station_duration
9469,9469,1 Mahogany Dr Mildura VIC 3500,House,2022,"[-34.1963136, 142.138593]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,3.0,2.0,2.0,61530.43809523808,16420.142098721582,395.0,,,506.4,345.1
9470,9470,3/2 Eileen Street Mildura VIC 3500,Apartment / Unit / Flat,2022,"[-34.2056681, 142.1390613]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,2.0,1.0,1.0,61530.43809523808,16420.142098721582,270.0,,,505.1,343.6
9471,9471,4 Merinda Court Mildura VIC 3500,House,2022,"[-34.2029312, 142.1444373]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,3.0,2.0,2.0,61530.43809523808,16420.142098721582,495.0,,,505.9,344.8
9472,9472,17 Noyce Court Mildura VIC 3500,House,2022,"[-34.2021311, 142.1503651]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,3.0,1.0,2.0,61530.43809523808,16420.142098721582,390.0,,,505.8,344.3
9473,9473,1/425 Ontario Avenue Mildura VIC 3500,House,2022,"[-34.1962707, 142.1286878]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,3.0,2.0,2.0,61530.43809523808,16420.142098721582,450.0,,,506.4,345.3
9474,9474,13 Belle Gardens Drive Mildura VIC 3500,House,2022,"[-34.211836, 142.1471317]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,3.0,1.0,2.0,61530.43809523808,16420.142098721582,360.0,,,504.2,343.4
9475,9475,2 Kyamber Court Mildura VIC 3500,House,2022,"[-34.1986411, 142.1228862]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,4.0,2.0,2.0,61530.43809523808,16420.142098721582,430.0,,,506.7,346.1
9476,9476,25 Mahogany Drive Mildura VIC 3500,House,2022,"[-34.1948656, 142.1370595]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,2.0,1.0,2.0,61530.43809523808,16420.142098721582,325.0,,,506.7,346.1
9477,9477,39 Olympic Way Mildura VIC 3500,House,2022,"[-34.19406910000001, 142.1372252]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,4.0,2.0,2.0,61530.43809523808,16420.142098721582,420.0,,,507.5,347.6
9478,9478,10 Elizabeth Avenue Mildura VIC 3500,House,2022,"[-34.2104665, 142.1368522]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,4.0,2.0,3.0,61530.43809523808,16420.142098721582,440.0,,,505.1,343.2
9479,9479,403 San Mateo Avenue Mildura VIC 3500,House,2022,"[-34.2081327, 142.1442508]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,3.0,1.0,1.0,61530.43809523808,16420.142098721582,380.0,,,504.6,342.7
9480,9480,6/382 Deakin Avenue Mildura VIC 3500,Apartment / Unit / Flat,2022,"[-34.2054174, 142.1393255]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,2.0,1.0,1.0,61530.43809523808,16420.142098721582,270.0,,,505.2,343.8
9481,9481,3/425 Ontario Avenue Mildura VIC 3500,House,2022,"[-34.1962707, 142.1286878]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,3.0,2.0,2.0,61530.43809523808,16420.142098721582,450.0,,,506.4,345.3
9482,9482,2/425 Ontario Avenue Mildura VIC 3500,House,2022,"[-34.1962707, 142.1286878]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - South,3.0,2.0,2.0,61530.43809523808,16420.142098721582,450.0,,,506.4,345.3
9483,9483,42 Brian Cres Mildura VIC 3500,House,2022,"[-34.2031876, 142.15762]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,2.0,57589.52380952379,18883.442888849444,310.0,,,505.4,344.1
9484,9484,7 Thames Place Mildura VIC 3500,House,2022,"[-34.1692646, 142.1452664]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,2.0,2.0,57589.52380952379,18883.442888849444,380.0,,,511.1,351.6
9485,9485,11/86-88 Seventh Street Mildura VIC 3500,Apartment / Unit / Flat,2022,"[-34.186878, 142.1691417]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,1.0,57589.52380952379,18883.442888849444,295.0,,,508.0,346.5
9486,9486,170 Ninth Street Mildura VIC 3500,House,2022,"[-34.1827909, 142.1568323]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,1.0,57589.52380952379,18883.442888849444,450.0,,,509.0,348.8
9487,9487,4/129 Orange Ave Mildura VIC 3500,House,2022,"[-34.1897141, 142.1604813]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,1.0,57589.52380952379,18883.442888849444,270.0,,,507.5,346.2
9488,9488,1/238 Deakin Avenue Mildura VIC 3500,Apartment / Unit / Flat,2022,"[-34.194385, 142.1523757]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,,57589.52380952379,18883.442888849444,260.0,,,506.8,345.3
9489,9489,2 Toorak Avenue Mildura VIC 3500,House,2022,"[-34.1827225, 142.1516916]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,1.0,57589.52380952379,18883.442888849444,300.0,,,508.6,347.8
9490,9490,2/4 Eulinga Drive Mildura VIC 3500,Apartment / Unit / Flat,2022,"[-34.1957438, 142.1432878]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,1.0,57589.52380952379,18883.442888849444,250.0,,,507.1,346.4
9491,9491,54 Avocado Street Mildura VIC 3500,House,2022,"[-34.1996957, 142.1583663]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,2.0,2.0,57589.52380952379,18883.442888849444,400.0,,,505.9,345.2
9492,9492,3/76 Riverside Avenue Mildura VIC 3500,Apartment / Unit / Flat,2022,"[-34.1736026, 142.147338]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,1.0,57589.52380952379,18883.442888849444,250.0,,,510.1,350.0
9493,9493,887 Fourteenth Street Mildura VIC 3500,House,2022,"[-34.1953095, 142.143028]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,1.0,57589.52380952379,18883.442888849444,330.0,,,507.0,346.1
9494,9494,4/14 Trevatt Ct Mildura VIC 3500,House,2022,"[-34.1938586, 142.1599418]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,1.0,1.0,1.0,57589.52380952379,18883.442888849444,185.0,,,507.4,346.6
9495,9495,1/124 Thirteenth Street Mildura VIC 3500,Apartment / Unit / Flat,2022,"[-34.1928737, 142.1548423]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,1.0,57589.52380952379,18883.442888849444,250.0,,,507.2,345.9
9496,9496,2/302 Ninth Street Mildura VIC 3500,Apartment / Unit / Flat,2022,"[-34.1743853, 142.1468433]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,1.0,57589.52380952379,18883.442888849444,300.0,,,510.0,349.7
9497,9497,195 Deakin Avenue Mildura VIC 3500,House,2022,"[-34.19105820000001, 142.1547368]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,4.0,1.0,,57589.52380952379,18883.442888849444,350.0,,,507.4,345.6
9498,9498,9 Wilga Avenue Mildura VIC 3500,House,2022,"[-34.1782491, 142.1496189]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,1.0,57589.52380952379,18883.442888849444,300.0,,,509.6,349.5
9499,9499,18 Petrucci Way Mildura VIC 3500,House,2022,"[-34.1730714, 142.1409555]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,4.0,2.0,2.0,57589.52380952379,18883.442888849444,450.0,,,510.6,350.8
9500,9500,1 Wingillie Street Mildura VIC 3500,Townhouse,2022,"[-34.1843216, 142.1514874]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,1.0,57589.52380952379,18883.442888849444,400.0,,,508.3,347.1
9501,9501,10/250 Eighth Street Mildura VIC 3500,Apartment / Unit / Flat,2022,"[-34.1749257, 142.1512978]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,1.0,1.0,1.0,57589.52380952379,18883.442888849444,240.0,,,509.8,349.5
9502,9502,2 Shakira Court Mildura VIC 3500,House,2022,"[-34.1722957, 142.1404582]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,2.0,2.0,57589.52380952379,18883.442888849444,380.0,,,510.5,350.3
9503,9503,112 Burrows Street Mildura VIC 3500,House,2022,"[-34.1991478, 142.1521062]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,2.0,57589.52380952379,18883.442888849444,280.0,,,506.0,345.0
9504,9504,2/147 Orange Avenue Mildura VIC 3500,Townhouse,2022,"[-34.1904786, 142.1599844]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,2.0,1.0,57589.52380952379,18883.442888849444,700.0,,,507.6,346.5
9505,9505,4/147 Risby Lane Mildura VIC 3500,Townhouse,2022,"[-34.1879209, 142.1625108]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,2.0,1.0,57589.52380952379,18883.442888849444,550.0,,,508.2,346.7
9506,9506,4/60 Hunter Street Mildura VIC 3500,Apartment / Unit / Flat,2022,"[-34.194889, 142.152694]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,1.0,57589.52380952379,18883.442888849444,320.0,,,506.9,345.7
9507,9507,42A Hornsey Park Mildura VIC 3500,House,2022,"[-34.2020501, 142.1662769]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,2.0,57589.52380952379,18883.442888849444,290.0,,,506.2,345.2
9508,9508,160 Orange Avenue Mildura VIC 3500,House,2022,"[-34.1912069, 142.1600247]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,2.0,57589.52380952379,18883.442888849444,340.0,,,507.2,345.6
9509,9509,15 Kelvin Avenue Mildura VIC 3500,House,2022,"[-34.1969582, 142.1562519]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,2.0,57589.52380952379,18883.442888849444,380.0,,,506.3,345.8
9510,9510,32 Hector Street Mildura VIC 3500,House,2022,"[-34.2009118, 142.1678197]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,2.0,57589.52380952379,18883.442888849444,360.0,,,505.9,344.9
9511,9511,16 Sargent Avenue Mildura VIC 3500,House,2022,"[-34.1986081, 142.1624709]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,1.0,57589.52380952379,18883.442888849444,320.0,,,506.1,344.9
9512,9512,4/276 Tenth St Mildura VIC 3500,House,2022,"[-34.1776856, 142.1470761]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,1.0,57589.52380952379,18883.442888849444,260.0,,,509.4,348.5
9513,9513,4/300 Deakin Avenue Mildura VIC 3500,Apartment / Unit / Flat,2022,"[-34.198691, 142.1471721]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,1.0,57589.52380952379,18883.442888849444,550.0,,,506.1,344.4
9514,9514,173 Olive Grove Mildura VIC 3500,House,2022,"[-34.1864066, 142.1524271]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,4.0,2.0,2.0,57589.52380952379,18883.442888849444,No Available,,,508.2,347.1
9515,9515,27 Ruby Avenue Mildura VIC 3500,House,2022,"[-34.1887791, 142.1693954]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,2.0,1.0,57589.52380952379,18883.442888849444,320.0,,,507.8,346.1
9516,9516,79 Magnolia Avenue Mildura VIC 3500,House,2022,"[-34.1895319, 142.165083]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,2.0,57589.52380952379,18883.442888849444,400.0,,,507.5,346.7
9517,9517,1 Eastside Drive Mildura VIC 3500,House,2022,"[-34.1963044, 142.1849003]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,4.0,2.0,2.0,57589.52380952379,18883.442888849444,400.0,,,507.3,347.5
9518,9518,123 San Mateo Avenue Mildura VIC 3500,House,2022,"[-34.1918467, 142.1640854]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,1.0,57589.52380952379,18883.442888849444,300.0,,,507.2,346.0
9519,9519,105 Twelfth St Mildura VIC 3500,House,2022,"[-34.1934307, 142.1580346]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,2.0,57589.52380952379,18883.442888849444,365.0,,,507.5,346.3
9520,9520,17B Lisa Court Mildura VIC 3500,House,2022,"[-34.2044691, 142.1618904]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,1.0,57589.52380952379,18883.442888849444,310.0,,,505.5,344.0
9521,9521,13 Eastside Drive Mildura VIC 3500,House,2022,"[-34.1963934, 142.1837856]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,4.0,2.0,2.0,57589.52380952379,18883.442888849444,400.0,,,507.3,347.7
9522,9522,164 Walnut Avenue Mildura VIC 3500,House,2022,"[-34.1853465, 142.1527695]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,1.0,57589.52380952379,18883.442888849444,340.0,,,508.1,346.8
9523,9523,8 Isaiah Way Mildura VIC 3500,House,2022,"[-34.1968035, 142.183993]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,2.0,2.0,57589.52380952379,18883.442888849444,400.0,,,507.4,348.2
9524,9524,1/245 Ninth Street Mildura VIC 3500,House,2022,"[-34.1770039, 142.1489556]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,2.0,1.0,1.0,57589.52380952379,18883.442888849444,250.0,,,509.6,349.5
9525,9525,20 Mary Avenue Mildura VIC 3500,House,2022,"[-34.2001728, 142.1506138]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,2.0,57589.52380952379,18883.442888849444,350.0,,,505.9,344.3
9526,9526,1A Vine Street Mildura VIC 3500,House,2022,"[-34.179717, 142.1540961]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,1.0,57589.52380952379,18883.442888849444,320.0,,,509.1,348.5
9527,9527,138 Lemon Avenue Mildura VIC 3500,House,2022,"[-34.1912919, 142.1618075]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,,57589.52380952379,18883.442888849444,400.0,,,507.3,346.1
9528,9528,44 McKendrick Avenue Mildura VIC 3500,House,2022,"[-34.1947314, 142.1445202]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,3.0,1.0,1.0,57589.52380952379,18883.442888849444,330.0,,,506.7,346.1
9529,9529,38 Chaffey Avenue Mildura VIC 3500,House,2022,"[-34.1796652, 142.157489]",3500,"[xcoord    142.132315
ycoord    -34.207447
Name: Mildura - South, dtype: float64, xcoord    142.156382
ycoord    -34.186893
Name: Mildura - North, dtype: float64]",Mildura - North,7.0,2.0,2.0,57589.52380952379,18883.442888849444,680.0,,,509.1,348.4
9530,9530,56 Southey Street Inglewood VIC 3517,House,2022,"[-36.5676238, 143.8698952]",3517,"[xcoord    143.798590
ycoord    -36.391372
Name: Loddon, dtype: float64]",Loddon,4.0,2.0,2.0,46914.085714285735,7080.450410600141,425.0,,,150.6,105.2
9531,9531,64 Godfrey Street Boort VIC 3537,House,2022,"[-36.1165604, 143.7219919]",3537,"[xcoord    143.798590
ycoord    -36.391372
Name: Loddon, dtype: float64]",Loddon,2.0,1.0,1.0,46914.085714285735,7080.450410600141,450.0,,,222.3,153.1
9532,9532,39 Holloway Street Boort VIC 3537,House,2022,"[-36.1117757, 143.7290985]",3537,"[xcoord    143.798590
ycoord    -36.391372
Name: Loddon, dtype: float64]",Loddon,2.0,1.0,2.0,46914.085714285735,7080.450410600141,280.0,,,222.2,153.0
9533,9533,3/9 Kiniry street Boort VIC 3537,Apartment / Unit / Flat,2022,"[-36.1148073, 143.7270437]",3537,"[xcoord    143.798590
ycoord    -36.391372
Name: Loddon, dtype: float64]",Loddon,1.0,1.0,1.0,46914.085714285735,7080.450410600141,175.0,,,222.1,153.1
9534,9534,7 Gladfield Road Pyramid Hill VIC 3575,House,2022,"[-36.05514610000001, 144.1103897]",3575,"[xcoord    143.798590
ycoord    -36.391372
Name: Loddon, dtype: float64]",Loddon,3.0,1.0,1.0,46914.085714285735,7080.450410600141,250.0,,,205.0,139.7
9535,9535,5 Baynton Street Heathcote VIC 3523,House,2022,"[-36.9128674, 144.6960241]",3523,"[xcoord    144.985006
ycoord    -37.083625
Name: Seymour Region, dtype: float64, xcoord    144.678786
ycoord    -36.888041
Name: Heathcote, dtype: float64, xcoord    145.163186
ycoord    -36.818786
Name: Nagambie, dtype: float64]",Heathcote,3.0,2.0,2.0,57032.419047619216,4892.482182173291,450.0,,,97.7,77.9
9536,9536,127-129 Kilmore Road Heathcote VIC 3523,House,2022,"[-36.9380279, 144.7188729]",3523,"[xcoord    144.985006
ycoord    -37.083625
Name: Seymour Region, dtype: float64, xcoord    144.678786
ycoord    -36.888041
Name: Heathcote, dtype: float64, xcoord    145.163186
ycoord    -36.818786
Name: Nagambie, dtype: float64]",Heathcote,4.0,1.0,3.0,57032.419047619216,4892.482182173291,470.0,,,100.6,81.1
9537,9537,28 Knowsley-Eppalock Road Knowsley VIC 3523,Apartment / Unit / Flat,2022,"[-36.8276318, 144.5866973]",3523,"[xcoord    144.985006
ycoord    -37.083625
Name: Seymour Region, dtype: float64, xcoord    144.678786
ycoord    -36.888041
Name: Heathcote, dtype: float64, xcoord    145.163186
ycoord    -36.818786
Name: Nagambie, dtype: float64]",Heathcote,3.0,1.0,3.0,57032.419047619216,4892.482182173291,360.0,,,112.3,88.0
9538,9538,6 Blay Street Epsom VIC 3551,House,2022,"[-36.6899557, 144.3233613]",3551,"[xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    143.71845
ycoord    -36.99129
Name: Maryborough Region, dtype: float64, xcoord    144.212155
ycoord    -36.749763
Name: Maiden Gully, dtype: float64, xcoord    144.348004
ycoord    -36.791603
Name: Strathfieldsaye, dtype: float64, xcoord    143.798590
ycoord    -36.391372
Name: Loddon, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.376510
ycoord    -36.609767
Name: Bendigo Region - North, dtype: float64, xcoord    144.940890
ycoord    -36.554068
Name: Rushworth, dtype: float64, xcoord    144.678786
ycoord    -36.888041
Name: Heathcote, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",Heathcote,4.0,2.0,3.0,57032.419047619216,4892.482182173291,450.0,,,124.8,96.5
9539,9539,16 Perry Lane Ascot VIC 3551,House,2022,"[-36.7173677, 144.3163394]",3551,"[xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    143.71845
ycoord    -36.99129
Name: Maryborough Region, dtype: float64, xcoord    144.212155
ycoord    -36.749763
Name: Maiden Gully, dtype: float64, xcoord    144.348004
ycoord    -36.791603
Name: Strathfieldsaye, dtype: float64, xcoord    143.798590
ycoord    -36.391372
Name: Loddon, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.376510
ycoord    -36.609767
Name: Bendigo Region - North, dtype: float64, xcoord    144.940890
ycoord    -36.554068
Name: Rushworth, dtype: float64, xcoord    144.678786
ycoord    -36.888041
Name: Heathcote, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",Heathcote,5.0,2.0,2.0,57032.419047619216,4892.482182173291,550.0,,,121.5,92.0
