,name,coordinates,real_station_distance,real_station_duration,nearestSchool,nearestSchool_distance,School_Y,School_X,School_Name,real_school_distance,real_school_duration
493,32 Hector Street Mildura VIC 3500,"[-34.2009118, 142.1678197]",505.9,344.9,Mildura Primary School,0.998,-34.19429,142.16049,Mildura Primary School,1.6,2.9
494,16 Sargent Avenue Mildura VIC 3500,"[-34.1986081, 142.1624709]",506.1,344.9,Mildura Primary School,0.5126,-34.19429,142.16049,Mildura Primary School,0.8,2.2
495,4/276 Tenth St Mildura VIC 3500,"[-34.1776856, 142.1470761]",509.4,348.5,Mildura West Primary School,0.5398,-34.17973,142.15239,Mildura West Primary School,0.8,1.2
496,4/300 Deakin Avenue Mildura VIC 3500,"[-34.198691, 142.1471721]",506.1,344.4,Mildura Senior College,0.1813,-34.198,142.14539,Mildura Senior College,0.2,0.6
497,173 Olive Grove Mildura VIC 3500,"[-34.1864066, 142.1524271]",508.2,347.1,St Joseph's College Mildura,0.2737,-34.18872,142.15346,St Joseph's College Mildura,0.4,1.4
498,27 Ruby Avenue Mildura VIC 3500,"[-34.1887791, 142.1693954]",507.8,346.1,Mildura Primary School,1.0235,-34.19429,142.16049,Mildura Primary School,1.3,2.9
499,79 Magnolia Avenue Mildura VIC 3500,"[-34.1895319, 142.165083]",507.5,346.7,Mildura Primary School,0.6766,-34.19429,142.16049,Mildura Primary School,1.0,2.4
500,1 Eastside Drive Mildura VIC 3500,"[-34.1963044, 142.1849003]",507.3,347.5,Mildura Primary School,2.261,-34.19429,142.16049,Mildura Primary School,3.3,6.0
501,123 San Mateo Avenue Mildura VIC 3500,"[-34.1918467, 142.1640854]",507.2,346.0,Mildura Primary School,0.4281,-34.19429,142.16049,Mildura Primary School,0.6,1.7
502,105 Twelfth St Mildura VIC 3500,"[-34.1934307, 142.1580346]",507.5,346.3,Mildura Primary School,0.2456,-34.19429,142.16049,Mildura Primary School,0.2,0.9
503,17B Lisa Court Mildura VIC 3500,"[-34.2044691, 142.1618904]",505.5,344.0,St Paul's Primary School,0.5403,-34.2046,142.15603,St Paul's Primary School,0.8,1.7
504,13 Eastside Drive Mildura VIC 3500,"[-34.1963934, 142.1837856]",507.3,347.7,Mildura Primary School,2.1599,-34.19429,142.16049,Mildura Primary School,3.4,6.4
505,164 Walnut Avenue Mildura VIC 3500,"[-34.1853465, 142.1527695]",508.1,346.8,St Joseph's College Mildura,0.3796,-34.18872,142.15346,St Joseph's College Mildura,0.8,1.6
506,8 Isaiah Way Mildura VIC 3500,"[-34.1968035, 142.183993]",507.4,348.2,Mildura Primary School,2.1842,-34.19429,142.16049,Mildura Primary School,3.4,6.6
507,1/245 Ninth Street Mildura VIC 3500,"[-34.1770039, 142.1489556]",509.6,349.5,Mildura West Primary School,0.4378,-34.17973,142.15239,Mildura West Primary School,0.6,1.6
508,20 Mary Avenue Mildura VIC 3500,"[-34.2001728, 142.1506138]",505.9,344.3,Mildura Senior College,0.5384,-34.198,142.14539,Mildura Senior College,0.6,1.2
509,1A Vine Street Mildura VIC 3500,"[-34.179717, 142.1540961]",509.1,348.5,Mildura West Primary School,0.1573,-34.17973,142.15239,Mildura West Primary School,1.0,2.4
510,138 Lemon Avenue Mildura VIC 3500,"[-34.1912919, 142.1618075]",507.3,346.1,Mildura Primary School,0.354,-34.19429,142.16049,Mildura Primary School,0.7,1.8
511,44 McKendrick Avenue Mildura VIC 3500,"[-34.1947314, 142.1445202]",506.7,346.1,Chaffey Secondary College,0.3376,-34.19573,142.14798,Chaffey Secondary College,0.8,1.7
512,38 Chaffey Avenue Mildura VIC 3500,"[-34.1796652, 142.157489]",509.1,348.4,Mildura West Primary School,0.4701,-34.17973,142.15239,Mildura West Primary School,1.1,2.4
513,56 Southey Street Inglewood VIC 3517,"[-36.5676238, 143.8698952]",150.6,105.2,Inglewood Primary School,0.7027,-36.57394,143.87045,Inglewood Primary School,1.0,1.9
514,64 Godfrey Street Boort VIC 3537,"[-36.1165604, 143.7219919]",222.3,153.1,Boort District P-12 School,0.8332,-36.11022,143.72695,Boort District P-12 School,1.2,2.2
515,39 Holloway Street Boort VIC 3537,"[-36.1117757, 143.7290985]",222.2,153.0,Boort District P-12 School,0.2593,-36.11022,143.72695,Boort District P-12 School,0.3,1.1
516,3/9 Kiniry street Boort VIC 3537,"[-36.1148073, 143.7270437]",222.1,153.1,Boort District P-12 School,0.5091,-36.11022,143.72695,Boort District P-12 School,0.6,1.6
517,7 Gladfield Road Pyramid Hill VIC 3575,"[-36.05514610000001, 144.1103897]",205.0,139.7,Pyramid Hill College,0.9134,-36.04736,144.11368,Pyramid Hill College,1.3,1.7
518,5 Baynton Street Heathcote VIC 3523,"[-36.9128674, 144.6960241]",97.7,77.9,Holy Rosary School,0.7005,-37.79558,144.92878,Holy Rosary School,120.1,101.7
521,127-129 Kilmore Road Heathcote VIC 3523,"[-36.9380279, 144.7188729]",100.6,81.1,Heathcote Primary School,1.8888,-36.92401,144.70685,Heathcote Primary School,2.3,3.7
522,28 Knowsley-Eppalock Road Knowsley VIC 3523,"[-36.8276318, 144.5866973]",112.3,88.0,Axedale Primary School,8.8862,-36.78623,144.50146,Axedale Primary School,10.2,7.9
523,6 Blay Street Epsom VIC 3551,"[-36.6899557, 144.3233613]",124.8,96.5,Epsom Primary School,1.9275,-36.70505,144.31269,Epsom Primary School,2.6,4.0
524,16 Perry Lane Ascot VIC 3551,"[-36.7173677, 144.3163394]",121.5,92.0,Epsom Primary School,1.4053,-36.70505,144.31269,Epsom Primary School,2.1,3.7
525,12 Namatjira Boulevard Huntly VIC 3551,"[-36.6665526, 144.3313756]",127.1,98.6,Huntly Primary School,0.5209,-36.66254,144.3344,Huntly Primary School,1.0,1.9
526,23 Hyatt Road Huntly VIC 3551,"[-36.6608544, 144.3482121]",129.4,103.7,Huntly Primary School,1.249,-36.66254,144.3344,Huntly Primary School,1.9,4.7
527,7 Nirimba Ct Ascot VIC 3551,"[-36.7011023, 144.3243218]",123.6,96.4,Epsom Primary School,1.1279,-36.70505,144.31269,Epsom Primary School,1.5,3.9
528,75 Goynes Road Epsom VIC 3551,"[-36.7106787, 144.3081444]",123.8,97.0,Epsom Primary School,0.7451,-36.70505,144.31269,Epsom Primary School,1.0,3.2
529,7 Windmill Street Huntly VIC 3551,"[-36.6629799, 144.3487991]",129.3,103.7,Huntly Primary School,1.2883,-36.66254,144.3344,Huntly Primary School,1.9,4.8
530,652 Midland Highway Huntly VIC 3551,"[-36.663873, 144.3349381]",127.6,99.4,Huntly Primary School,0.1556,-36.66254,144.3344,Huntly Primary School,0.2,0.6
531,5 Tecoma Court Huntly VIC 3551,"[-36.6614382, 144.3391244]",128.1,100.9,Huntly Primary School,0.4397,-36.66254,144.3344,Huntly Primary School,0.7,2.0
532,8 Patterson Street Quambatook VIC 3540,"[-35.8519409, 143.5192343]",288.0,197.7,Nullawil Primary School,30.7232,-35.85273,143.17912,Nullawil Primary School,47.3,34.0
533,26 King Edward Street Cohuna VIC 3568,"[-35.8094118, 144.2202327]",243.3,179.2,Cohuna Consolidated School,0.7049,-35.80632,144.21342,Cohuna Consolidated School,1.3,2.8
534,9/18-20 Hoy Street North Bendigo VIC 3550,"[-36.7413541, 144.2746225]",118.9,87.1,Kalianna Special School,0.5314,-36.73783,144.27865,Kalianna Special School,0.8,2.4
535,2/29 Thunder Street North Bendigo VIC 3550,"[-36.7446244, 144.2874802]",117.6,87.2,Kalianna Special School,1.0911,-36.73783,144.27865,Kalianna Special School,1.6,3.0
536,2/135 Wills Street Bendigo VIC 3550,"[-36.7676788, 144.2749872]",115.0,83.4,Creek Street Christian College,0.3865,-36.76553,144.27158,Creek Street Christian College,0.5,1.5
537,20 Bayne Street North Bendigo VIC 3550,"[-36.74715, 144.2836923]",117.3,86.6,St Kilian's School,0.8258,-36.75458,144.28421,St Kilian's School,1.3,2.9
538,26 Hargreaves Street Bendigo VIC 3550,"[-36.751719, 144.2910741]",116.9,86.2,DOXA School Bendigo,0.6193,-36.75554,144.28602,DOXA School Bendigo,0.6,2.5
539,44 Derwent Drive Long Gully VIC 3550,"[-36.7497353, 144.2551105]",116.1,84.5,Bendigo Primary School,1.2131,-36.75702,144.26524,Bendigo Primary School,1.9,4.3
540,3/225 Barnard Street Bendigo VIC 3550,"[-36.7562211, 144.2725783]",115.6,83.2,Catherine McAuley College,0.3164,-36.75344,144.27336,Catherine McAuley College,0.7,1.2
541,2/17 Forest Lane Bendigo VIC 3550,"[-36.7532877, 144.2712772]",116.0,84.1,Catherine McAuley College,0.1868,-36.75344,144.27336,Catherine McAuley College,0.6,1.1
542,5/151 Don Street Bendigo VIC 3550,"[-36.7612535, 144.2691868]",115.5,82.9,Girton Grammar School,0.1708,-36.76197,144.27088,Girton Grammar School,1.4,1.9
543,29A St James Wood Drive North Bendigo VIC 3550,"[-36.7384771, 144.280535]",118.5,88.9,Kalianna Special School,0.183,-36.73783,144.27865,Kalianna Special School,1.0,2.6
544,374A Barnard Street Bendigo VIC 3550,"[-36.75999030000001, 144.2643815]",115.5,82.9,Bendigo Primary School,0.3384,-36.75702,144.26524,Bendigo Primary School,0.5,1.4
545,Long Gully VIC 3550,"[-36.7430631, 144.2582331]",117.8,85.0,Lightning Reef Primary School,1.1383,-36.73692,144.26844,Lightning Reef Primary School,1.4,2.1
546,108 Holdsworth Road North Bendigo VIC 3550,"[-36.7342033, 144.2705946]",119.3,86.9,Lightning Reef Primary School,0.3577,-36.73692,144.26844,Lightning Reef Primary School,0.6,1.2
547,22 Holmes Road North Bendigo VIC 3550,"[-36.7416616, 144.2728983]",118.8,86.6,Lightning Reef Primary School,0.6599,-36.73692,144.26844,Lightning Reef Primary School,0.7,0.9
548,3 Topaz Avenue White Hills VIC 3550,"[-36.73451319999999, 144.2958534]",119.2,90.8,Weeroona College Bendigo,0.5257,-36.73893,144.29798,Weeroona College Bendigo,1.5,4.5
549,32 Bannerman Street Bendigo VIC 3550,"[-36.7483189, 144.2691442]",117.8,85.4,Catherine McAuley College,0.6817,-36.75344,144.27336,Catherine McAuley College,0.9,1.8
550,28 Eaglehawk Road Ironbark VIC 3550,"[-36.75589480000001, 144.2670966]",115.7,83.2,Bendigo Primary School,0.2075,-36.75702,144.26524,Bendigo Primary School,1.0,2.2
551,3/94-98 Mitchell Street Bendigo VIC 3550,"[-36.7627075, 144.2814591]",115.6,84.0,Camp Hill Primary School,0.8344,-36.75571,144.27804,Camp Hill Primary School,1.6,3.9
552,18A Lobb St North Bendigo VIC 3550,"[-36.7422526, 144.2805292]",118.3,88.3,Kalianna Special School,0.5187,-36.73783,144.27865,Kalianna Special School,0.8,2.0
553,242A Don Street Bendigo VIC 3550,"[-36.7564295, 144.2671453]",115.4,82.7,Bendigo Primary School,0.1823,-36.75702,144.26524,Bendigo Primary School,0.7,1.7
554,2/19 Creek Street Bendigo VIC 3550,"[-36.7629937, 144.2752968]",115.1,83.5,Girton Grammar School,0.4104,-36.76197,144.27088,Girton Grammar School,0.8,2.4
555,29 Forbes Ct North Bendigo VIC 3550,"[-36.732906, 144.2870205]",121.4,90.5,Kalianna Special School,0.926,-36.73783,144.27865,Kalianna Special School,1.8,3.7
556,12 Thompson Street Long Gully VIC 3550,"[-36.7456393, 144.2679924]",118.2,85.7,Lightning Reef Primary School,0.9684,-36.73692,144.26844,Lightning Reef Primary School,1.2,2.2
557,6/18 Hoy Street Bendigo VIC 3550,"[-36.7415602, 144.2750296]",118.8,86.5,Kalianna Special School,0.5253,-36.73783,144.27865,Kalianna Special School,0.7,1.2
558,8/116 Holdsworth Road Bendigo VIC 3550,"[-36.7340428, 144.2730091]",119.6,87.7,Lightning Reef Primary School,0.5182,-36.73692,144.26844,Lightning Reef Primary School,0.8,2.0
559,12 Thunder Street North Bendigo VIC 3550,"[-36.7452263, 144.2874045]",117.6,87.0,St Kilian's School,1.0765,-36.75458,144.28421,St Kilian's School,1.6,3.3
560,3/113 Bridge Street Bendigo VIC 3550,"[-36.7487145, 144.2866715]",116.9,85.7,St Kilian's School,0.687,-36.75458,144.28421,St Kilian's School,1.0,1.9
561,3/16 Dooley Street North Bendigo VIC 3550,"[-36.7438727, 144.2859588]",117.7,87.4,Kalianna Special School,0.9358,-36.73783,144.27865,Kalianna Special School,1.6,3.0
562,10 Flood Street Bendigo VIC 3550,"[-36.7483376, 144.2787005]",117.2,87.0,Catherine McAuley College,0.7403,-36.75344,144.27336,Catherine McAuley College,1.2,3.4
563,28 Norfolk Street North Bendigo VIC 3550,"[-36.7438035, 144.2769289]",118.9,87.2,Kalianna Special School,0.6805,-36.73783,144.27865,Kalianna Special School,1.1,2.2
564,55 King Street Bendigo VIC 3550,"[-36.7639234, 144.2785298]",115.3,84.2,Creek Street Christian College,0.6456,-36.76553,144.27158,Creek Street Christian College,0.9,2.3
565,8/83-87 Arnold Street Bendigo VIC 3550,"[-36.7504781, 144.2835094]",116.8,85.3,St Kilian's School,0.4595,-36.75458,144.28421,St Kilian's School,0.8,1.7
566,59 Hopetoun Street Bendigo VIC 3550,"[-36.754986099999996, 144.2886435]",116.6,85.1,DOXA School Bendigo,0.2422,-36.75554,144.28602,DOXA School Bendigo,0.3,1.1
567,11A Afton Street North Bendigo VIC 3550,"[-36.742079, 144.2871645]",118.3,88.6,Kalianna Special School,0.8948,-36.73783,144.27865,Kalianna Special School,1.6,3.5
568,109 Hargreaves Street Bendigo VIC 3550,"[-36.7554246, 144.2869778]",116.4,85.1,DOXA School Bendigo,0.0865,-36.75554,144.28602,DOXA School Bendigo,0.1,0.3
569,5/7-9 View Point Bendigo VIC 3550,"[-36.7596172, 144.2774632]",115.5,83.7,Camp Hill Primary School,0.4366,-36.75571,144.27804,Camp Hill Primary School,0.8,2.4
570,4/7-9 View Point Bendigo VIC 3550,"[-36.7596172, 144.2774632]",115.5,83.7,Camp Hill Primary School,0.4366,-36.75571,144.27804,Camp Hill Primary School,0.8,2.4
571,2/23 View Point Bendigo VIC 3550,"[-36.7591903, 144.2776181]",115.7,83.9,Camp Hill Primary School,0.3881,-36.75571,144.27804,Camp Hill Primary School,0.7,2.2
572,10 Norfolk Street North Bendigo VIC 3550,"[-36.7452156, 144.2788284]",117.6,87.1,Kalianna Special School,0.8198,-36.73783,144.27865,Kalianna Special School,1.3,2.8
573,106 Mollison Street Bendigo VIC 3550,"[-36.7618625, 144.2845787]",116.2,85.1,DOXA School Bendigo,0.7133,-36.75554,144.28602,DOXA School Bendigo,1.1,2.2
574,8 Waterloo Street Bendigo VIC 3550,"[-36.75268, 144.2780285]",116.6,85.0,Bendigo Senior Secondary College,0.3115,-36.7553,144.27928,Bendigo Senior Secondary College,0.7,1.9
575,81 Baxter Street Bendigo VIC 3550,"[-36.7539596, 144.2856632]",116.3,84.7,St Kilian's School,0.1469,-36.75458,144.28421,St Kilian's School,0.3,1.0
576,18 Anderson Street North Bendigo VIC 3550,"[-36.7488919, 144.2754238]",116.7,85.7,Catherine McAuley College,0.5373,-36.75344,144.27336,Catherine McAuley College,0.7,1.7
577,1/19 Creek Street Bendigo VIC 3550,"[-36.7628702, 144.2751407]",115.1,83.5,Girton Grammar School,0.3933,-36.76197,144.27088,Girton Grammar School,0.8,2.4
578,41 Drought Street Bendigo VIC 3550,"[-36.7503331, 144.2784018]",116.9,86.1,Bendigo Senior Secondary College,0.5567,-36.7553,144.27928,Bendigo Senior Secondary College,1.0,3.0
579,101 Queen Street Bendigo VIC 3550,"[-36.7636911, 144.2774131]",115.1,83.5,Creek Street Christian College,0.5594,-36.76553,144.27158,Creek Street Christian College,0.7,1.6
580,Strathfieldsaye Bendigo VIC 3550,"[-36.7570157, 144.2793906]",115.8,83.8,Camp Hill Primary School,0.1885,-36.75571,144.27804,Camp Hill Primary School,1.2,3.2
581,2/164 Arnold Street North Bendigo VIC 3550,"[-36.74777210000001, 144.2799944]",117.2,85.9,Bendigo Senior Secondary College,0.8378,-36.7553,144.27928,Bendigo Senior Secondary College,1.3,2.9
582,1/164 Arnold Street Bendigo VIC 3550,"[-36.74777210000001, 144.2799944]",117.2,85.9,Bendigo Senior Secondary College,0.8378,-36.7553,144.27928,Bendigo Senior Secondary College,1.3,2.9
583,36 Honeysuckle Street Bendigo VIC 3550,"[-36.7624133, 144.2667958]",114.6,83.1,Girton Grammar School,0.368,-36.76197,144.27088,Girton Grammar School,1.1,2.9
584,4/9A Smith. Street North Bendigo VIC 3550,"[-36.74588840000001, 144.2801357]",117.5,87.0,Kalianna Special School,0.9041,-36.73783,144.27865,Kalianna Special School,1.4,3.0
585,9B Holt Street Bendigo VIC 3550,"[-36.754001099999996, 144.2877205]",116.5,85.0,DOXA School Bendigo,0.2285,-36.75554,144.28602,DOXA School Bendigo,0.3,0.9
586,66 Hargreaves Street Bendigo VIC 3550,"[-36.7532444, 144.2891422]",116.7,85.6,DOXA School Bendigo,0.3777,-36.75554,144.28602,DOXA School Bendigo,0.4,1.5
587,59 Mundy Street Bendigo VIC 3550,"[-36.7602674, 144.2864145]",116.3,85.2,DOXA School Bendigo,0.5258,-36.75554,144.28602,DOXA School Bendigo,1.0,1.9
588,21A Smith Street North Bendigo VIC 3550,"[-36.7446576, 144.2816255]",117.7,87.7,Kalianna Special School,0.8029,-36.73783,144.27865,Kalianna Special School,1.1,2.5
589,232 View Street Bendigo VIC 3550,"[-36.7547324, 144.2739654]",115.9,83.9,Catherine McAuley College,0.1533,-36.75344,144.27336,Catherine McAuley College,0.3,0.8
590,1/232 View Street Bendigo VIC 3550,"[-36.7547324, 144.2739654]",115.9,83.9,Catherine McAuley College,0.1533,-36.75344,144.27336,Catherine McAuley College,0.3,0.8
591,2 Ingleton Street North Bendigo VIC 3550,"[-36.7427126, 144.2725715]",118.8,86.8,Lightning Reef Primary School,0.7412,-36.73692,144.26844,Lightning Reef Primary School,0.8,1.2
592,2 Holt Street Bendigo VIC 3550,"[-36.75437900000001, 144.2871485]",116.4,84.8,DOXA School Bendigo,0.1636,-36.75554,144.28602,DOXA School Bendigo,0.2,0.8
593,1/9A Smith Street North Bendigo VIC 3550,"[-36.7460836, 144.2799267]",117.5,86.9,Kalianna Special School,0.923,-36.73783,144.27865,Kalianna Special School,1.4,3.1
594,1/113 Bridge Street Bendigo VIC 3550,"[-36.74879689999999, 144.2866739]",116.9,85.7,St Kilian's School,0.6784,-36.75458,144.28421,St Kilian's School,0.9,1.9
595,31 Creek Street South Bendigo VIC 3550,"[-36.7630852, 144.2748181]",115.1,83.3,Girton Grammar School,0.3728,-36.76197,144.27088,Girton Grammar School,0.8,2.2
596,15 Uley Street Bendigo VIC 3550,"[-36.7512, 144.2830523]",116.7,85.3,St Kilian's School,0.3891,-36.75458,144.28421,St Kilian's School,1.0,2.0
597,36 Arnold Street Bendigo VIC 3550,"[-36.7524813, 144.2870098]",116.5,85.1,St Kilian's School,0.3417,-36.75458,144.28421,St Kilian's School,0.4,1.2
598,1/8A Flood Street Bendigo VIC 3550,"[-36.7484922, 144.2788284]",117.2,86.9,Catherine McAuley College,0.7348,-36.75344,144.27336,Catherine McAuley College,1.1,3.4
599,2/11 Semmens Street Long Gully VIC 3550,"[-36.7363609, 144.2638192]",118.8,86.3,Lightning Reef Primary School,0.4174,-36.73692,144.26844,Lightning Reef Primary School,0.6,1.2
600,575 Hargreaves Street Bendigo VIC 3550,"[-36.7683198, 144.2694001]",114.2,81.9,Creek Street Christian College,0.3657,-36.76553,144.27158,Creek Street Christian College,0.7,1.2
601,31 Derwent Drive Long Gully VIC 3550,"[-36.7502284, 144.2562194]",116.8,84.8,Bendigo Primary School,1.1031,-36.75702,144.26524,Bendigo Primary School,1.7,4.1
602,64 Bennett Street Long Gully VIC 3550,"[-36.7470399, 144.260954]",117.8,84.7,Bendigo Primary School,1.1718,-36.75702,144.26524,Bendigo Primary School,2.1,3.8
603,21 Rivergum Court North Bendigo VIC 3550,"[-36.7342635, 144.2830523]",120.9,89.5,Kalianna Special School,0.5579,-36.73783,144.27865,Kalianna Special School,1.3,2.6
604,89 Myrtle Street Bendigo VIC 3550,"[-36.7642932, 144.2712772]",114.6,82.4,Creek Street Christian College,0.1399,-36.76553,144.27158,Creek Street Christian College,0.7,1.5
605,33 Bayne Street North Bendigo VIC 3550,"[-36.74627479999999, 144.2814737]",117.7,87.6,St Kilian's School,0.9535,-36.75458,144.28421,St Kilian's School,1.7,3.9
606,3/213-215 McCrae Street Bendigo VIC 3550,"[-36.7525135, 144.2874922]",116.9,85.7,DOXA School Bendigo,0.3607,-36.75554,144.28602,DOXA School Bendigo,1.1,2.2
607,1 Green Street Long Gully VIC 3550,"[-36.744329, 144.2671819]",118.4,86.1,Lightning Reef Primary School,0.8298,-36.73692,144.26844,Lightning Reef Primary School,1.2,2.2
608,36 Nolan Street North Bendigo VIC 3550,"[-36.7461401, 144.2859964]",117.4,86.4,St Kilian's School,0.9501,-36.75458,144.28421,St Kilian's School,1.4,2.6
609,9 Havilah Road Long Gully VIC 3550,"[-36.747467, 144.2602715]",117.4,84.7,Bendigo Primary School,1.1492,-36.75702,144.26524,Bendigo Primary School,1.7,3.9
610,78 Smith Street North Bendigo VIC 3550,"[-36.7386573, 144.2877885]",118.5,88.5,Kalianna Special School,0.8214,-36.73783,144.27865,Kalianna Special School,1.4,2.7
611,55 Baxter Street Bendigo VIC 3550,"[-36.7554006, 144.2872018]",116.4,85.2,DOXA School Bendigo,0.1067,-36.75554,144.28602,DOXA School Bendigo,0.1,0.6
612,137 Wattle Street Bendigo VIC 3550,"[-36.7578299, 144.2717464]",115.7,83.7,Girton Grammar School,0.4659,-36.76197,144.27088,Girton Grammar School,0.6,2.1
613,79 Strickland Road East Bendigo VIC 3550,"[-36.7469292, 144.3028735]",118.3,87.6,Weeroona College Bendigo,0.9894,-36.73893,144.29798,Weeroona College Bendigo,1.5,2.1
614,16A Murphy Street Kennington VIC 3550,"[-36.7608606, 144.2972003]",118.0,87.1,DOXA School Bendigo,1.1599,-36.75554,144.28602,DOXA School Bendigo,1.7,3.4
615,2/15 Abbott Street Bendigo VIC 3550,"[-36.761403, 144.2888044]",117.2,85.6,DOXA School Bendigo,0.6965,-36.75554,144.28602,DOXA School Bendigo,1.4,3.2
616,19 Day Street Bendigo VIC 3550,"[-36.7520385, 144.2992674]",118.3,88.6,DOXA School Bendigo,1.2451,-36.75554,144.28602,DOXA School Bendigo,2.3,4.9
