FID,PFI,FEATURE_ID,PARENT_FEATURE_ID,FEATURE_TYPE,FEATURE_SUBTYPE,FEATURE_STATUS,NAME,NAME_LABEL,PARENT_NAME,CHILD_EXISTS,AUTH_ORG_CODE,AUTH_ORG_ID,AUTH_ORG_VERIFIED,VMADD_PFI,VICNAMES_ID,VICNAMES_STATUS_CODE,THEME1,THEME2,STATE,CREATE_DATE_PFI,SUPERCEDED_PFI,CREATE_DATE_UFI,OBJECTID,SHAPE
VMFEAT_POLICE_STATION.59914138,142206,142206,,emergency facility,police station,,RAINBOW POLICE STATION,Rainbow Police Station,,,107,WRW,2021-04-20T00:00:00,429254821,22140,10,,,VIC,2009-05-21T02:07:28,,2021-04-22T07:42:16,1888141,POINT (-35.90210359 141.99646384)
VMFEAT_POLICE_STATION.59914139,142237,142237,650581,emergency facility,police station,,RAWSON POLICE STATION,Rawson Police Station,CROXFORD PARK,,107,ERN,2021-04-20T00:00:00,125764494,22207,10,,,VIC,2009-05-21T02:07:29,,2021-04-22T07:42:16,1888142,POINT (-37.95615431 146.39756991)
VMFEAT_POLICE_STATION.59914160,142947,142947,,emergency facility,police station,,SERPENTINE POLICE STATION,Serpentine Police Station,,,107,WSR,2021-04-20T00:00:00,129394144,-1384119,11,,,VIC,2009-05-21T02:07:34,,2021-04-22T07:42:16,1888163,POINT (-36.4060113 143.97410801)
VMFEAT_POLICE_STATION.59914161,142957,142957,,emergency facility,police station,,SEYMOUR POLICE STATION,Seymour Police Station,,,107,ESY,2021-04-20T00:00:00,134157318,24061,10,,,VIC,2009-05-21T02:07:35,,2021-04-22T07:42:16,1888164,POINT (-37.01985793 145.12988912)
VMFEAT_POLICE_STATION.59914140,142240,142240,,emergency facility,police station,,RAYWOOD POLICE STATION,Raywood Police Station,,,107,WRA,2021-04-20T00:00:00,134118319,22224,10,,,VIC,2009-05-21T02:07:29,,2021-04-22T07:42:16,1888143,POINT (-36.53866855 144.20391578)
VMFEAT_POLICE_STATION.59914162,142998,142998,,emergency facility,police station,,SHEPPARTON POLICE STATION,Shepparton Police Station,,,107,ESP,2021-04-20T00:00:00,425956877,24262,10,,,VIC,2009-05-21T02:07:35,,2021-04-22T07:42:16,1888165,POINT (-36.38153018 145.39797972)
VMFEAT_POLICE_STATION.59914141,142248,142248,,emergency facility,police station,,RED CLIFFS POLICE STATION,Red Cliffs Police Station,,,107,WRE,2021-04-20T00:00:00,53379542,22271,10,,,VIC,2009-05-21T02:07:29,,2021-04-22T07:42:16,1888144,POINT (-34.30404523 142.18678013)
VMFEAT_POLICE_STATION.59914163,143063,143063,,emergency facility,police station,,SKIPTON POLICE STATION,Skipton Police Station,,,107,WSI,2021-04-20T00:00:00,53987047,24453,10,,,VIC,2009-05-21T02:07:36,,2021-04-22T07:42:16,1888166,POINT (-37.68395994 143.36118627)
VMFEAT_POLICE_STATION.59914164,143080,143080,,emergency facility,police station,,SMYTHESDALE POLICE STATION,Smythesdale Police Station,,,107,WSL,2021-04-20T00:00:00,53375910,24589,10,,,VIC,2009-05-21T02:07:36,,2021-04-22T07:42:16,1888167,POINT (-37.64322848 143.68652389)
VMFEAT_POLICE_STATION.59914165,143122,143122,,emergency facility,police station,,SORRENTO POLICE STATION,Sorrento Police Station,,,107,SSO,2021-04-20T00:00:00,54627602,24707,10,,,VIC,2009-05-21T02:07:36,,2021-04-22T07:42:16,1888168,POINT (-38.33613001 144.74214451)
VMFEAT_POLICE_STATION.59914166,143145,143145,,emergency facility,police station,,SOUTH MELBOURNE POLICE STATION,South Melbourne Police Station,,,107,SSM,2021-04-20T00:00:00,53658716,24759,10,,,VIC,2009-05-21T02:07:36,,2021-04-22T07:42:16,1888169,POINT (-37.83484704 144.95956912)
VMFEAT_POLICE_STATION.59914167,143181,143181,,emergency facility,police station,,SPEED POLICE STATION,Speed Police Station,,,107,WSE,2021-04-20T00:00:00,54304708,24836,10,,,VIC,2009-05-21T02:07:36,,2021-04-22T07:42:16,1888170,POINT (-35.40107783 142.44036409)
VMFEAT_POLICE_STATION.59914168,143230,143230,,emergency facility,police station,,SPRINGVALE POLICE STATION,Springvale Police Station,,,107,SSV,2021-04-20T00:00:00,202935965,25014,10,,,VIC,2009-05-21T02:07:37,,2021-04-22T07:42:16,1888171,POINT (-37.95524346 145.15143784)
VMFEAT_POLICE_STATION.59914169,143293,143293,,emergency facility,police station,,ST ARNAUD POLICE STATION,St Arnaud Police Station,,,107,WSD,2021-04-20T00:00:00,54240450,103666,10,,,VIC,2009-05-21T02:07:37,,2021-04-22T07:42:16,1888172,POINT (-36.61707013 143.25951662)
VMFEAT_POLICE_STATION.59914170,143510,143510,,emergency facility,police station,,ST KILDA POLICE STATION,St Kilda Police Station,,,107,SSK,2021-04-20T00:00:00,53151982,103689,10,,,VIC,2009-05-21T02:07:38,,2021-04-22T07:42:16,1888173,POINT (-37.86788733 144.99067766)
VMFEAT_POLICE_STATION.59914171,143741,143741,,emergency facility,police station,,STANHOPE POLICE STATION,Stanhope Police Station,,,107,WST,2021-04-20T00:00:00,422299299,25069,10,,,VIC,2009-05-21T02:07:43,,2021-04-22T07:42:16,1888174,POINT (-36.44643582 144.98509967)
VMFEAT_POLICE_STATION.59914172,143755,143755,,emergency facility,police station,,STAWELL POLICE STATION,Stawell Police Station,,,107,WSW,2021-04-20T00:00:00,54242418,25137,10,,,VIC,2009-05-21T02:07:43,,2021-04-22T07:42:16,1888175,POINT (-37.05569965 142.78404063)
VMFEAT_POLICE_STATION.59914173,143814,143814,,emergency facility,police station,,STRATFORD POLICE STATION,Stratford Police Station,,,107,ESF,2021-04-20T00:00:00,54412890,25420,10,,,VIC,2009-05-21T02:07:43,,2021-04-22T07:42:16,1888176,POINT (-37.96353172 147.08023674)
VMFEAT_POLICE_STATION.59914174,143880,143880,,emergency facility,police station,,SUNBURY POLICE STATION,Sunbury Police Station,,,107,NSB,2021-04-20T00:00:00,52167076,25628,10,,,VIC,2009-05-21T02:07:43,,2021-04-22T07:42:16,1888177,POINT (-37.57982463 144.73548145)
VMFEAT_POLICE_STATION.59914175,143925,143925,,emergency facility,police station,,SUNSHINE POLICE STATION,Sunshine Police Station,,,107,NSS,2021-04-20T00:00:00,151489819,25680,10,,,VIC,2009-05-21T02:07:44,,2021-04-22T07:42:16,1888178,POINT (-37.7775801 144.83136165)
VMFEAT_POLICE_STATION.59914176,143960,143960,,emergency facility,police station,,SWAN HILL POLICE STATION,Swan Hill Police Station,,,107,WSH,2021-04-20T00:00:00,131487026,25779,10,,,VIC,2009-05-21T02:07:44,,2021-04-22T07:42:16,1888179,POINT (-35.3560841 143.56265266)
VMFEAT_POLICE_STATION.59914143,142321,142321,,emergency facility,police station,,RICHMOND POLICE STATION,Richmond Police Station,,,107,NRM,2021-04-20T00:00:00,54025919,22579,10,,,VIC,2009-05-21T02:07:29,,2021-04-22T07:42:16,1888146,POINT (-37.81744931 144.99957837)
VMFEAT_POLICE_STATION.59914177,143985,143985,,emergency facility,police station,,SWIFTS CREEK POLICE STATION,Swifts Creek Police Station,,,107,ESC,2021-04-20T00:00:00,134112776,25832,10,,,VIC,2009-05-21T02:07:44,,2021-04-22T07:42:16,1888180,POINT (-37.26213233 147.72096277)
VMFEAT_POLICE_STATION.59913950,136105,136105,,emergency facility,police station,,CAMBERWELL POLICE STATION,Camberwell Police Station,,,107,ECL,2021-04-20T00:00:00,52128332,4460,10,,,VIC,2009-05-21T02:06:45,,2021-04-22T07:42:14,1887957,POINT (-37.83321537 145.05922623)
VMFEAT_POLICE_STATION.59913951,136128,136128,,emergency facility,police station,,CAMPERDOWN POLICE STATION,Camperdown Police Station,,,107,WCD,2021-04-20T00:00:00,51126532,4580,10,,,VIC,2009-05-21T02:06:45,,2021-04-22T07:42:14,1887958,POINT (-38.2305167 143.14609541)
VMFEAT_POLICE_STATION.59913952,136150,136150,,emergency facility,police station,,CANN RIVER POLICE STATION,Cann River Police Station,,,107,ECR,2021-04-20T00:00:00,135380642,4622,10,,,VIC,2009-05-21T02:06:45,,2021-04-22T07:42:14,1887959,POINT (-37.56472879 149.15223276)
VMFEAT_POLICE_STATION.59913953,136248,136248,,emergency facility,police station,,CAROLINE SPRINGS POLICE STATION,Caroline Springs Police Station,,,107,NCL,2021-04-20T00:00:00,210240531,-1384112,11,,,VIC,2009-05-21T02:06:46,,2021-04-22T07:42:14,1887960,POINT (-37.73072003 144.74122409)
VMFEAT_POLICE_STATION.59913954,136295,136295,,emergency facility,police station,,CASTERTON POLICE STATION,Casterton Police Station,,,107,WCT,2021-04-20T00:00:00,54297756,4945,10,,,VIC,2009-05-21T02:06:46,,2021-04-22T07:42:14,1887961,POINT (-37.58532452 141.40602714)
VMFEAT_POLICE_STATION.59913955,136302,136302,,emergency facility,police station,,CASTLEMAINE POLICE STATION,Castlemaine Police Station,,,107,WCM,2021-04-20T00:00:00,53306263,4973,10,,,VIC,2009-05-21T02:06:46,,2021-04-22T07:42:14,1887962,POINT (-37.0637305 144.21936548)
VMFEAT_POLICE_STATION.59913956,136336,136336,,emergency facility,police station,,CAULFIELD POLICE STATION,Caulfield Police Station,,,107,SCF,2021-04-20T00:00:00,53666217,5037,10,,,VIC,2009-05-21T02:06:46,,2021-04-22T07:42:14,1887963,POINT (-37.88129358 145.02327126)
VMFEAT_POLICE_STATION.59913957,136352,136352,,emergency facility,police station,,CAVENDISH POLICE STATION,Cavendish Police Station,,,107,WCV,2021-04-20T00:00:00,132914321,5066,10,,,VIC,2009-05-21T02:06:46,,2021-04-22T07:42:14,1887964,POINT (-37.52720495 142.04041039)
VMFEAT_POLICE_STATION.59913958,136402,136402,,emergency facility,police station,,CHARLTON POLICE STATION,Charlton Police Station,,,107,WCN,2021-04-20T00:00:00,53140854,5288,10,,,VIC,2009-05-21T02:06:47,,2021-04-22T07:42:14,1887965,POINT (-36.26960541 143.34837347)
VMFEAT_POLICE_STATION.59913959,136415,136415,,emergency facility,police station,,CHELSEA POLICE STATION,Chelsea Police Station,,,107,SCS,2021-04-20T00:00:00,54544628,5315,10,,,VIC,2009-05-21T02:06:47,,2021-04-22T07:42:14,1887966,POINT (-38.05135574 145.1163276)
VMFEAT_POLICE_STATION.59913960,136423,136423,,emergency facility,police station,,CHELTENHAM POLICE STATION,Cheltenham Police Station,,,107,SCH,2021-04-20T00:00:00,219021082,5327,10,,,VIC,2009-05-21T02:06:47,,2021-04-22T07:42:14,1887967,POINT (-37.96474396 145.05658722)
VMFEAT_POLICE_STATION.59913961,136446,136446,,emergency facility,police station,,CHILTERN POLICE STATION,Chiltern Police Station,,,107,ECT,2021-04-20T00:00:00,420340490,5409,10,,,VIC,2009-05-21T02:06:47,,2021-04-22T07:42:14,1887968,POINT (-36.14814524 146.61057136)
VMFEAT_POLICE_STATION.59913962,136480,136480,,emergency facility,police station,,CHURCHILL POLICE STATION,Churchill Police Station,,,107,ECC,2021-04-20T00:00:00,54567498,5515,10,,,VIC,2009-05-21T02:06:47,,2021-04-22T07:42:14,1887969,POINT (-38.3077281 146.41738404)
VMFEAT_POLICE_STATION.59913963,136518,136518,,emergency facility,police station,,CLAYTON POLICE STATION,Clayton Police Station,,,107,ECY,2021-04-20T00:00:00,52154682,5585,10,,,VIC,2009-05-21T02:06:47,,2021-04-22T07:42:14,1887970,POINT (-37.92013756 145.12046673)
VMFEAT_POLICE_STATION.59913964,136567,136567,,emergency facility,police station,,CLUNES POLICE STATION,Clunes Police Station,,,107,WCU,2021-04-20T00:00:00,134125057,5691,10,,,VIC,2009-05-21T02:06:48,,2021-04-22T07:42:14,1887971,POINT (-37.29514951 143.783629)
VMFEAT_POLICE_STATION.59913965,136593,136593,,emergency facility,police station,,COBDEN POLICE STATION,Cobden Police Station,,,107,WCB,2021-04-20T00:00:00,53976506,5754,10,,,VIC,2009-05-21T02:06:48,,2021-04-22T07:42:14,1887972,POINT (-38.32819155 143.07556138)
VMFEAT_POLICE_STATION.59913966,136599,136599,,emergency facility,police station,,COBRAM POLICE STATION,Cobram Police Station,,,107,ECB,2021-04-20T00:00:00,54403234,5776,10,,,VIC,2009-05-21T02:06:48,,2021-04-22T07:42:14,1887973,POINT (-35.92038363 145.65097438)
VMFEAT_POLICE_STATION.59913967,136628,136628,,emergency facility,police station,,COHUNA POLICE STATION,Cohuna Police Station,,,107,WCH,2021-04-20T00:00:00,53749368,5872,10,,,VIC,2009-05-21T02:06:48,,2021-04-22T07:42:14,1887974,POINT (-35.8113448 144.22153355)
VMFEAT_POLICE_STATION.59913969,136662,136662,,emergency facility,police station,,COLERAINE POLICE STATION,Coleraine Police Station,,,107,WCE,2021-04-20T00:00:00,50008536,-1384117,11,,,VIC,2009-05-21T02:06:48,,2021-04-22T07:42:14,1887976,POINT (-37.59986087 141.69305785)
VMFEAT_POLICE_STATION.59913970,136672,136672,,emergency facility,police station,,COLLINGWOOD POLICE STATION,Collingwood Police Station,,,107,NCW,2021-04-20T00:00:00,219089160,5975,10,,,VIC,2009-05-21T02:06:48,,2021-04-22T07:42:14,1887977,POINT (-37.80404328 144.99356789)
VMFEAT_POLICE_STATION.59913971,136799,136799,,emergency facility,police station,,CORIO POLICE STATION,Corio Police Station,,,107,WCO,2021-04-20T00:00:00,53028745,-1384142,11,,,VIC,2009-05-21T02:06:50,,2021-04-22T07:42:14,1887978,POINT (-38.07390162 144.35823332)
VMFEAT_POLICE_STATION.59913972,136835,136835,,emergency facility,police station,,CORRYONG POLICE STATION,Corryong Police Station,,,107,ECG,2021-04-20T00:00:00,53309722,6356,10,,,VIC,2009-05-21T02:06:50,,2021-04-22T07:42:14,1887979,POINT (-36.19451372 147.90394138)
VMFEAT_POLICE_STATION.59913973,136861,136861,,emergency facility,police station,,COWES POLICE STATION,Cowes Police Station,,,107,ECS,2021-04-20T00:00:00,125076019,6424,10,,,VIC,2009-05-21T02:06:50,,2021-04-22T07:42:14,1887980,POINT (-38.45008063 145.23526044)
VMFEAT_POLICE_STATION.59913974,136874,136874,647011,emergency facility,police station,,CRAIGIEBURN POLICE STATION,Craigieburn Police Station,,,107,NCI,2021-04-20T00:00:00,51194558,-1384100,11,,,VIC,2009-05-21T02:06:50,,2021-04-22T07:42:14,1887981,POINT (-37.59834567 144.93311945)
VMFEAT_POLICE_STATION.59913975,136884,136884,,emergency facility,police station,,CRANBOURNE POLICE STATION,Cranbourne Police Station,,,107,SCN,2021-04-20T00:00:00,53151775,6473,10,,,VIC,2009-05-21T02:06:51,,2021-04-22T07:42:14,1887982,POINT (-38.11336242 145.28342948)
VMFEAT_POLICE_STATION.59913976,136908,136908,,emergency facility,police station,,CRESSY POLICE STATION,Cressy Police Station,,,107,WCY,2021-04-20T00:00:00,123905789,6524,10,,,VIC,2009-05-21T02:06:51,,2021-04-22T07:42:14,1887983,POINT (-38.03170404 143.63364557)
VMFEAT_POLICE_STATION.59913977,136914,136914,,emergency facility,police station,,CRESWICK POLICE STATION,Creswick Police Station,,,107,WCK,2021-04-20T00:00:00,134124745,6540,10,,,VIC,2009-05-21T02:06:51,,2021-04-22T07:42:14,1887984,POINT (-37.42989847 143.89234724)
VMFEAT_POLICE_STATION.59913978,136932,136932,,emergency facility,police station,,CROYDON POLICE STATION,Croydon Police Station,,,107,ECD,2021-04-20T00:00:00,150259493,6639,10,,,VIC,2009-05-21T02:06:51,,2021-04-22T07:42:14,1887985,POINT (-37.79921657 145.27849894)
VMFEAT_POLICE_STATION.59913979,136966,136966,,emergency facility,police station,,CULGOA POLICE STATION,Culgoa Police Station,,,107,WCA,2021-04-20T00:00:00,54178411,6685,10,,,VIC,2009-05-21T02:06:51,,2021-04-22T07:42:14,1887986,POINT (-35.71746879 143.10626686)
VMFEAT_POLICE_STATION.59913980,137030,137030,,emergency facility,police station,,DANDENONG POLICE STATION,Dandenong Police Station,,,107,SDG,2021-04-20T00:00:00,218991526,6861,10,,,VIC,2009-05-21T02:06:51,,2021-04-22T07:42:14,1887987,POINT (-37.99024861 145.21738492)
VMFEAT_POLICE_STATION.59913982,137089,137089,,emergency facility,police station,,DAYLESFORD POLICE STATION,Daylesford Police Station,,,107,WDF,2021-04-20T00:00:00,128030844,7029,10,,,VIC,2009-05-21T02:06:53,,2021-04-22T07:42:14,1887989,POINT (-37.34037287 144.1426707)
VMFEAT_POLICE_STATION.59913983,137104,137104,,emergency facility,police station,,DEDERANG POLICE STATION,Dederang Police Station,,,107,EDE,2021-04-20T00:00:00,54388922,7121,10,,,VIC,2009-05-21T02:06:53,,2021-04-22T07:42:14,1887990,POINT (-36.47162709 147.01760282)
VMFEAT_POLICE_STATION.59913984,137176,137176,,emergency facility,police station,,DIAMOND CREEK POLICE STATION,Diamond Creek Police Station,,,107,NDD,2021-04-20T00:00:00,219067915,7401,10,,,VIC,2009-05-21T02:06:53,,2021-04-22T07:42:14,1887991,POINT (-37.67408967 145.16059418)
VMFEAT_POLICE_STATION.59913985,137193,137193,,emergency facility,police station,,DIMBOOLA POLICE STATION,Dimboola Police Station,,,107,WDB,2021-04-20T00:00:00,52232390,7470,10,,,VIC,2009-05-21T02:06:53,,2021-04-22T07:42:14,1887992,POINT (-36.45644008 142.02788151)
VMFEAT_POLICE_STATION.59913986,137231,137231,,emergency facility,police station,,DONALD POLICE STATION,Donald Police Station,,,107,WDO,2021-04-20T00:00:00,54145593,7664,10,,,VIC,2009-05-21T02:06:53,,2021-04-22T07:42:14,1887993,POINT (-36.37365692 142.98406651)
VMFEAT_POLICE_STATION.59913987,137238,137238,,emergency facility,police station,,DONCASTER POLICE STATION,Doncaster Police Station,,,107,EDC,2021-04-20T00:00:00,52125638,7681,10,,,VIC,2009-05-21T02:06:53,,2021-04-22T07:42:14,1887994,POINT (-37.78842363 145.15783161)
VMFEAT_POLICE_STATION.59913988,137251,137251,,emergency facility,police station,,DOOKIE POLICE STATION,Dookie Police Station,,,107,EDI,2021-04-20T00:00:00,134122568,7733,10,,,VIC,2009-05-21T02:06:53,,2021-04-22T07:42:14,1887995,POINT (-36.3304489 145.68570375)
VMFEAT_POLICE_STATION.59913989,137283,137283,,emergency facility,police station,,DROMANA POLICE STATION,Dromana Police Station,,,107,SDA,2021-04-20T00:00:00,53632586,7851,10,,,VIC,2009-05-21T02:06:53,,2021-04-22T07:42:14,1887996,POINT (-38.33473171 144.96105162)
VMFEAT_POLICE_STATION.59913990,137291,137291,,emergency facility,police station,,DROUIN POLICE STATION,Drouin Police Station,,,107,EDR,2021-04-20T00:00:00,52117161,7866,10,,,VIC,2009-05-21T02:06:53,,2021-04-22T07:42:14,1887997,POINT (-38.13021266 145.8493238)
VMFEAT_POLICE_STATION.59913991,137306,137306,,emergency facility,police station,,DRYSDALE POLICE STATION,Drysdale Police Station,,,107,WDS,2021-04-20T00:00:00,53172605,7952,10,,,VIC,2009-05-21T02:06:53,,2021-04-22T07:42:14,1887998,POINT (-38.17496926 144.5697641)
VMFEAT_POLICE_STATION.59913992,137328,137328,,emergency facility,police station,,DUNKELD POLICE STATION,Dunkeld Police Station,,,107,WDK,2021-04-20T00:00:00,54240838,8047,10,,,VIC,2009-05-21T02:06:53,,2021-04-22T07:42:14,1887999,POINT (-37.6499802 142.34504261)
VMFEAT_POLICE_STATION.59913993,137337,137337,,emergency facility,police station,,DUNOLLY POLICE STATION,Dunolly Police Station,,,107,WDY,2021-04-20T00:00:00,54250911,8083,10,,,VIC,2009-05-21T02:06:53,,2021-04-22T07:42:14,1888000,POINT (-36.85712091 143.73365404)
VMFEAT_POLICE_STATION.59913994,137416,137416,,emergency facility,police station,,ECHUCA POLICE STATION,Echuca Police Station,,,107,WEC,2021-04-20T00:00:00,53966260,8299,10,,,VIC,2009-05-21T02:06:54,,2021-04-22T07:42:14,1888001,POINT (-36.12590244 144.75426267)
VMFEAT_POLICE_STATION.59913995,137442,137442,,emergency facility,police station,,EDENHOPE POLICE STATION,Edenhope Police Station,,,107,WEP,2021-04-20T00:00:00,54279625,8335,10,,,VIC,2009-05-21T02:06:54,,2021-04-22T07:42:14,1888002,POINT (-37.03639009 141.29286823)
VMFEAT_POLICE_STATION.59913996,137471,137471,,emergency facility,police station,,EILDON POLICE STATION,Eildon Police Station,,,107,EEN,2021-04-20T00:00:00,53151946,8401,10,,,VIC,2009-05-21T02:06:54,,2021-04-22T07:42:14,1888003,POINT (-37.23227627 145.91032254)
VMFEAT_POLICE_STATION.59913997,137512,137512,,emergency facility,police station,,ELMHURST POLICE STATION,Elmhurst Police Station,,,107,WET,2021-04-20T00:00:00,134102384,8487,10,,,VIC,2009-05-21T02:06:55,,2021-04-22T07:42:14,1888004,POINT (-37.18084291 143.25050682)
VMFEAT_POLICE_STATION.59913998,137515,137515,,emergency facility,police station,,ELMORE POLICE STATION,Elmore Police Station,,,107,WEM,2021-04-20T00:00:00,125511507,8498,10,,,VIC,2009-05-21T02:06:55,,2021-04-22T07:42:14,1888005,POINT (-36.49599314 144.61103433)
VMFEAT_POLICE_STATION.59913999,137526,137526,,emergency facility,police station,,ELTHAM POLICE STATION,Eltham Police Station,,,107,NEM,2021-04-20T00:00:00,50554160,8537,10,,,VIC,2009-05-21T02:06:55,,2021-04-22T07:42:14,1888006,POINT (-37.7134472 145.15063747)
VMFEAT_POLICE_STATION.59914000,137539,137539,,emergency facility,police station,,EMERALD POLICE STATION,Emerald Police Station,,,107,SED,2021-04-20T00:00:00,421714395,8559,10,,,VIC,2009-05-21T02:06:56,,2021-04-22T07:42:14,1888007,POINT (-37.93051106 145.44392646)
VMFEAT_POLICE_STATION.59914001,137572,137572,78732,emergency facility,police station,,ENDEAVOUR HILLS POLICE STATION,Endeavour Hills Police Station,,,107,SEN,2021-04-20T00:00:00,422531373,-1384106,11,,,VIC,2009-05-21T02:06:56,,2021-04-22T07:42:14,1888008,POINT (-37.97566296 145.26167565)
VMFEAT_POLICE_STATION.59914002,137581,137581,,emergency facility,police station,,EPPING POLICE STATION,Epping Police Station,,,107,NEP,2021-04-20T00:00:00,53157685,8639,10,,,VIC,2009-05-21T02:06:56,,2021-04-22T07:42:14,1888009,POINT (-37.64674204 145.02589162)
VMFEAT_POLICE_STATION.59914003,137635,137635,,emergency facility,police station,,EUROA POLICE STATION,Euroa Police Station,,,107,EEU,2021-04-20T00:00:00,54362672,8748,10,,,VIC,2009-05-21T02:06:56,,2021-04-22T07:42:14,1888010,POINT (-36.75173151 145.57269382)
VMFEAT_POLICE_STATION.59914004,137701,137701,,emergency facility,police station,,FALLS CREEK POLICE STATION,Falls Creek Police Station,,,107,EFA,2021-04-20T00:00:00,420726200,-1384130,11,,,VIC,2009-05-21T02:06:56,,2021-04-22T07:42:14,1888011,POINT (-36.863572 147.282684)
VMFEAT_POLICE_STATION.59914178,144024,144024,693149,emergency facility,police station,,TALLANGATTA POLICE STATION,Tallangatta Police Station,TALLANGATTA FORESHORE RESERVE,,107,ETA,2021-04-20T00:00:00,125983937,25987,10,,,VIC,2009-05-21T02:07:45,,2021-04-22T07:42:16,1888181,POINT (-36.21548022 147.18043976)
VMFEAT_POLICE_STATION.59914179,144063,144063,,emergency facility,police station,,TANGAMBALANGA POLICE STATION,Tangambalanga Police Station,,,107,ETM,2021-04-20T00:00:00,54201650,26068,10,,,VIC,2009-05-21T02:07:45,,2021-04-22T07:42:16,1888182,POINT (-36.25128735 147.03461642)
VMFEAT_POLICE_STATION.59914180,144106,144106,,emergency facility,police station,,TARNAGULLA POLICE STATION,Tarnagulla Police Station,,,107,WTG,2021-04-20T00:00:00,54212700,26141,10,,,VIC,2009-05-21T02:07:45,,2021-04-22T07:42:16,1888183,POINT (-36.7701221 143.8331318)
VMFEAT_POLICE_STATION.59914181,144133,144133,,emergency facility,police station,,TATURA POLICE STATION,Tatura Police Station,,,107,ETT,2021-04-20T00:00:00,54744725,26243,10,,,VIC,2009-05-21T02:07:45,,2021-04-22T07:42:16,1888184,POINT (-36.43995736 145.23147442)
VMFEAT_POLICE_STATION.59914182,144185,144185,,emergency facility,police station,,TERANG POLICE STATION,Terang Police Station,,,107,WTN,2021-04-20T00:00:00,53983439,26431,10,,,VIC,2009-05-21T02:07:46,,2021-04-22T07:42:16,1888185,POINT (-38.24081464 142.91963064)
VMFEAT_POLICE_STATION.59914201,612267,612267,,emergency facility,police station,,WEDDERBURN POLICE STATION,Wedderburn Police Station,,,107,WWB,2021-04-20T00:00:00,52039912,28894,10,,,VIC,2009-05-21T03:07:21,,2021-04-22T07:42:17,1888203,POINT (-36.41682117 143.61160517)
VMFEAT_POLICE_STATION.59914202,612322,612322,,emergency facility,police station,,WERRIBEE POLICE STATION,Werribee Police Station,,,107,NWB,2021-04-20T00:00:00,53642616,29033,10,,,VIC,2009-05-21T03:07:22,,2021-04-22T07:42:17,1888204,POINT (-37.89396966 144.68104353)
VMFEAT_POLICE_STATION.59914183,144427,144427,,emergency facility,police station,,TIMBOON POLICE STATION,Timboon Police Station,,,107,WTB,2021-04-20T00:00:00,54261201,27047,10,,,VIC,2009-05-21T02:07:47,,2021-04-22T07:42:16,1888186,POINT (-38.4834406 142.97125155)
VMFEAT_POLICE_STATION.59914203,612333,612333,,emergency facility,police station,,WERRIMULL POLICE STATION,Werrimull Police Station,,,107,WWU,2021-04-20T00:00:00,134155109,29049,10,,,VIC,2009-05-21T03:07:22,,2021-04-22T07:42:17,1888205,POINT (-34.3873707 141.59752757)
VMFEAT_POLICE_STATION.59914204,612423,612423,,emergency facility,police station,,WHITFIELD POLICE STATION,Whitfield Police Station,,,107,EWF,2021-04-20T00:00:00,54689192,29336,10,,,VIC,2009-05-21T03:07:22,,2021-04-22T07:42:17,1888206,POINT (-36.76395619 146.41424868)
VMFEAT_POLICE_STATION.59914205,612428,612428,,emergency facility,police station,,WHITTLESEA POLICE STATION,Whittlesea Police Station,,,107,NWS,2021-04-20T00:00:00,53572136,29352,10,,,VIC,2009-05-21T03:07:22,,2021-04-22T07:42:17,1888207,POINT (-37.51016546 145.11862396)
VMFEAT_POLICE_STATION.59914206,612468,612468,,emergency facility,police station,,WILLAURA POLICE STATION,Willaura Police Station,,,107,WWA,2021-04-20T00:00:00,54076504,29512,10,,,VIC,2009-05-21T03:07:23,,2021-04-22T07:42:17,1888208,POINT (-37.54600901 142.74112631)
VMFEAT_POLICE_STATION.59914207,612478,612478,,emergency facility,police station,,WILLIAMSTOWN POLICE STATION,Williamstown Police Station,,,107,NWN,2021-04-20T00:00:00,219009984,29560,10,,,VIC,2009-05-21T03:07:23,,2021-04-22T07:42:17,1888209,POINT (-37.86338218 144.90619973)
VMFEAT_POLICE_STATION.59914208,612548,612548,,emergency facility,police station,,WINCHELSEA POLICE STATION,Winchelsea Police Station,,,107,WWI,2021-04-20T00:00:00,53045473,29654,10,,,VIC,2009-05-21T03:07:23,,2021-04-22T07:42:17,1888210,POINT (-38.24426534 143.98989708)
VMFEAT_POLICE_STATION.59914210,612674,612674,,emergency facility,police station,,WONTHAGGI POLICE STATION,Wonthaggi Police Station,,,107,EWN,2021-04-20T00:00:00,54370935,29902,10,,,VIC,2009-05-21T03:07:24,,2021-04-22T07:42:17,1888211,POINT (-38.60762186 145.58993868)
VMFEAT_POLICE_STATION.59914211,612698,612698,,emergency facility,police station,,WOODEND POLICE STATION,Woodend Police Station,,,107,WWD,2021-04-20T00:00:00,54035663,29942,10,,,VIC,2009-05-21T03:07:24,,2021-04-22T07:42:17,1888212,POINT (-37.35440496 144.52664795)
VMFEAT_POLICE_STATION.59914212,612736,612736,,emergency facility,police station,,WOODS POINT POLICE STATION,Woods Point Police Station,,,107,EWP,2021-04-20T00:00:00,54392293,29978,10,,,VIC,2009-05-21T03:07:24,,2021-04-22T07:42:17,1888213,POINT (-37.56740189 146.25093239)
