,name,property_type,years,coordinates,postcode,sa2_coor,closest_sa2,bed,bath,car,Income,Population,week_rent,real_distance,real_duration,real_station_distance,real_station_duration
9631,4/8 Jones Road Dandenong VIC 3175,House,2022,"[-37.9832918, 145.2013988]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,1.0,1.0,65905.01904761931,13943.73204012784,330.0,,,118.3,88.6
9632,11 Juliet Court Dandenong North VIC 3175,House,2022,"[-37.9558054, 145.2035474]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,4.0,2.0,3.0,65905.01904761931,13943.73204012784,420.0,,,118.7,87.9
9633,3/79 Hemmings Street Dandenong VIC 3175,House,2022,"[-37.9828632, 145.2017785]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,2.0,2.0,65905.01904761931,13943.73204012784,400.0,,,117.4,85.9
9634,3/3 Louis Avenue Dandenong VIC 3175,House,2022,"[-37.9731022, 145.2243456]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,1.0,2.0,65905.01904761931,13943.73204012784,350.0,,,119.3,88.8
9635,74 Neasham Drive Dandenong North VIC 3175,Apartment / Unit / Flat,2022,"[-37.9443086, 145.1993193]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,2.0,2.0,65905.01904761931,13943.73204012784,720.0,,,119.0,88.2
9636,20/114 Princes Highway Dandenong VIC 3175,Townhouse,2022,"[-37.9777788, 145.2076894]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,2.0,1.0,1.0,65905.01904761931,13943.73204012784,300.0,,,116.6,84.4
9637,3/12 Louis Avenue Dandenong North VIC 3175,House,2022,"[-37.9726424, 145.2243887]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,2.0,1.0,1.0,65905.01904761931,13943.73204012784,340.0,,,119.4,89.1
9638,4/18-20 Webster Street Dandenong VIC 3175,Apartment / Unit / Flat,2022,"[-37.9940811, 145.2114372]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,2.0,1.0,1.0,65905.01904761931,13943.73204012784,300.0,,,117.4,86.3
9639,1/157 Cleeland Street Dandenong VIC 3175,Apartment / Unit / Flat,2022,"[-37.9735689, 145.2164701]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,2.0,1.0,65905.01904761931,13943.73204012784,400.0,,,119.2,89.4
9640,11/30-32 Close Avenue Dandenong VIC 3175,House,2022,"[-37.9821214, 145.2076113]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,2.0,2.0,65905.01904761931,13943.73204012784,420.0,,,119.1,89.0
9641,4/16 O'Malley Crescent Dandenong North VIC 3175,House,2022,"[-37.9662003, 145.2067649]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,2.0,1.0,65905.01904761931,13943.73204012784,500.0,,,119.4,89.0
9642,3/40 Grace Avenue Dandenong VIC 3175,Townhouse,2022,"[-37.9815252, 145.2256324]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,2.0,1.0,65905.01904761931,13943.73204012784,470.0,,,117.3,86.7
9643,33 Sherwood Crescent Dandenong North VIC 3175,House,2022,"[-37.9518693, 145.2206775]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,2.0,2.0,65905.01904761931,13943.73204012784,440.0,,,119.1,88.9
9644,65 Herbert Street Dandenong VIC 3175,Apartment / Unit / Flat,2022,"[-37.9810276, 145.2180883]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,2.0,1.0,1.0,65905.01904761931,13943.73204012784,310.0,,,118.2,87.3
9645,1/12 Louis Avenue Dandenong VIC 3175,House,2022,"[-37.9726424, 145.2243887]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,2.0,1.0,2.0,65905.01904761931,13943.73204012784,365.0,,,119.8,89.7
9646,5/9 Hemmings Street Dandenong VIC 3175,House,2022,"[-37.9839961, 145.2097389]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,1.0,1.0,65905.01904761931,13943.73204012784,340.0,,,117.4,86.6
9647,2/7 Efron Street Dandenong North VIC 3175,Apartment / Unit / Flat,2022,"[-37.9625033, 145.2087686]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,2.0,1.0,,65905.01904761931,13943.73204012784,340.0,,,116.8,84.7
9648,4/45 Potter Street Dandenong VIC 3175,House,2022,"[-37.9817208, 145.2057478]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,1.0,1.0,1.0,65905.01904761931,13943.73204012784,185.0,,,118.3,88.5
9649,4/50 Dawn Avenue Dandenong VIC 3175,House,2022,"[-37.9940825, 145.2015196]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,2.0,1.0,65905.01904761931,13943.73204012784,580.0,,,118.1,88.2
9650,3A Donnelly Court Dandenong North VIC 3175,Apartment / Unit / Flat,2022,"[-37.961422, 145.21077]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,1.0,1.0,1.0,65905.01904761931,13943.73204012784,390.0,,,118.3,88.8
9651,57 Blaxland Drive Dandenong North VIC 3175,House,2022,"[-37.9420596, 145.2026629]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,2.0,2.0,65905.01904761931,13943.73204012784,600.0,,,117.0,86.2
9652,3/6 Power Street Dandenong VIC 3175,House,2022,"[-37.991397, 145.222158]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,2.0,2.0,65905.01904761931,13943.73204012784,640.0,,,117.6,86.1
9653,2/11-13 Frederick Street Dandenong VIC 3175,House,2022,"[-37.9985009, 145.2153819]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,2.0,1.0,65905.01904761931,13943.73204012784,580.0,,,118.8,89.9
9654,2/112 Princes Highway Dandenong VIC 3175,House,2022,"[-37.97799029999999, 145.2077757]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,1.0,1.0,65905.01904761931,13943.73204012784,530.0,,,117.8,87.3
9655,24 Fillmore Road Dandenong North VIC 3175,House,2022,"[-37.9448961, 145.2073442]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,2.0,1.0,1.0,65905.01904761931,13943.73204012784,520.0,,,117.7,87.7
9656,2/23 Belfort Street Dandenong VIC 3175,House,2022,"[-37.9795596, 145.1992557]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,2.0,4.0,65905.01904761931,13943.73204012784,570.0,,,117.7,87.0
9657,3/26 Burrows Avenue Dandenong VIC 3175,House,2022,"[-37.9792958, 145.2255107]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,4.0,2.0,3.0,65905.01904761931,13943.73204012784,780.0,,,116.9,85.3
9658,13 Waranga Street Dandenong North VIC 3175,House,2022,"[-37.9424981, 145.212414]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,2.0,1.0,1.0,65905.01904761931,13943.73204012784,460.0,,,118.2,88.0
9659,2/17 King George Parade Dandenong VIC 3175,House,2022,"[-37.973942, 145.198003]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,4.0,2.0,2.0,65905.01904761931,13943.73204012784,700.0,,,118.4,88.2
9660,10/60 Cleeland Street Dandenong VIC 3175,Apartment / Unit / Flat,2022,"[-37.981607, 145.215392]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,2.0,1.0,1.0,65905.01904761931,13943.73204012784,280.0,,,118.8,88.4
9661,79 Boyd Street Dandenong North VIC 3175,House,2022,"[-37.9645851, 145.2143342]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,2.0,1.0,1.0,65905.01904761931,13943.73204012784,320.0,,,117.5,86.8
9662,13/44 Princes Highway Dandenong VIC 3175,Apartment / Unit / Flat,2022,"[-37.9825412, 145.2123337]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,1.0,1.0,1.0,65905.01904761931,13943.73204012784,250.0,,,117.7,86.6
9663,50 Everitt Street Dandenong VIC 3175,House,2022,"[-37.9919096, 145.201635]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",East Bendigo - Kennington,3.0,2.0,2.0,65905.01904761931,13943.73204012784,430.0,,,119.9,89.8
9664,4/21 Herbert Street Dandenong VIC 3175,House,2022,"[-37.979679, 145.2129411]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",Flora Hill - Spring Gully,3.0,1.0,1.0,63172.066666666426,9768.395680930407,395.0,,,115.4,82.5
9665,16/30-32 Close Avenue Dandenong VIC 3175,House,2022,"[-37.9821214, 145.2076113]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",Flora Hill - Spring Gully,2.0,1.0,3.0,63172.066666666426,9768.395680930407,300.0,,,116.3,84.0
9666,Benga Avenue Dandenong VIC 3175,House,2022,"[-37.9790619, 145.2001046]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",Flora Hill - Spring Gully,3.0,2.0,2.0,63172.066666666426,9768.395680930407,450.0,,,117.1,85.2
9667,8/46 Princes Highway Dandenong VIC 3175,House,2022,"[-37.9823334, 145.2122199]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",Flora Hill - Spring Gully,3.0,1.0,1.0,63172.066666666426,9768.395680930407,380.0,,,115.7,83.0
9668,3/11 Peter Court Dandenong VIC 3175,House,2022,"[-37.9715143, 145.222231]",3550,"[xcoord    144.307186
ycoord    -36.763377
Name: East Bendigo - Kennington, dtype: float64, xcoord    144.273719
ycoord    -36.751289
Name: Bendigo, dtype: float64, xcoord    144.287536
ycoord    -36.782847
Name: Flora Hill - Spring Gully, dtype: float64, xcoord    144.234434
ycoord    -36.826027
Name: Bendigo Region - South, dtype: float64, xcoord    144.258953
ycoord    -36.718706
Name: California Gully - Eaglehawk, dtype: float64, xcoord    144.317176
ycoord    -36.704836
Name: White Hills - Ascot, dtype: float64]",Flora Hill - Spring Gully,3.0,1.0,2.0,63172.066666666426,9768.395680930407,360.0,,,116.7,84.9
