year_num,property_type,coordinates,postcode,sa2_region,bedroom_num,bathroom_num,parking_num,Income,Population,median_price
2017,House,"[-38.0314426, 144.3898485]",3212,['Lara'],['4'],['2'],['2'],0,0,0
2017,House,"[-37.7845838, 144.8466098]",3019,['Braybrook'],['2'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.8088893, 144.9625546]",3000,['Melbourne'],['2'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.9260996, 145.1011508]",3167,['Oakleigh - Huntingdale'],['2'],['1'],['1'],0,0,0
2017,House,"[-37.751281, 144.8062563]",3021,"['Keilor Downs', 'Kings Park (Vic.)', 'St Albans - North']",['4'],['1'],['4'],0,0,0
2017,Townhouse,"[-37.786312, 144.977253]",3068,"['Yarra - North', 'Fitzroy North']",['2'],['1'],['1'],0,0,0
2017,Studio,"[-37.8493578, 145.1148984]",3125,"['Surrey Hills (West) - Canterbury', 'Burwood']",['1'],['1'],[],0,0,0
2017,House,"[-38.0526757, 145.3932216]",3809,"['Beaconsfield - Officer', 'Koo Wee Rup']",['4'],['2'],['2'],0,0,0
2017,House,"[-37.54289929999999, 143.81182]",3355,"['Ballarat', 'Wendouree - Miners Rest']",['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.69109220000001, 144.9608411]",3060,['Fawkner'],['3'],['1'],['2'],0,0,0
2017,House,"[-36.1373504, 144.721378]",3564,"['Lockington - Gunbower', 'Kyabram', 'Echuca']",['4'],['2'],['6'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8082901, 144.9608496]",3000,['Melbourne'],['1'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.820441, 145.124555]",3128,"['Burwood', 'Box Hill']",['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8595922, 144.9865055]",3182,['St Kilda'],['3'],['1'],['1'],0,0,0
2017,House,"[-37.998641, 145.2488448]",3177,['Doveton'],['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8013522, 145.0417797]",3101,['Kew'],['2'],['1'],['1'],0,0,0
2017,Studio,"[-37.8349801, 144.9878391]",3141,"['South Yarra - West', 'South Yarra - East']",['1'],['1'],[],0,0,0
2017,House,"[-38.1607096, 144.3646195]",3220,"['Geelong', 'Newtown (Vic.)']",['2'],['2'],['1'],0,0,0
2017,House,"[-37.8997673, 144.7316571]",3030,"['Point Cook - South', 'Werribee - South', 'Deer Park - Derrimut', 'Wyndham Vale']",['3'],['2'],['2'],0,0,0
2017,Townhouse,"[-37.8171165, 145.2391921]",3134,"['Warrandyte - Wonga Park', 'Ringwood', 'Croydon Hills - Warranwood', 'Ringwood East', 'Ringwood North']",['3'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8665363, 145.0020494]",3183,['St Kilda East'],['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.79932429999999, 145.0005217]",3067,['Abbotsford'],['2'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.813751, 144.9550317]",3000,['Melbourne'],['3'],['2'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.8145933, 144.9469926]",3008,['Docklands'],['1'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.8105867, 145.0000051]",3121,['Richmond (Vic.)'],['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.9318257, 145.0031614]",3188,['Hampton'],['2'],['1'],['1'],0,0,0
2017,House,"[-38.0733582, 145.3314013]",3805,"['Narre Warren South (East)', 'Narre Warren - South West']",['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8247471, 145.0509228]",3123,"['Hawthorn', 'Hawthorn East']",['3'],['1'],['2'],0,0,0
2017,House,"[-38.0267993, 144.4138047]",3212,['Lara'],['3'],['1'],['2'],0,0,0
2017,House,"[-37.8967664, 144.6059612]",3024,"['Werribee - West', 'Tarneit', 'Rockbank - Mount Cottrell', 'Wyndham Vale']",['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8648664, 144.9783509]",3182,['St Kilda'],['2'],['1'],['1'],0,0,0
2017,House,"[-37.4098323, 144.9814752]",3756,"['Wallan', 'Romsey']",['3'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8256054, 145.0260633]",3122,"['Hawthorn', 'Hawthorn East']",['2'],['1'],['1'],0,0,0
2017,House,"[-37.7529334, 144.9411165]",3055,"['Brunswick', 'Brunswick West']",['3'],['1'],['2'],0,0,0
2017,Townhouse,"[-37.8108483, 145.0269975]",3101,['Kew'],['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.818629, 144.9604091]",3000,['Melbourne'],['2'],['2'],[],0,0,0
2017,House,"[-37.5811127, 144.7210178]",3429,"['Sunbury', 'Sunbury - South']",['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.81892, 145.204695]",3132,"['Donvale - Park Orchards', 'Mitcham (Vic.)']",['2'],['1'],[],0,0,0
2017,House,"[-37.8474948, 144.6425345]",3029,"['Tarneit', 'Hoppers Crossing - North', 'Truganina']",['1'],['1'],['1'],0,0,0
2017,Townhouse,"[-37.9149958, 145.0078102]",3187,"['Caulfield - South', 'Brighton East']",['4'],['3'],['2'],0,0,0
2017,Studio,"[-37.8101564, 144.9581958]",3000,['Melbourne'],['1'],['1'],[],0,0,0
2017,House,"[-37.784536, 144.872621]",3012,"['Sunshine West', 'Seddon - Kingsville', 'Braybrook', 'West Footscray - Tottenham']",['3'],['1'],[],0,0,0
2017,House,"[-37.073802, 144.186513]",3451,"['Castlemaine Region', 'Castlemaine']",['3'],['2'],['2'],0,0,0
2017,House,"[-38.152126, 145.9381421]",3820,['Warragul'],['3'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.834631, 144.9202969]",3207,"['Port Melbourne Industrial', 'Port Melbourne']",['2'],['2'],['1'],0,0,0
2017,House,"[-37.5467111, 143.7741678]",3350,"['Ballarat - North', 'Alfredton', 'Ballarat', 'Ballarat - South', 'Buninyong']",['3'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.9069858, 145.144503]",3168,['Clayton'],['2'],['1'],['2'],0,0,0
2017,House,"[-37.8928291, 144.752296]",3030,"['Point Cook - South', 'Werribee - South', 'Deer Park - Derrimut', 'Wyndham Vale']",['3'],['2'],['2'],0,0,0
2017,House,"[-37.8028683, 145.3056663]",3137,"['Bayswater North', 'Kilsyth']",['2'],['2'],['1'],0,0,0
2017,Townhouse,"[-37.92341810000001, 145.1322162]",3168,['Clayton'],['4'],['3'],['2'],0,0,0
2017,House,"[-37.8828991, 147.831759]",3904,['Lakes Entrance'],['4'],['4'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8232672, 145.0234798]",3122,"['Hawthorn', 'Hawthorn East']",['2'],['1'],['1'],0,0,0
2017,House,"[-38.3063853, 145.6482978]",3987,['Korumburra'],['3'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8702738, 144.9902496]",3182,['St Kilda'],['2'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.888792, 145.0551514]",3163,"['Caulfield - South', 'Ormond - Glen Huntly', 'Murrumbeena', 'Carnegie']",['2'],['2'],['1'],0,0,0
2017,House,"[-37.7846678, 144.9684653]",3054,['Carlton North - Princes Hill'],['3'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.7825076, 144.9589035]",3052,['Parkville'],['1'],['1'],['1'],0,0,0
2017,House,"[-37.8911259, 144.7731548]",3030,"['Point Cook - South', 'Werribee - South', 'Deer Park - Derrimut', 'Wyndham Vale']",['3'],['2'],['2'],0,0,0
2017,House,"[-37.8997995, 144.6641401]",3030,"['Point Cook - South', 'Werribee - South', 'Deer Park - Derrimut', 'Wyndham Vale']",['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.6787674, 145.0109095]",3074,['Thomastown'],['3'],['1'],['2'],0,0,0
2017,House,"[-38.2463585, 143.9934377]",3241,"['Winchelsea', 'Lorne - Anglesea', 'Colac Region']",['4'],['2'],['2'],0,0,0
2017,House,"[-37.7172987, 144.9280421]",3046,"['Hadfield', 'Glenroy', 'Pascoe Vale']",['3'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-38.3439085, 141.6004789]",3305,"['Glenelg (Vic.)', 'Portland']",['2'],['1'],['1'],0,0,0
2017,House,"[-36.015088, 146.0463581]",3730,"['Yarrawonga', 'Moira']",['4'],['2'],['2'],0,0,0
2017,Townhouse,"[-34.194763, 142.1366549]",3500,"['Mildura - South', 'Mildura - North']",['3'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8303231, 144.9466244]",3205,['South Melbourne'],['1'],['1'],[],0,0,0
2017,House,"[-37.708952, 144.8961819]",3043,"['Gowanbrae', 'Tullamarine', 'Gladstone Park - Westmeadows']",['3'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8088568, 144.9616448]",3000,['Melbourne'],['2'],['2'],['2'],0,0,0
2017,House,"[-37.6035643, 145.0647998]",3754,"['Panton Hill - St Andrews', 'Mernda']",['4'],['2'],['2'],0,0,0
2017,House,"[-37.7591007, 145.3681282]",3140,['Lilydale - Coldstream'],['4'],['2'],['4'],0,0,0
2017,Apartment / Unit / Flat,"[-37.9715143, 145.222231]",3175,"['Dandenong North', 'Dandenong', 'Keysborough']",['2'],['1'],['1'],0,0,0
2017,House,"[-38.2719481, 145.0036349]",3934,['Mount Martha'],['4'],['3'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8045102, 144.9660078]",3053,['Carlton'],['1'],['1'],[],0,0,0
2017,House,"[-37.8926304, 145.0386362]",3163,"['Caulfield - South', 'Ormond - Glen Huntly', 'Murrumbeena', 'Carnegie']",['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7926469, 144.9700908]",3053,['Carlton'],['1'],['1'],['1'],0,0,0
2017,House,"[-38.0992387, 147.0804372]",3850,"['Yarram', 'Sale']",['3'],['2'],['2'],0,0,0
2017,House,"[-37.9842581, 145.1531695]",3173,['Keysborough'],['3'],['1'],['2'],0,0,0
2017,House,"[-37.729579, 144.7586475]",3023,"['Burnside Heights', 'Burnside', 'Cairnlea', 'Rockbank - Mount Cottrell', 'Caroline Springs', 'Deer Park - Derrimut']",['3'],['2'],['2'],0,0,0
2017,House,"[-37.7291023, 144.5697196]",3338,['Melton South'],['4'],['2'],['2'],0,0,0
2017,House,"[-37.8710408, 144.8218334]",3018,['Altona'],['3'],['1'],['2'],0,0,0
2017,House,"[-38.1562712, 145.2085523]",3910,['Langwarrin'],['4'],['2'],['2'],0,0,0
2017,House,"[-38.1048906, 145.275413]",3977,"['Cranbourne West', 'Cranbourne North', 'Pearcedale - Tooradin', 'Skye - Sandhurst', 'Cranbourne South', 'Cranbourne East', 'Cranbourne']",['3'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8089872, 144.8789884]",3012,"['Sunshine West', 'Seddon - Kingsville', 'Braybrook', 'West Footscray - Tottenham']",['1'],['1'],['1'],0,0,0
2017,House,"[-36.7717741, 144.2913728]",3550,"['Bendigo Region - South', 'East Bendigo - Kennington', 'Flora Hill - Spring Gully', 'Bendigo', 'California Gully - Eaglehawk', 'White Hills - Ascot']",['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7703059, 145.0119705]",3070,['Northcote'],['1'],['1'],['1'],0,0,0
2017,House,"[-37.8348384, 145.3002454]",3153,"['Bayswater', 'Bayswater North']",['3'],['2'],['2'],0,0,0
2017,Studio,"[-37.824903985828136, 144.97146694957883]",3000,['Melbourne'],['0'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.8401674, 144.9774557]",3004,"['Southbank', 'South Yarra - West']",['2'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.9043383, 144.9931825]",3186,['Brighton (Vic.)'],['2'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8208341, 144.8430762]",3012,"['Sunshine West', 'Seddon - Kingsville', 'Braybrook', 'West Footscray - Tottenham']",['2'],['1'],['1'],0,0,0
2017,House,"[-36.3946074, 145.4173776]",3630,"['Shepparton - South', 'Shepparton - North', 'Shepparton Region - East']",['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7916457, 144.9312411]",3031,"['Flemington', 'Kensington (Vic.)']",['1'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.83340219999999, 144.9690569]",3205,['South Melbourne'],['2'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7940103, 145.0502308]",3102,['Kew East'],['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.91805, 145.043824]",3204,"['Ormond - Glen Huntly', 'Bentleigh - McKinnon']",['3'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8521991, 145.0115983]",3143,['Armadale'],['1'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7467438, 144.9206457]",3040,"['Essendon - Aberfeldie', 'Niddrie - Essendon West']",['1'],['1'],['1'],0,0,0
2017,House,"[-37.8589491, 145.0103069]",3143,['Armadale'],['2'],['1'],['1'],0,0,0
2017,Townhouse,"[-37.8447, 145.0797923]",3124,"['Camberwell', 'Hawthorn East']",['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-36.7225265, 144.2600711]",3556,"['White Hills - Ascot', 'Bendigo Region - North', 'California Gully - Eaglehawk']",['2'],['1'],['1'],0,0,0
2017,Townhouse,"[-38.219288, 145.033481]",3931,['Mornington'],['3'],['2'],['3'],0,0,0
2017,House,"[-37.714255, 144.7445076]",3037,"['Sydenham', 'Taylors Lakes', 'Hillside', 'Delahey', 'Taylors Hill']",['5'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.9043383, 144.9931825]",3186,['Brighton (Vic.)'],['2'],['3'],['2'],0,0,0
2017,House,"[-37.7882859, 144.9702508]",3054,['Carlton North - Princes Hill'],['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-38.37248599999999, 145.122687]",3926,"['Hastings - Somers', 'Flinders']",['3'],['1'],['1'],0,0,0
2017,Townhouse,"[-38.1436944, 144.3455614]",3218,"['Bannockburn', 'Geelong West - Hamlyn Heights']",['3'],['3'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-38.1662963, 144.4004217]",3219,"['Geelong', 'Newcomb - Moolap']",['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.746704, 144.919498]",3040,"['Essendon - Aberfeldie', 'Niddrie - Essendon West']",['2'],['1'],['1'],0,0,0
2017,Townhouse,"[-37.7535156, 145.0632467]",3084,"['Heidelberg - Rosanna', 'Ivanhoe East - Eaglemont', 'Viewbank - Yallambie']",['3'],['1'],['2'],0,0,0
2017,House,"[-37.8560307, 144.6607259]",3029,"['Tarneit', 'Hoppers Crossing - North', 'Truganina']",['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7996833, 145.0018546]",3067,['Abbotsford'],['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-38.2344619, 146.4260669]",3840,"['Churchill', 'Morwell']",['1'],['1'],['1'],0,0,0
2017,House,"[-38.1773583, 144.3495121]",3216,"['Grovedale', 'Highton', 'Belmont']",['3'],['1'],['1'],0,0,0
2017,House,"[-37.9159452, 144.9989003]",3186,['Brighton (Vic.)'],['3'],['4'],['3'],0,0,0
2017,House,"[-37.9030025, 144.9976091]",3186,['Brighton (Vic.)'],['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8786778, 144.9922293]",3184,['Elwood'],['1'],['1'],[],0,0,0
2017,House,"[-38.0756573, 145.4989662]",3810,"['Pakenham - South', 'Koo Wee Rup', 'Emerald - Cockatoo']",['3'],['2'],['4'],0,0,0
2017,Townhouse,"[-37.8879462, 145.167055]",3150,"['Wheelers Hill', 'Glen Waverley - East']",['3'],['2'],['7'],0,0,0
2017,Apartment / Unit / Flat,"[-38.0084869, 145.0946977]",3195,"['Aspendale Gardens - Waterways', 'Braeside', 'Mordialloc - Parkdale', 'Edithvale - Aspendale']",['2'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7903851, 144.8914748]",3011,"['Seddon - Kingsville', 'Footscray']",['3'],['1'],['1'],0,0,0
2017,House,"[-37.8691895, 145.0027323]",3183,['St Kilda East'],['3'],['1'],['1'],0,0,0
2017,House,"[-37.7336626, 144.82584]",3021,"['Keilor Downs', 'Kings Park (Vic.)', 'St Albans - North']",['3'],['1'],['2'],0,0,0
2017,House,"[-37.8947434, 145.023351]",3162,"['Caulfield - South', 'Elsternwick']",['2'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8231154, 145.0237168]",3122,"['Hawthorn', 'Hawthorn East']",['1'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7290087, 145.2104508]",3113,"['Research - North Warrandyte', 'Warrandyte - Wonga Park']",['2'],['1'],['1'],0,0,0
2017,House,"[-37.9109445, 145.1248881]",3168,['Clayton'],['3'],['1'],['2'],0,0,0
2017,House,"[-37.8977602, 144.6173996]",3024,"['Werribee - West', 'Tarneit', 'Rockbank - Mount Cottrell', 'Wyndham Vale']",['3'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7893695, 144.8748671]",3012,"['Sunshine West', 'Seddon - Kingsville', 'Braybrook', 'West Footscray - Tottenham']",['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.709392, 144.904565]",3046,"['Hadfield', 'Glenroy', 'Pascoe Vale']",['2'],['1'],['1'],0,0,0
2017,House,"[-38.3723277, 144.832218]",3941,['Point Nepean'],['3'],['2'],['2'],0,0,0
2017,Townhouse,"[-37.7284475, 144.9258059]",3044,"['Pascoe Vale', 'Pascoe Vale South']",['2'],['2'],['1'],0,0,0
2017,House,"[-38.0745921, 145.4424454]",3810,"['Pakenham - South', 'Koo Wee Rup', 'Emerald - Cockatoo']",['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7659247, 145.0437018]",3079,"['Ivanhoe', 'Ivanhoe East - Eaglemont']",['3'],['2'],['2'],0,0,0
2017,House,"[-36.7703495, 144.2797671]",3550,"['Bendigo Region - South', 'East Bendigo - Kennington', 'Flora Hill - Spring Gully', 'Bendigo', 'California Gully - Eaglehawk', 'White Hills - Ascot']",['3'],['1'],['1'],0,0,0
2017,House,"[-37.7819238, 145.0912731]",3104,['Balwyn North'],['3'],['2'],['2'],0,0,0
2017,House,"[-37.5968056, 143.7686027]",3351,"['Golden Plains - South', 'Beaufort', 'Smythes Creek', 'Ararat Region', 'Golden Plains - North', 'Delacombe']",['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8713642, 144.9994699]",3183,['St Kilda East'],['1'],['1'],['1'],0,0,0
2017,House,"[-37.7890035, 144.8814168]",3012,"['Sunshine West', 'Seddon - Kingsville', 'Braybrook', 'West Footscray - Tottenham']",['3'],['1'],['2'],0,0,0
2017,House,"[-38.2095332, 144.3374484]",3216,"['Grovedale', 'Highton', 'Belmont']",['1'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8027019, 144.9638613]",3053,['Carlton'],['1'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.815446, 144.9541165]",3000,['Melbourne'],['2'],['1'],['1'],0,0,0
2017,House,"[-37.7521568, 145.0392391]",3081,['Heidelberg West'],['3'],['1'],['3'],0,0,0
2017,Townhouse,"[-37.7701397, 144.9071016]",3039,['Moonee Ponds'],['2'],['2'],['1'],0,0,0
2017,Townhouse,"[-37.8163542, 145.1114625]",3127,"['Surrey Hills (East) - Mont Albert', 'Surrey Hills (West) - Canterbury']",['3'],['3'],['3'],0,0,0
2017,House,"[-38.0601124, 145.4100456]",3809,"['Beaconsfield - Officer', 'Koo Wee Rup']",['3'],['2'],['2'],0,0,0
2017,Townhouse,"[-37.9269888, 145.1252217]",3168,['Clayton'],['3'],['2'],['1'],0,0,0
2017,House,"[-37.7914687, 144.80432389999999]",3020,"['Ardeer - Albion', 'Sunshine North', 'Sunshine West', 'Sunshine']",['3'],['1'],['2'],0,0,0
2017,House,"[-37.8394786, 145.0588597]",3124,"['Camberwell', 'Hawthorn East']",['4'],['3'],['2'],0,0,0
2017,House,"[0.0, 0.0]",3134,"['Warrandyte - Wonga Park', 'Ringwood', 'Croydon Hills - Warranwood', 'Ringwood East', 'Ringwood North']",['4'],['3'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7946311, 145.0317467]",3101,['Kew'],['2'],['1'],['1'],0,0,0
2017,House,"[-38.0363182, 145.2606616]",3976,['Hampton Park - Lynbrook'],['3'],['2'],['1'],0,0,0
2017,Townhouse,"[-37.8322704, 145.0666297]",3124,"['Camberwell', 'Hawthorn East']",['3'],['1'],['2'],0,0,0
2017,House,"[-37.7549245, 144.8696409]",3034,['Keilor East'],['3'],['1'],['1'],0,0,0
2017,House,"[-36.7283111, 142.1727127]",3400,"['Horsham', 'Horsham Region']",['4'],['2'],['2'],0,0,0
2017,House,"[-37.8023455, 144.8964398]",3011,"['Seddon - Kingsville', 'Footscray']",['3'],['1'],['1'],0,0,0
2017,House,"[-38.16267500000001, 144.3706525]",3219,"['Geelong', 'Newcomb - Moolap']",['2'],['1'],[],0,0,0
2017,House,"[-34.1996957, 142.1583663]",3500,"['Mildura - South', 'Mildura - North']",['3'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8869388, 145.0421254]",3163,"['Caulfield - South', 'Ormond - Glen Huntly', 'Murrumbeena', 'Carnegie']",['2'],['1'],['1'],0,0,0
2017,House,"[-36.3967325, 145.403668]",3630,"['Shepparton - South', 'Shepparton - North', 'Shepparton Region - East']",['3'],['1'],['2'],0,0,0
2017,House,"[-37.844431, 144.593342]",3024,"['Werribee - West', 'Tarneit', 'Rockbank - Mount Cottrell', 'Wyndham Vale']",['5'],['2'],['2'],0,0,0
2017,House,"[-37.8419707, 144.8822549]",3015,['Newport'],['4'],['2'],['1'],0,0,0
2017,House,"[-37.7803502, 144.9631411]",3054,['Carlton North - Princes Hill'],['4'],['2'],['3'],0,0,0
2017,House,"[-37.5669374, 143.8591078]",3350,"['Ballarat - North', 'Alfredton', 'Ballarat', 'Ballarat - South', 'Buninyong']",['3'],['1'],['3'],0,0,0
2017,House,"[-37.7794588, 144.9772966]",3057,['Brunswick East'],['2'],['1'],['1'],0,0,0
2017,House,"[-37.8246881, 144.7493013]",3029,"['Tarneit', 'Hoppers Crossing - North', 'Truganina']",['3'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8785551, 144.7735212]",3028,"['Altona Meadows', 'Seabrook', 'Laverton']",['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8451051, 145.0109095]",3142,"['South Yarra - East', 'Toorak']",['1'],['1'],['1'],0,0,0
2017,Studio,"[-38.1474324, 145.1270865]",3199,"['Frankston North', 'Frankston South', 'Frankston']",['1'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.8492766, 145.0462478]",3146,['Malvern - Glen Iris'],['1'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-36.5607154, 146.7255893]",3737,"['Bright - Mount Beauty', 'Myrtleford']",['2'],['1'],['1'],0,0,0
2017,House,"[-37.793244, 144.92989]",3031,"['Flemington', 'Kensington (Vic.)']",['3'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8660581, 144.9072735]",3016,['Williamstown'],['3'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7946874, 144.9853221]",3066,['Collingwood'],['2'],['2'],['1'],0,0,0
2017,Townhouse,"[-37.7506033, 144.8893256]",3040,"['Essendon - Aberfeldie', 'Niddrie - Essendon West']",['4'],['2'],['1'],0,0,0
2017,House,"[-36.7452263, 144.2874045]",3550,"['Bendigo Region - South', 'East Bendigo - Kennington', 'Flora Hill - Spring Gully', 'Bendigo', 'California Gully - Eaglehawk', 'White Hills - Ascot']",['3'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8209691, 144.9532525]",3008,['Docklands'],['1'],['1'],[],0,0,0
2017,House,"[-37.9343984, 145.1284874]",3169,"['Clarinda - Oakleigh South', 'Clayton South']",['3'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8721821, 145.000672]",3183,['St Kilda East'],['2'],['1'],['2'],0,0,0
2017,House,"[-37.8619533, 145.0995894]",3147,"['Ashburton (Vic.)', 'Ashwood - Chadstone']",['5'],['3'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8369111, 144.9851564]",3141,"['South Yarra - West', 'South Yarra - East']",['2'],['1'],['1'],0,0,0
2017,House,"[-37.8955468, 144.6563108]",3030,"['Point Cook - South', 'Werribee - South', 'Deer Park - Derrimut', 'Wyndham Vale']",['3'],['1'],['3'],0,0,0
2017,Townhouse,"[-37.7705144, 144.8310803]",3020,"['Ardeer - Albion', 'Sunshine North', 'Sunshine West', 'Sunshine']",['3'],['2'],['2'],0,0,0
2017,House,"[-37.7863172, 144.9334501]",3031,"['Flemington', 'Kensington (Vic.)']",['2'],['1'],[],0,0,0
2017,House,"[-37.6847472, 144.7411821]",3037,"['Sydenham', 'Taylors Lakes', 'Hillside', 'Delahey', 'Taylors Hill']",['4'],['2'],['6'],0,0,0
2017,Apartment / Unit / Flat,"[-37.798534, 144.903428]",3011,"['Seddon - Kingsville', 'Footscray']",['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8477661, 144.9786951]",3004,"['Southbank', 'South Yarra - West']",['3'],['3'],['2'],0,0,0
2017,House,"[-37.686641, 144.5554285]",3337,"['Melton West', 'Melton']",['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7741591, 144.9591655]",3056,['Brunswick'],['1'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.888286, 145.0400788]",3163,"['Caulfield - South', 'Ormond - Glen Huntly', 'Murrumbeena', 'Carnegie']",['2'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.860246599999996, 144.9903141]",3182,['St Kilda'],['1'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.973418, 145.215931]",3175,"['Dandenong North', 'Dandenong', 'Keysborough']",['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-38.0176021, 144.4097741]",3212,['Lara'],['2'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8006709, 144.8716645]",3012,"['Sunshine West', 'Seddon - Kingsville', 'Braybrook', 'West Footscray - Tottenham']",['2'],['1'],['1'],0,0,0
2017,House,"[-37.7074844, 144.5468668]",3338,['Melton South'],['3'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.844937, 145.042178]",3123,"['Hawthorn', 'Hawthorn East']",['2'],['2'],['1'],0,0,0
2017,Studio,"[-37.9097955, 145.1285423]",3168,['Clayton'],['1'],['1'],[],0,0,0
2017,House,"[-37.8633755, 144.612687]",3024,"['Werribee - West', 'Tarneit', 'Rockbank - Mount Cottrell', 'Wyndham Vale']",['4'],['2'],['2'],0,0,0
2017,House,"[-37.7958496, 144.8675137]",3012,"['Sunshine West', 'Seddon - Kingsville', 'Braybrook', 'West Footscray - Tottenham']",['4'],['2'],['2'],0,0,0
