year_num,property_type,coordinates,postcode,sa2_region,bedroom_num,bathroom_num,parking_num,Income,Population,median_price
2017,Townhouse,"[-37.8090344, 145.2211817]",3134,"['Warrandyte - Wonga Park', 'Ringwood', 'Croydon Hills - Warranwood', 'Ringwood East', 'Ringwood North']",['3'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.9959239, 145.0756096]",3195,"['Aspendale Gardens - Waterways', 'Braeside', 'Mordialloc - Parkdale', 'Edithvale - Aspendale']",['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8191287, 145.1509273]",3130,"['Blackburn South', 'Blackburn']",['1'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7638529, 145.1682453]",3109,"['Doncaster East (South)', 'Doncaster East (North)']",['2'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8249678, 144.9469264]",3008,['Docklands'],['2'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.820727, 144.9422649]",3008,['Docklands'],['1'],['1'],[],0,0,0
2017,House,"[-38.2273992, 146.4210964]",3840,"['Churchill', 'Morwell']",['2'],['1'],['1'],0,0,0
2017,House,"[-38.1603862, 144.5611944]",3222,"['Clifton Springs', 'Point Lonsdale - Queenscliff', 'Ocean Grove - Barwon Heads']",['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8083542, 144.9607272]",3000,['Melbourne'],['1'],['1'],['1'],0,0,0
2017,Townhouse,"[-37.5622293, 143.854634]",3350,"['Ballarat - North', 'Alfredton', 'Ballarat', 'Ballarat - South', 'Buninyong']",['3'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.807859, 144.960611]",3000,['Melbourne'],['2'],['1'],[],0,0,0
2017,House,"[-38.1485277, 145.1473055]",3199,"['Frankston North', 'Frankston South', 'Frankston']",['3'],['1'],['2'],0,0,0
2017,Townhouse,"[-37.7077977, 145.0236384]",3073,"['Reservoir - East', 'Thomastown']",['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8051106, 144.9644056]",3053,['Carlton'],['1'],['1'],[],0,0,0
2017,House,"[-37.6653909, 144.421583]",3340,"['Bacchus Marsh', 'Bacchus Marsh Region', 'Lara']",['3'],['2'],['3'],0,0,0
2017,Townhouse,"[-37.8991844, 144.5952525]",3030,"['Point Cook - South', 'Werribee - South', 'Deer Park - Derrimut', 'Wyndham Vale']",['4'],['2'],[],0,0,0
2017,House,"[-37.9128598, 144.7839275]",3030,"['Point Cook - South', 'Werribee - South', 'Deer Park - Derrimut', 'Wyndham Vale']",['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-38.1567046, 144.3344109]",3220,"['Geelong', 'Newtown (Vic.)']",['1'],['1'],['1'],0,0,0
2017,House,"[-37.76938639999999, 144.9271605]",3039,['Moonee Ponds'],['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8140427, 145.2319107]",3134,"['Warrandyte - Wonga Park', 'Ringwood', 'Croydon Hills - Warranwood', 'Ringwood East', 'Ringwood North']",['2'],['2'],['1'],0,0,0
2017,House,"[-37.67202959999999, 144.4307728]",3340,"['Bacchus Marsh', 'Bacchus Marsh Region', 'Lara']",['4'],['2'],['2'],0,0,0
2017,House,"[-37.8439367, 144.9984269]",3141,"['South Yarra - West', 'South Yarra - East']",['2'],['1'],[],0,0,0
2017,House,"[-37.5486993, 143.7998397]",3350,"['Ballarat - North', 'Alfredton', 'Ballarat', 'Ballarat - South', 'Buninyong']",['4'],['2'],['2'],0,0,0
2017,Townhouse,"[-37.6973195, 145.0106155]",3073,"['Reservoir - East', 'Thomastown']",['2'],['1'],['1'],0,0,0
2017,House,"[-37.6972374, 144.9951558]",3073,"['Reservoir - East', 'Thomastown']",['4'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-38.1228834, 145.1250605]",3198,['Seaford (Vic.)'],['2'],['1'],['1'],0,0,0
2017,House,"[-37.7499819, 144.9848272]",3072,"['Preston - West', 'Preston - East']",['3'],['2'],['1'],0,0,0
2017,House,"[-37.879321, 144.772139]",3028,"['Altona Meadows', 'Seabrook', 'Laverton']",['2'],['1'],['1'],0,0,0
2017,House,"[-38.1201941, 144.6454669]",3223,['Portarlington'],['5'],['3'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-36.7241197, 142.1948187]",3400,"['Horsham', 'Horsham Region']",['0'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.993315, 145.0944032]",3195,"['Aspendale Gardens - Waterways', 'Braeside', 'Mordialloc - Parkdale', 'Edithvale - Aspendale']",['2'],['1'],['1'],0,0,0
2017,House,"[-37.7440592, 144.7852175]",3021,"['Keilor Downs', 'Kings Park (Vic.)', 'St Albans - North']",['4'],['1'],['2'],0,0,0
2017,House,"[-37.7700693, 144.9976629]",3070,['Northcote'],['3'],['1'],['1'],0,0,0
2017,House,"[-38.0051357, 145.1438563]",3173,['Keysborough'],['5'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8989428, 145.0084774]",3185,"['St Kilda East', 'Elsternwick']",['2'],['1'],['1'],0,0,0
2017,House,"[-37.5498246, 143.8519304]",3350,"['Ballarat - North', 'Alfredton', 'Ballarat', 'Ballarat - South', 'Buninyong']",['3'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.6824411, 145.0739466]",3083,"['Bundoora - West', 'Kingsbury']",['1'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.858134, 145.0019347]",3181,['Prahran - Windsor'],['2'],['1'],['1'],0,0,0
2017,House,"[-37.8879669, 144.7627033]",3030,"['Point Cook - South', 'Werribee - South', 'Deer Park - Derrimut', 'Wyndham Vale']",['4'],['2'],['2'],0,0,0
2017,House,"[-37.5546263, 143.8073019]",3350,"['Ballarat - North', 'Alfredton', 'Ballarat', 'Ballarat - South', 'Buninyong']",['4'],['2'],['2'],0,0,0
2017,House,"[-37.5260565, 144.9626449]",3064,"['Craigieburn - Central', 'Whittlesea', 'Roxburgh Park - Somerton', 'Mickleham - Yuroke']",['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7461239, 144.8689319]",3033,['Keilor'],['2'],['1'],['1'],0,0,0
2017,House,"[-38.0968215, 145.7202401]",3815,['Bunyip - Garfield'],['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.78795119999999, 145.1240065]",3108,['Doncaster'],['2'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.82409579999999, 144.9636789]",3006,"['Southbank', 'South Melbourne']",['2'],['2'],[],0,0,0
2017,House,"[-37.8370094, 144.848135]",3025,['Altona North'],['3'],['2'],['2'],0,0,0
2017,Townhouse,"[-37.744194, 144.9995459]",3072,"['Preston - West', 'Preston - East']",['2'],['1'],['1'],0,0,0
2017,House,"[-38.1142971, 145.3457562]",3978,"['Cranbourne South', 'Koo Wee Rup', 'Cranbourne East']",['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8406398, 144.9400238]",3207,"['Port Melbourne Industrial', 'Port Melbourne']",['2'],['2'],['1'],0,0,0
2017,House,"[-37.9312944, 145.1277762]",3169,"['Clarinda - Oakleigh South', 'Clayton South']",['3'],['2'],['2'],0,0,0
2017,Townhouse,"[-37.775971, 144.9025457]",3032,"['Flemington', 'Ascot Vale', 'Maribyrnong']",['3'],['2'],[],0,0,0
2017,Townhouse,"[-37.94019, 145.1651151]",3171,['Springvale'],['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8209691, 144.9532525]",3008,['Docklands'],['2'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.809620699999996, 144.985273]",3002,['East Melbourne'],['1'],['1'],['1'],0,0,0
2017,House,"[-37.6431718, 145.0553886]",3076,['Epping - West'],['3'],['2'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.7572838, 144.7903479]",3023,"['Burnside Heights', 'Burnside', 'Cairnlea', 'Rockbank - Mount Cottrell', 'Caroline Springs', 'Deer Park - Derrimut']",['1'],['1'],['1'],0,0,0
2017,House,"[-38.1268325, 144.3274046]",3215,"['Geelong West - Hamlyn Heights', 'North Geelong - Bell Park']",['3'],['1'],['2'],0,0,0
2017,House,"[-37.835865, 144.967423]",3205,['South Melbourne'],['2'],['1'],['1'],0,0,0
2017,House,"[-37.8718801, 144.5977796]",3024,"['Werribee - West', 'Tarneit', 'Rockbank - Mount Cottrell', 'Wyndham Vale']",['3'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.87465540000001, 145.1374035]",3149,"['Glen Waverley - West', 'Mount Waverley - South']",['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.858685, 144.983243]",3182,['St Kilda'],['2'],['2'],['1'],0,0,0
2017,House,"[-37.7102472, 144.5860013]",3338,['Melton South'],['3'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.822395, 145.003386]",3121,['Richmond (Vic.)'],['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.9200124, 145.1397456]",3168,['Clayton'],['2'],['2'],[],0,0,0
2017,House,"[-37.9797191, 145.1871541]",3174,"['Noble Park - East', 'Noble Park - West']",['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-35.7249285, 143.9217224]",3579,"['Kerang', 'Gannawarra']",['2'],['1'],[],0,0,0
2017,House,"[-37.8476547, 145.1658475]",3131,"['Forest Hill', 'Nunawading']",['4'],['2'],['2'],0,0,0
2017,House,"[-37.5928301, 143.7995213]",3351,"['Golden Plains - South', 'Beaufort', 'Smythes Creek', 'Ararat Region', 'Golden Plains - North', 'Delacombe']",['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8938467, 145.2411776]",3180,['Knoxfield - Scoresby'],['3'],['2'],['2'],0,0,0
2017,House,"[-37.8490326, 144.8707798]",3015,['Newport'],['3'],['1'],['3'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8174166, 144.9536383]",3000,['Melbourne'],['2'],['2'],[],0,0,0
2017,Townhouse,"[-37.708266, 144.9101328]",3046,"['Hadfield', 'Glenroy', 'Pascoe Vale']",['3'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8791701, 144.9791038]",3184,['Elwood'],['2'],['1'],['1'],0,0,0
2017,House,"[-38.1802329, 144.3385811]",3216,"['Grovedale', 'Highton', 'Belmont']",['3'],['1'],['4'],0,0,0
2017,House,"[-38.1888977, 144.3316219]",3216,"['Grovedale', 'Highton', 'Belmont']",['4'],['2'],['1'],0,0,0
2017,House,"[-37.8193, 144.997801]",3121,['Richmond (Vic.)'],['2'],['1'],['1'],0,0,0
2017,House,"[-38.2902274, 145.0164197]",3934,['Mount Martha'],['3'],['2'],['2'],0,0,0
2017,Townhouse,"[-37.923721, 145.1117099]",3168,['Clayton'],['2'],['1'],['2'],0,0,0
2017,Townhouse,"[-37.9174527, 145.0212844]",3187,"['Caulfield - South', 'Brighton East']",['2'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.851238, 145.123104]",3125,"['Surrey Hills (West) - Canterbury', 'Burwood']",['2'],['1'],['1'],0,0,0
2017,House,"[-37.5534614, 143.8657862]",3350,"['Ballarat - North', 'Alfredton', 'Ballarat', 'Ballarat - South', 'Buninyong']",['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8128985, 144.9727786]",3000,['Melbourne'],['2'],['2'],[],0,0,0
2017,House,"[-37.84723779999999, 145.1208795]",3125,"['Surrey Hills (West) - Canterbury', 'Burwood']",['5'],['2'],['5'],0,0,0
2017,House,"[-37.7331905, 144.805741]",3021,"['Keilor Downs', 'Kings Park (Vic.)', 'St Albans - North']",['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.866056, 144.9869553]",3182,['St Kilda'],['2'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8194036, 145.149654]",3130,"['Blackburn South', 'Blackburn']",['1'],['1'],['1'],0,0,0
2017,House,"[-38.2399133, 144.352865]",3217,"['Grovedale', 'Torquay', 'Winchelsea', 'Ocean Grove - Barwon Heads', 'Burwood']",['4'],['2'],['2'],0,0,0
2017,House,"[-37.6513274, 145.0906527]",3752,['South Morang (South)'],['2'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8160052, 144.9661758]",3000,['Melbourne'],['1'],['1'],[],0,0,0
2017,Townhouse,"[-37.7917224, 145.1308128]",3108,['Doncaster'],['4'],['2'],['2'],0,0,0
2017,House,"[-37.7612678, 145.1538379]",3106,['Templestowe'],['4'],['2'],['2'],0,0,0
2017,House,"[-38.209156, 146.510462]",3844,"['Yarram', 'Churchill', 'Yallourn North - Glengarry', 'Traralgon', 'Rosedale']",['4'],['2'],['2'],0,0,0
2017,New House & Land,"[-37.8317261, 144.7212109]",3029,"['Tarneit', 'Hoppers Crossing - North', 'Truganina']",['4'],['2'],['2'],0,0,0
2017,House,"[-37.7607854, 144.9546661]",3056,['Brunswick'],['3'],['1'],['2'],0,0,0
2017,House,"[-37.525104, 144.9579621]",3064,"['Craigieburn - Central', 'Whittlesea', 'Roxburgh Park - Somerton', 'Mickleham - Yuroke']",['4'],['2'],['2'],0,0,0
2017,House,"[-37.8241495, 145.0026019]",3121,['Richmond (Vic.)'],['2'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.7703889, 145.3189068]",3138,['Mooroolbark'],['2'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8141942, 144.9521662]",3000,['Melbourne'],['1'],['1'],[],0,0,0
2017,Townhouse,"[-37.7315251, 144.9938647]",3072,"['Preston - West', 'Preston - East']",['2'],['1'],['1'],0,0,0
2017,House,"[-37.8950744, 145.0397127]",3163,"['Caulfield - South', 'Ormond - Glen Huntly', 'Murrumbeena', 'Carnegie']",['4'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7595537, 144.9395896]",3055,"['Brunswick', 'Brunswick West']",['2'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7034311, 145.0200107]",3073,"['Reservoir - East', 'Thomastown']",['1'],['1'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8186651, 144.9989039]",3121,['Richmond (Vic.)'],['1'],['1'],[],0,0,0
2017,House,"[-37.8279526, 144.9956293]",3121,['Richmond (Vic.)'],['3'],['1'],['1'],0,0,0
2017,House,"[-37.7709869, 144.8577164]",3034,['Keilor East'],['3'],['1'],['5'],0,0,0
2017,House,"[-37.7580441, 144.9725205]",3056,['Brunswick'],['3'],['2'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.8621001, 145.2775289]",3155,['Boronia'],['3'],['2'],['2'],0,0,0
2017,House,"[-36.7600779, 144.3018706]",3550,"['Bendigo Region - South', 'East Bendigo - Kennington', 'Flora Hill - Spring Gully', 'Bendigo', 'California Gully - Eaglehawk', 'White Hills - Ascot']",['3'],['2'],['1'],0,0,0
2017,Townhouse,"[-37.7878124, 144.8393924]",3020,"['Ardeer - Albion', 'Sunshine North', 'Sunshine West', 'Sunshine']",['3'],['2'],['2'],0,0,0
2017,Townhouse,"[-38.1827839, 144.3414418]",3216,"['Grovedale', 'Highton', 'Belmont']",['3'],['3'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.5747976, 143.8341267]",3350,"['Ballarat - North', 'Alfredton', 'Ballarat', 'Ballarat - South', 'Buninyong']",['2'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.7880093, 145.124504]",3108,['Doncaster'],['3'],['2'],['2'],0,0,0
2017,Townhouse,"[-37.90993, 145.121535]",3166,"['Hughesdale', 'Oakleigh - Huntingdale']",['4'],['3'],['2'],0,0,0
2017,House,"[-38.1670846, 144.3894486]",3219,"['Geelong', 'Newcomb - Moolap']",['2'],['1'],['1'],0,0,0
2017,Townhouse,"[-37.87354759999999, 145.0305879]",3161,['Caulfield - North'],['3'],['2'],['1'],0,0,0
2017,Apartment / Unit / Flat,"[-37.805589499999996, 144.9579863]",3051,['North Melbourne'],['1'],['1'],[],0,0,0
2017,House,"[-37.7374854, 145.0515124]",3081,['Heidelberg West'],['2'],['1'],['2'],0,0,0
2017,House,"[-38.1148424, 144.3262428]",3215,"['Geelong West - Hamlyn Heights', 'North Geelong - Bell Park']",['4'],['1'],['2'],0,0,0
2017,House,"[-37.5965832, 143.8327529]",3356,"['Ballarat - South', 'Delacombe']",['4'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.9296404, 145.1258224]",3169,"['Clarinda - Oakleigh South', 'Clayton South']",['2'],['2'],['1'],0,0,0
2017,House,"[-38.3363787, 141.6076534]",3305,"['Glenelg (Vic.)', 'Portland']",['4'],['1'],['2'],0,0,0
2017,House,"[-37.6942246, 144.5677162]",3338,['Melton South'],['3'],['1'],[],0,0,0
2017,House,"[-37.6071148, 143.8675051]",3350,"['Ballarat - North', 'Alfredton', 'Ballarat', 'Ballarat - South', 'Buninyong']",['3'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.7627342, 145.0460022]",3079,"['Ivanhoe', 'Ivanhoe East - Eaglemont']",['2'],['1'],['1'],0,0,0
2017,House,"[-37.8440455, 144.5930047]",3024,"['Werribee - West', 'Tarneit', 'Rockbank - Mount Cottrell', 'Wyndham Vale']",['4'],['2'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.7031675, 144.9157007]",3046,"['Hadfield', 'Glenroy', 'Pascoe Vale']",['2'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.6879178, 144.8708657]",3043,"['Gowanbrae', 'Tullamarine', 'Gladstone Park - Westmeadows']",['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.8141874, 145.0613622]",3103,"['Balwyn', 'Kew East']",['2'],['1'],['1'],0,0,0
2017,House,"[-37.0287753, 145.1428906]",3660,"['Seymour Region', 'Yea', 'Seymour']",['3'],['1'],['1'],0,0,0
2017,House,"[-37.869868, 148.0226843]",3909,"['Orbost', 'Lakes Entrance']",['3'],['1'],['2'],0,0,0
2017,House,"[-37.6671821, 144.9397401]",3047,"['Broadmeadows', 'Campbellfield - Coolaroo']",['3'],['1'],['2'],0,0,0
2017,Apartment / Unit / Flat,"[-37.9395646, 145.1387043]",3169,"['Clarinda - Oakleigh South', 'Clayton South']",['2'],['2'],['1'],0,0,0
2017,House,"[-37.8593788, 145.1042865]",3147,"['Ashburton (Vic.)', 'Ashwood - Chadstone']",['3'],['1'],[],0,0,0
2017,Apartment / Unit / Flat,"[-37.8617175, 144.9901336]",3182,['St Kilda'],['1'],['1'],['1'],0,0,0
