,closest_sa2,rent_2025,rent_2024,rent_2017,rent_2018,rent_2019,rent_2020,rent_2021,rent_2022,rent_2023,average_growth
107,Fawkner,411.29411764705884,411.29411764705884,406.6666666666667,401.6666666666667,407.85714285714283,427.77777777777777,365.0,411.29411764705884,411.29411764705884,1.004038173396483
108,Ferntree Gully (South) - Upper Ferntree Gully,497.0,497.0,334.61538461538464,412.3076923076923,385.8333333333333,433.57142857142856,436.3636363636364,497.0,497.0,1.0649744619461134
109,Fitzroy,611.7391304347826,611.7391304347826,386.6666666666667,468.75,560.0,470.5,594.1666666666666,611.7391304347826,611.7391304347826,1.0844503894100361
110,Fitzroy North,580.8059701492538,580.8059701492538,598.3333333333334,713.0,760.0,546.875,591.8181818181819,580.8059701492538,580.8059701492538,1.0059220292978965
111,Flemington,461.43939393939394,461.43939393939394,431.0,458.73333333333335,407.6666666666667,461.47058823529414,388.96875,461.43939393939394,461.43939393939394,1.014328026419751
113,Flora Hill - Spring Gully,366.37931034482756,366.37931034482756,322.22222222222223,306.6666666666667,331.47058823529414,364.13793103448273,371.8085106382979,366.37931034482756,366.37931034482756,1.0199946077393425
114,Footscray,404.9619569471624,404.9619569471624,456.6666666666667,365.0,341.6666666666667,388.75,370.55555555555554,404.9619569471624,404.9619569471624,0.9885029507688464
115,Forest Hill,509.4230769230769,509.4230769230769,368.3333333333333,447.5,439.5,581.1111111111111,515.0,509.4230769230769,509.4230769230769,1.0551538191380263
116,Foster,458.6666666666667,458.6666666666667,350.0,228.0,182.5,270.0,300.0,458.6666666666667,458.6666666666667,1.0909324831272191
117,Frankston,399.93650793650795,399.93650793650795,336.42857142857144,338.125,352.5,387.14285714285717,356.1,399.93650793650795,399.93650793650795,1.0272407854803267
118,Frankston North,400.46875,400.46875,333.3333333333333,336.42857142857144,351.3636363636364,352.5,345.55555555555554,400.46875,400.46875,1.028541569798907
119,Frankston South,530.0,530.0,441.1764705882353,537.0952380952381,561.0,570.0,482.5,530.0,530.0,1.0275259589368926
120,Gannawarra,513.5,513.5,230.55555555555554,242.14285714285714,212.0,243.33333333333334,248.33333333333334,513.5,513.5,1.2263038530984522
121,Geelong,459.3404255319149,459.3404255319149,333.84615384615387,347.3529411764706,356.0,379.0,420.64285714285717,459.3404255319149,459.3404255319149,1.0529345800877465
122,Geelong West - Hamlyn Heights,440.5970149253731,440.5970149253731,315.8,349.2391304347826,390.2,474.2567567567568,440.96774193548384,440.5970149253731,440.5970149253731,1.056187522785229
124,Gladstone Park - Westmeadows,427.89473684210526,427.89473684210526,402.8,424.0,434.11764705882354,451.875,452.7586206896552,427.89473684210526,427.89473684210526,1.0081255654501464
125,Glen Waverley - East,558.25,558.25,546.25,578.6,584.8,531.25,625.0,558.25,558.25,1.0059046882964786
126,Glen Waverley - West,582.8666666666667,582.8666666666667,512.5,568.0,485.0,430.0,508.3333333333333,582.8666666666667,582.8666666666667,1.022632420607919
127,Glenelg (Vic.),400.0,400.0,283.39285714285717,273.94736842105266,306.7741935483871,320.0,355.0,400.0,400.0,1.0619267031403234
129,Golden Plains - South,800.0,800.0,331.42857142857144,362.77777777777777,391.7391304347826,422.2916666666667,498.0,800.0,800.0,1.2263493763271427
131,Gowanbrae,440.0,440.0,410.0,465.0,435.0,451.5,478.44827586206895,440.0,440.0,1.0103411953009496
132,Greensborough,498.8709677419355,498.8709677419355,452.3181818181818,537.5,518.3333333333334,478.2758620689655,547.2380952380952,498.8709677419355,498.8709677419355,1.0154022896815982
133,Greenvale - Bulla,543.6666666666666,543.6666666666666,359.0,408.0,411.0,423.0,523.3333333333334,543.6666666666666,543.6666666666666,1.0721812294808464
134,Hadfield,436.79487179487177,436.79487179487177,367.22222222222223,404.44444444444446,423.0,427.72727272727275,410.0,436.79487179487177,436.79487179487177,1.024544514069376
136,Hamilton (Vic.),390.0,390.0,198.125,216.0,290.0,308.57142857142856,291.0,390.0,390.0,1.1515242693879233
137,Hampton,604.8684210526316,604.8684210526316,487.85714285714283,496.0,455.0,480.6666666666667,619.0,604.8684210526316,604.8684210526316,1.037321809828784
139,Hawthorn East,540.3884892086331,540.3884892086331,587.1428571428571,567.1428571428571,497.14285714285717,513.2352941176471,452.6923076923077,540.3884892086331,540.3884892086331,0.9943226654348001
141,Heathcote,439.5833333333333,439.5833333333333,293.75,303.125,319.2307692307692,371.875,392.0,439.5833333333333,439.5833333333333,1.0724466418794252
142,Heidelberg - Rosanna,481.59183673469386,481.59183673469386,390.9375,506.6666666666667,450.0,478.3333333333333,452.4,481.59183673469386,481.59183673469386,1.0306734482381532
143,Heidelberg West,446.45098039215685,446.45098039215685,389.1666666666667,378.6842105263158,424.77272727272725,445.9259259259259,458.125,446.45098039215685,446.45098039215685,1.0210984809179406
144,Highton,463.8888888888889,463.8888888888889,453.3333333333333,425.35714285714283,425.9375,451.2962962962963,524.2,463.8888888888889,463.8888888888889,1.0059514932994036
145,Hoppers Crossing - North,375.96491228070175,375.96491228070175,328.0,362.5,380.0,370.625,360.8333333333333,375.96491228070175,375.96491228070175,1.0186925967643727
147,Hughesdale,554.2972972972973,554.2972972972973,537.0,518.5,552.3333333333334,492.35714285714283,494.61538461538464,554.2972972972973,554.2972972972973,1.006193103853544
148,Hurstbridge,480.0,480.0,390.0,430.0,428.75,450.0,503.125,480.0,480.0,1.0306688865263027
149,Irymple,617.0,617.0,302.6923076923077,258.6363636363636,295.0,339.6,342.1875,617.0,617.0,1.1950081956414924
150,Ivanhoe,470.3061224489796,470.3061224489796,432.14285714285717,422.22222222222223,391.42857142857144,461.6666666666667,484.0,470.3061224489796,470.3061224489796,1.0140828103800026
151,Ivanhoe East - Eaglemont,549.4117647058823,549.4117647058823,421.6666666666667,547.3571428571429,503.84615384615387,503.75,549.6153846153846,549.4117647058823,549.4117647058823,1.0387758564031802
152,Kangaroo Flat - Golden Square,435.0,435.0,300.0,324.5,344.2857142857143,368.125,388.0,435.0,435.0,1.0626645636655638
153,Keilor,465.18518518518516,465.18518518518516,387.89473684210526,395.55555555555554,404.4736842105263,423.40909090909093,452.03125,465.18518518518516,465.18518518518516,1.0269542989773368
154,Keilor Downs,391.07142857142856,391.07142857142856,373.26666666666665,375.05263157894734,375.2352941176471,386.69565217391306,412.9714285714286,391.07142857142856,391.07142857142856,1.0065858196881357
155,Kensington (Vic.),569.3076923076923,569.3076923076923,481.6666666666667,513.8888888888889,522.9166666666666,608.0,498.6666666666667,569.3076923076923,569.3076923076923,1.02834018300059
157,Kew East,507.85714285714283,507.85714285714283,591.25,615.0,622.0,593.125,493.3333333333333,507.85714285714283,507.85714285714283,0.9870097029334854
159,Kilsyth,467.5,467.5,393.1818181818182,403.75,411.07142857142856,453.1818181818182,487.5,467.5,467.5,1.0259911724911415
160,Kings Park (Vic.),362.77777777777777,362.77777777777777,336.0,338.3333333333333,358.05555555555554,360.7142857142857,402.6923076923077,362.77777777777777,362.77777777777777,1.0119109673483457
161,Kingsbury,313.8974358974359,313.8974358974359,393.46153846153845,360.9375,408.2352941176471,373.8888888888889,395.35714285714283,313.8974358974359,313.8974358974359,0.9807410026860653
162,Knoxfield - Scoresby,516.5384615384615,516.5384615384615,421.3333333333333,425.0,448.4782608695652,472.3333333333333,483.0,516.5384615384615,516.5384615384615,1.0311501488943302
163,Korumburra,412.0,412.0,315.7142857142857,300.8333333333333,280.0,340.0,391.6666666666667,412.0,412.0,1.0480080854684066
164,Kyabram,287.44444444444446,287.44444444444446,181.4516129032258,238.27027027027026,265.98425196850394,216.1038961038961,253.70229007633588,287.44444444444446,287.44444444444446,1.0811035693298274
168,Lara,506.02941176470586,506.02941176470586,345.35714285714283,372.67857142857144,486.6666666666667,419.8076923076923,507.0238095238095,506.02941176470586,506.02941176470586,1.0719978437974138
169,Laverton,398.25396825396825,398.25396825396825,394.29411764705884,387.10526315789474,397.6470588235294,393.06451612903226,420.0,398.25396825396825,398.25396825396825,1.00181347088541
171,Leopold,476.07142857142856,476.07142857142856,370.0,391.42857142857144,392.85714285714283,395.0,416.6666666666667,476.07142857142856,476.07142857142856,1.03942662722562
172,Lilydale - Coldstream,449.1666666666667,449.1666666666667,372.0,397.1875,400.5,405.5263157894737,408.84615384615387,449.1666666666667,449.1666666666667,1.027426306869005
174,Loddon,316.0,316.0,289.6875,260.0,249.72222222222223,269.96153846153845,310.0,316.0,316.0,1.0153499267021684
176,Lorne - Anglesea,775.0,775.0,755.7575757575758,392.5,344.8,387.63157894736844,490.19444444444446,775.0,775.0,1.0475249203872405
177,Lynbrook - Lyndhurst,489.4117647058824,489.4117647058824,433.6666666666667,433.2142857142857,415.7,428.92857142857144,449.1666666666667,489.4117647058824,489.4117647058824,1.0177366455021915
178,Lysterfield,480.0,480.0,446.1111111111111,439.54545454545456,458.92857142857144,465.0,514.0,480.0,480.0,1.011030122266355
182,Malvern - Glen Iris,569.8305084745763,569.8305084745763,709.5454545454545,479.1304347826087,517.24,538.59375,702.0,569.8305084745763,569.8305084745763,0.9849829665075054
183,Malvern East,485.873417721519,485.873417721519,449.7647058823529,389.3529411764706,396.05263157894734,438.6363636363636,442.67857142857144,485.873417721519,485.873417721519,1.0141436419529013
185,Maribyrnong,480.0281690140845,480.0281690140845,440.35714285714283,451.0,450.25,436.07142857142856,465.11764705882354,480.0281690140845,480.0281690140845,1.0118911832417805
187,Meadow Heights,372.54545454545456,372.54545454545456,346.0,361.3333333333333,377.22222222222223,357.5,430.4166666666667,372.54545454545456,372.54545454545456,1.0134779913261358
188,Melbourne,547.0459770114943,547.0459770114943,510.0,690.0,445.0,630.0,443.25,547.0459770114943,547.0459770114943,1.0415448369258515
190,Mentone,460.81081081081084,460.81081081081084,435.8333333333333,389.2857142857143,455.45454545454544,441.42857142857144,419.1666666666667,460.81081081081084,460.81081081081084,1.01127396532087
191,Mickleham - Yuroke,450.9074074074074,450.9074074074074,370.0,429.2857142857143,423.2142857142857,435.0,413.6842105263158,450.9074074074074,450.9074074074074,1.0281750104544585
192,Mildura - North,353.5869565217391,353.5869565217391,273.75,248.0,315.0,296.25,350.45454545454544,353.5869565217391,353.5869565217391,1.049446217162825
193,Mildura - South,410.46875,410.46875,352.5,346.6666666666667,230.0,338.0,400.0,410.46875,410.46875,1.0439554763571726
194,Mill Park - North,409.55882352941177,409.55882352941177,338.75,381.3636363636364,400.0,417.5,404.2857142857143,409.55882352941177,409.55882352941177,1.0267745816022025
195,Mitcham (Vic.),471.42857142857144,471.42857142857144,411.0,480.0,420.0,472.5,452.5,471.42857142857144,471.42857142857144,1.0205891284076145
198,Montmorency - Briar Hill,495.0,495.0,408.84615384615387,420.0,442.89473684210526,471.3333333333333,456.1363636363636,495.0,495.0,1.0288613137800877
200,Moonee Ponds,517.6973684210526,517.6973684210526,393.75,451.0,390.0,451.53846153846155,448.57142857142856,517.6973684210526,517.6973684210526,1.044502463710739
201,Moorabbin - Heatherton,565.9090909090909,565.9090909090909,514.375,547.8571428571429,507.94736842105266,565.8695652173913,530.7142857142857,565.9090909090909,565.9090909090909,1.014207924911455
202,Mooroolbark,490.95238095238096,490.95238095238096,451.25,490.625,452.14285714285717,422.0,443.05555555555554,490.95238095238096,490.95238095238096,1.0125268810834052
203,Mooroopna,341.6666666666667,341.6666666666667,249.16666666666666,282.5,300.0,356.0,302.5,341.6666666666667,341.6666666666667,1.053234497619229
204,Mordialloc - Parkdale,477.3170731707317,477.3170731707317,379.0,430.7142857142857,513.3333333333334,464.72222222222223,522.7777777777778,477.3170731707317,477.3170731707317,1.0371080043425058
210,Mount Waverley - South,533.5526315789474,533.5526315789474,445.0,510.45454545454544,513.3333333333334,605.0,515.0,533.5526315789474,533.5526315789474,1.0283973559822932
212,Moyne - West,376.6666666666667,376.6666666666667,1270.2,321.47058823529414,329.4117647058824,390.8,402.1212121212121,376.6666666666667,376.6666666666667,0.9158414260546816
213,Mulgrave,479.5833333333333,479.5833333333333,399.0,435.0,450.625,487.77777777777777,447.5,479.5833333333333,479.5833333333333,1.0270609908239596
214,Murrumbeena,454.125,454.125,590.8333333333334,524.4166666666666,608.75,524.5833333333334,480.0,454.125,454.125,0.9758825520047658
218,Newcomb - Moolap,409.54545454545456,409.54545454545456,289.7916666666667,333.8095238095238,337.2916666666667,355.42857142857144,382.375,409.54545454545456,409.54545454545456,1.0549236070013122
219,Newport,498.7037037037037,498.7037037037037,431.3157894736842,446.71875,410.55555555555554,448.3333333333333,470.90909090909093,498.7037037037037,498.7037037037037,1.0215549120172778
220,Newtown (Vic.),480.5952380952381,480.5952380952381,423.57142857142856,380.625,429.375,400.7692307692308,443.3333333333333,480.5952380952381,480.5952380952381,1.0222906475524616
222,Niddrie - Essendon West,600.5588235294117,600.5588235294117,475.9375,424.09090909090907,526.5384615384615,503.2692307692308,486.0416666666667,600.5588235294117,600.5588235294117,1.0458452273999643
223,Noble Park - East,361.12318840579707,361.12318840579707,367.5,358.57142857142856,355.8333333333333,385.0,380.29411764705884,361.12318840579707,361.12318840579707,0.9984098974919822
224,Noble Park - West,368.57142857142856,368.57142857142856,298.3333333333333,333.75,346.6666666666667,303.75,354.0,368.57142857142856,368.57142857142856,1.0328070105419809
225,North Geelong - Bell Park,476.30434782608694,476.30434782608694,359.5238095238095,391.3478260869565,403.7878787878788,429.51612903225805,441.0344827586207,476.30434782608694,476.30434782608694,1.0435933456147932
226,Numurkah,277.5,277.5,207.5,215.0,267.75,261.77777777777777,253.33333333333334,277.5,277.5,1.0497880579395957
227,Nunawading,465.35714285714283,465.35714285714283,468.0,465.0,457.14285714285717,490.0,524.1666666666666,465.35714285714283,465.35714285714283,1.0007618736930584
228,Oakleigh - Huntingdale,507.30357142857144,507.30357142857144,463.32,478.46153846153845,484.6551724137931,493.38709677419354,481.2244897959184,507.30357142857144,507.30357142857144,1.0123226628843718
230,Ormond - Glen Huntly,488.7164179104478,488.7164179104478,367.55555555555554,450.45454545454544,421.7857142857143,509.2,450.2,488.7164179104478,488.7164179104478,1.0455798630730273
231,Otway,347.9166666666667,347.9166666666667,314.77272727272725,292.14285714285717,360.0,357.75,363.75,347.9166666666667,347.9166666666667,1.0180317666184604
233,Parkville,510.5,510.5,465.0,462.5,515.8333333333334,446.07142857142856,428.5,510.5,510.5,1.0169839817975272
234,Pascoe Vale South,471.8333333333333,471.8333333333333,417.85714285714283,405.0,394.0,469.2857142857143,510.625,471.8333333333333,471.8333333333333,1.0204460671097542
236,Pearcedale - Tooradin,455.0,455.0,364.8076923076923,378.125,404.20454545454544,409.19354838709677,452.95454545454544,455.0,455.0,1.0338812743289427
238,Plenty - Yarrambat,800.0,800.0,478.57142857142856,565.0,521.0,603.0,533.1818181818181,800.0,800.0,1.1052558581033316
239,Point Cook - South,453.13422818791946,453.13422818791946,380.0,410.8333333333333,417.6923076923077,393.84615384615387,401.6666666666667,453.13422818791946,453.13422818791946,1.0258379386306615
